Company_ID,Sector,Revenue_Crore,Credit_Rating,Latent_Distress_Score,Default_Flag,Default_Probability
CMP_001007,Hospitals_Healthcare,38.68,AA,0.0385,0,0.0001
CMP_001008,Textiles_Cotton,31.79,BB,0.5195,0,0.0275
CMP_001009,IT_Services,157.28,A,0.2142,0,0.0007
CMP_001010,Textiles_Cotton,27.45,B,0.5884,0,0.0607
CMP_001011,Agri_Food,169.6,B,0.5926,0,0.0636
CMP_001012,Chemical,200.15,NR,0.4232,0,0.0088
CMP_001013,Manufacturing_General,11.46,BBB,0.3169,0,0.0025
CMP_001014,Real_Estate_Residential,58.79,BBB,0.2908,0,0.0018
CMP_001015,Chemical,39.66,BB,0.5103,0,0.0247
CMP_001016,Textiles_Cotton,10.0,A,0.2681,0,0.0014
CMP_001017,Pharma,17.19,BBB,0.2695,0,0.0014
CMP_001018,Chemical,101.49,BBB,0.1971,0,0.0006
CMP_001019,Manufacturing_General,274.61,AA,0.133,0,0.0003
CMP_001020,Real_Estate_Residential,112.41,BBB,0.401,0,0.0068
CMP_001021,Steel_Secondary,70.73,B,0.6775,0,0.1584
CMP_001022,Chemical,53.67,B,0.5739,0,0.0515
CMP_001023,Agri_Food,209.79,AA,0.095,0,0.0002
CMP_001024,Chemical,304.48,AA,0.0553,0,0.0001
CMP_001025,IT_Services,34.14,A,0.2121,0,0.0007
CMP_001026,FMCG_Distribution,11.02,B,0.5554,0,0.0417
CMP_001027,Hospitals_Healthcare,10.19,A,0.165,0,0.0004
CMP_001028,Steel_Secondary,157.2,BB,0.4097,0,0.0075
CMP_001029,Hospitals_Healthcare,52.58,AA,0.1051,0,0.0002
CMP_001030,Manufacturing_General,63.22,BB,0.4544,0,0.0128
CMP_001031,NBFC,13.03,BBB,0.3106,0,0.0023
CMP_001032,Textiles_Cotton,29.89,BB,0.4816,0,0.0176
CMP_001033,Manufacturing_General,43.1,A,0.1307,0,0.0003
CMP_001034,Manufacturing_General,64.47,BB,0.5239,0,0.0289
CMP_001035,Real_Estate_Residential,39.69,A,0.1776,0,0.0005
CMP_001036,Steel_Secondary,23.81,BB,0.4108,0,0.0076
CMP_001037,Real_Estate_Commercial,29.15,B,0.8069,1,0.4706
CMP_001038,Manufacturing_General,143.55,A,0.2038,0,0.0006
CMP_001039,Steel_Secondary,66.41,B,0.6393,0,0.1063
CMP_001040,Pharma,89.1,BBB,0.3849,0,0.0056
CMP_001041,Infrastructure_Roads,26.6,A,0.2721,0,0.0014
CMP_001042,Steel_Secondary,10.0,BBB,0.2913,0,0.0018
CMP_001043,NBFC,35.93,A,0.1974,0,0.0006
CMP_001044,FMCG_Distribution,27.3,BB,0.4108,0,0.0076
CMP_001045,NBFC,72.18,BB,0.4697,0,0.0153
CMP_001046,Textiles_Cotton,500.0,AA,0.092,0,0.0002
CMP_001047,Manufacturing_General,95.21,BBB,0.3111,0,0.0023
CMP_001048,FMCG_Distribution,487.25,B,0.6733,0,0.1518
CMP_001049,Manufacturing_General,86.06,NR,0.5172,0,0.0268
CMP_001050,FMCG_Distribution,32.99,BBB,0.3143,0,0.0024
CMP_001051,Pharma,72.12,NR,0.3047,0,0.0021
CMP_001052,Chemical,226.9,BBB,0.2437,0,0.001
CMP_001053,Infrastructure_Roads,235.96,BBB,0.2672,0,0.0014
CMP_001054,Agri_Food,34.46,B,0.6302,0,0.0965
CMP_001055,Steel_Primary,66.86,BBB,0.363,0,0.0043
CMP_001056,Infrastructure_Roads,17.4,BBB,0.2302,0,0.0009
CMP_001057,Cement,105.61,BBB,0.2786,0,0.0016
CMP_001058,IT_Services,189.18,B,0.7167,1,0.2316
CMP_001059,NBFC,56.36,B,0.629,0,0.0952
CMP_001060,FMCG_Distribution,32.01,BBB,0.3276,0,0.0028
CMP_001061,Agri_Food,72.83,BBB,0.2916,0,0.0018
CMP_001062,Infrastructure_Roads,76.25,BBB,0.3154,0,0.0024
CMP_001063,Cement,58.26,BBB,0.2863,0,0.0017
CMP_001064,Cement,62.99,A,0.2134,0,0.0007
CMP_001065,Real_Estate_Commercial,47.51,B,0.5418,0,0.0356
CMP_001066,Textiles_Cotton,121.12,BBB,0.2782,0,0.0016
CMP_001067,Manufacturing_General,98.39,BBB,0.3178,0,0.0025
CMP_001068,Steel_Primary,24.87,AA,0.1213,0,0.0002
CMP_001069,Steel_Secondary,24.33,A,0.2546,0,0.0012
CMP_001070,Steel_Secondary,44.55,NR,0.4031,0,0.0069
CMP_001071,Textiles_Cotton,98.44,BBB,0.3888,1,0.0059
CMP_001072,Manufacturing_General,61.46,A,0.147,0,0.0003
CMP_001073,Manufacturing_General,32.64,BBB,0.3797,0,0.0053
CMP_001074,Agri_Food,67.3,BBB,0.349,0,0.0036
CMP_001075,Cement,41.9,AA,0.0635,0,0.0001
CMP_001076,Steel_Primary,110.43,BBB,0.3184,0,0.0025
CMP_001077,Real_Estate_Residential,71.27,BBB,0.2969,0,0.002
CMP_001078,Textiles_Cotton,42.43,BBB,0.3375,0,0.0032
CMP_001079,Chemical,65.71,BBB,0.2866,0,0.0017
CMP_001080,Infrastructure_Roads,156.34,BBB,0.2816,0,0.0016
CMP_001081,Manufacturing_General,34.62,NR,0.6143,0,0.081
CMP_001082,Cement,75.35,BBB,0.2941,0,0.0019
CMP_001083,FMCG_Distribution,51.61,A,0.2213,0,0.0008
CMP_001084,Chemical,76.83,A,0.1687,0,0.0004
CMP_001085,IT_Services,32.34,BBB,0.4,0,0.0067
CMP_001086,NBFC,59.64,BB,0.4325,0,0.0099
CMP_001087,Manufacturing_General,132.46,A,0.1493,0,0.0003
CMP_001088,Agri_Food,25.8,BB,0.5867,0,0.0596
CMP_001089,Textiles_Cotton,18.85,AAA,0.0367,0,0.0001
CMP_001090,Chemical,19.43,BBB,0.3961,0,0.0064
CMP_001091,NBFC,21.4,BB,0.5424,0,0.0359
CMP_001092,NBFC,87.91,BBB,0.2907,0,0.0018
CMP_001093,IT_Services,17.73,BBB,0.1912,0,0.0005
CMP_001094,Textiles_Cotton,43.02,A,0.179,0,0.0005
CMP_001095,Manufacturing_General,89.54,BB,0.4871,0,0.0188
CMP_001096,Textiles_Cotton,76.2,AA,0.1467,0,0.0003
CMP_001097,Textiles_Cotton,40.11,B,0.7612,0,0.3395
CMP_001098,Infrastructure_Roads,63.61,A,0.1458,0,0.0003
CMP_001099,Steel_Primary,59.48,B,0.7061,0,0.2097
CMP_001100,Manufacturing_General,45.63,BBB,0.3459,0,0.0035
CMP_001101,Agri_Food,46.12,BB,0.5551,0,0.0416
CMP_001102,FMCG_Distribution,326.47,BBB,0.3299,0,0.0029
CMP_001103,Chemical,104.32,C,0.7035,1,0.2045
CMP_001104,Agri_Food,397.23,A,0.1722,0,0.0004
CMP_001105,Manufacturing_General,36.69,A,0.1222,0,0.0002
CMP_001106,Cement,51.01,BBB,0.2878,0,0.0018
CMP_001107,Real_Estate_Commercial,18.81,AA,0.1392,0,0.0003
CMP_001108,Real_Estate_Residential,28.57,A,0.1953,0,0.0006
CMP_001109,Manufacturing_General,250.02,NR,0.5878,0,0.0603
CMP_001110,Hospitals_Healthcare,35.96,NR,0.491,0,0.0197
CMP_001111,Textiles_Cotton,253.52,BBB,0.2221,0,0.0008
CMP_001112,Textiles_Cotton,20.19,D,0.8644,1,0.6393
CMP_001113,Pharma,23.51,BBB,0.3089,0,0.0023
CMP_001114,NBFC,41.55,A,0.1693,0,0.0004
CMP_001115,NBFC,51.88,BB,0.4116,0,0.0077
CMP_001116,Manufacturing_General,114.26,BB,0.361,0,0.0042
CMP_001117,FMCG_Distribution,78.31,NR,0.3618,0,0.0042
CMP_001118,Textiles_Cotton,39.13,A,0.1703,0,0.0004
CMP_001119,Manufacturing_General,49.07,BB,0.5266,0,0.0299
CMP_001120,FMCG_Distribution,42.3,AA,0.1075,0,0.0002
CMP_001121,Chemical,26.27,A,0.2604,0,0.0013
CMP_001122,FMCG_Distribution,26.83,AAA,0.0189,0,0.0001
CMP_001123,Hospitals_Healthcare,124.25,NR,0.5557,0,0.0418
CMP_001124,Real_Estate_Residential,12.65,B,0.6533,0,0.1234
CMP_001125,Pharma,199.12,BB,0.5286,0,0.0306
CMP_001126,Manufacturing_General,41.5,BBB,0.2738,0,0.0015
CMP_001127,Cement,29.43,BBB,0.3643,0,0.0044
CMP_001128,Steel_Primary,98.67,A,0.1948,0,0.0006
CMP_001129,Textiles_Cotton,179.14,A,0.146,0,0.0003
CMP_001130,Real_Estate_Commercial,133.5,BBB,0.2993,0,0.002
CMP_001131,IT_Services,81.57,BB,0.4632,0,0.0142
CMP_001132,Manufacturing_General,130.25,BBB,0.3294,0,0.0029
CMP_001133,Textiles_Cotton,13.83,AA,0.0528,0,0.0001
CMP_001134,Real_Estate_Residential,35.96,AAA,0.0491,0,0.0001
CMP_001135,Manufacturing_General,26.34,AA,0.1158,0,0.0002
CMP_001136,FMCG_Distribution,145.43,BBB,0.302,0,0.0021
CMP_001137,IT_Services,40.17,NR,0.6116,0,0.0787
CMP_001138,IT_Services,107.37,BB,0.5342,0,0.0326
CMP_001139,NBFC,83.82,B,0.6495,0,0.1185
CMP_001140,Hospitals_Healthcare,27.39,BBB,0.313,0,0.0024
CMP_001141,Steel_Secondary,34.14,BBB,0.3177,0,0.0025
CMP_001142,Real_Estate_Residential,153.71,AA,0.1161,0,0.0002
CMP_001143,Pharma,29.36,B,0.5222,0,0.0284
CMP_001144,Textiles_Cotton,60.33,BB,0.4589,0,0.0135
CMP_001145,FMCG_Distribution,29.19,A,0.1058,0,0.0002
CMP_001146,Infrastructure_Roads,42.47,BBB,0.3767,0,0.0051
CMP_001147,Real_Estate_Residential,52.62,BBB,0.2963,0,0.0019
CMP_001148,FMCG_Distribution,29.19,BB,0.4665,0,0.0147
CMP_001149,FMCG_Distribution,25.32,NR,0.5576,0,0.0428
CMP_001150,Real_Estate_Residential,68.65,BBB,0.3253,0,0.0027
CMP_001151,Hospitals_Healthcare,27.78,BBB,0.2323,0,0.0009
CMP_001152,Real_Estate_Residential,28.54,AA,0.0972,0,0.0002
CMP_001153,Real_Estate_Residential,25.76,AA,0.0866,0,0.0002
CMP_001154,NBFC,51.3,A,0.0928,0,0.0002
CMP_001155,Real_Estate_Commercial,116.16,AA,0.0724,0,0.0001
CMP_001156,Manufacturing_General,182.22,BB,0.4672,0,0.0149
CMP_001157,FMCG_Distribution,30.55,BB,0.472,0,0.0157
CMP_001158,FMCG_Distribution,304.98,A,0.1059,0,0.0002
CMP_001159,Manufacturing_General,24.44,B,0.7306,1,0.2626
CMP_001160,Hospitals_Healthcare,129.91,A,0.1749,0,0.0005
CMP_001161,Manufacturing_General,30.65,BBB,0.3023,0,0.0021
CMP_001162,Steel_Secondary,27.2,A,0.2,0,0.0006
CMP_001163,Real_Estate_Commercial,30.09,BBB,0.2527,0,0.0011
CMP_001164,Manufacturing_General,52.35,A,0.2028,0,0.0006
CMP_001165,Hospitals_Healthcare,86.83,BBB,0.278,0,0.0016
CMP_001166,Hospitals_Healthcare,93.31,BBB,0.2462,0,0.0011
CMP_001167,IT_Services,25.66,NR,0.5188,0,0.0273
CMP_001168,Manufacturing_General,24.74,AA,0.1597,0,0.0004
CMP_001169,Steel_Secondary,26.22,A,0.2162,0,0.0007
CMP_001170,NBFC,49.94,AA,0.1369,0,0.0003
CMP_001171,Agri_Food,46.15,BB,0.4436,0,0.0112
CMP_001172,NBFC,25.53,AA,0.0361,0,0.0001
CMP_001173,Textiles_Cotton,67.74,B,0.7543,0,0.3212
CMP_001174,NBFC,333.64,BBB,0.4233,0,0.0088
CMP_001175,Pharma,36.46,BBB,0.3926,0,0.0061
CMP_001176,Infrastructure_Roads,38.6,BBB,0.2799,0,0.0016
CMP_001177,Manufacturing_General,85.43,A,0.1223,0,0.0002
CMP_001178,Infrastructure_Roads,34.92,A,0.1267,0,0.0003
CMP_001179,Pharma,93.24,BBB,0.199,0,0.0006
CMP_001180,Agri_Food,30.73,BBB,0.2936,0,0.0019
CMP_001181,Steel_Secondary,236.44,A,0.2603,0,0.0013
CMP_001182,NBFC,71.94,A,0.1729,0,0.0004
CMP_001183,Chemical,33.25,NR,0.4863,0,0.0186
CMP_001184,Manufacturing_General,34.09,AAA,0.0913,0,0.0002
CMP_001185,Chemical,36.2,B,0.6217,0,0.0879
CMP_001186,Real_Estate_Residential,163.73,BB,0.6225,0,0.0887
CMP_001187,Manufacturing_General,19.79,BBB,0.4195,0,0.0084
CMP_001188,Steel_Secondary,32.0,A,0.1734,0,0.0004
CMP_001189,Real_Estate_Residential,34.84,A,0.1511,0,0.0003
CMP_001190,Manufacturing_General,53.92,BB,0.5288,0,0.0306
CMP_001191,NBFC,43.95,BB,0.4557,0,0.013
CMP_001192,Steel_Secondary,16.56,BB,0.399,0,0.0066
CMP_001193,NBFC,39.65,NR,0.6037,0,0.0721
CMP_001194,Manufacturing_General,50.42,BB,0.5652,0,0.0466
CMP_001195,FMCG_Distribution,33.03,A,0.1878,0,0.0005
CMP_001196,Agri_Food,94.58,A,0.1169,0,0.0002
CMP_001197,Agri_Food,113.92,B,0.5639,0,0.046
CMP_001198,Real_Estate_Commercial,51.28,A,0.1854,0,0.0005
CMP_001199,Manufacturing_General,65.66,AA,0.08,0,0.0001
CMP_001200,Real_Estate_Commercial,10.0,BB,0.4561,0,0.013
CMP_001201,Manufacturing_General,38.98,BBB,0.3613,0,0.0042
CMP_001202,Manufacturing_General,121.98,D,0.962,1,0.8512
CMP_001203,Steel_Secondary,38.91,BB,0.5765,0,0.053
CMP_001204,IT_Services,30.27,AA,0.0604,0,0.0001
CMP_001205,Infrastructure_Roads,337.7,NR,0.4088,0,0.0074
CMP_001206,Real_Estate_Residential,233.99,A,0.2179,0,0.0008
CMP_001207,IT_Services,79.37,BBB,0.3269,0,0.0028
CMP_001208,Textiles_Cotton,135.79,BBB,0.3919,0,0.0061
CMP_001209,Agri_Food,10.0,AA,0.1168,0,0.0002
CMP_001210,Cement,29.08,BBB,0.4109,0,0.0076
CMP_001211,IT_Services,37.49,A,0.207,0,0.0007
CMP_001212,Manufacturing_General,45.21,BBB,0.3637,0,0.0043
CMP_001213,Infrastructure_Roads,36.89,BBB,0.2806,0,0.0016
CMP_001214,Real_Estate_Residential,10.0,BB,0.481,0,0.0175
CMP_001215,Textiles_Cotton,74.35,B,0.7138,0,0.2253
CMP_001216,Manufacturing_General,84.35,A,0.2606,0,0.0013
CMP_001217,Real_Estate_Residential,196.67,BBB,0.3438,0,0.0034
CMP_001218,Real_Estate_Residential,29.06,BBB,0.295,0,0.0019
CMP_001219,Textiles_Cotton,27.22,A,0.2489,0,0.0011
CMP_001220,Chemical,10.0,B,0.4966,0,0.021
CMP_001221,Manufacturing_General,43.17,BB,0.3804,0,0.0053
CMP_001222,Cement,112.27,A,0.2141,0,0.0007
CMP_001223,Chemical,33.47,BBB,0.3008,0,0.002
CMP_001224,Cement,303.31,AA,0.1242,0,0.0002
CMP_001225,NBFC,44.47,BB,0.4845,0,0.0182
CMP_001226,Cement,61.41,A,0.2085,0,0.0007
CMP_001227,Textiles_Cotton,18.35,NR,0.3523,0,0.0038
CMP_001228,Agri_Food,68.7,BB,0.5199,0,0.0276
CMP_001229,Cement,11.21,BBB,0.3597,0,0.0041
CMP_001230,FMCG_Distribution,95.1,BBB,0.3732,0,0.0049
CMP_001231,Textiles_Cotton,97.47,C,0.9408,1,0.816
CMP_001232,Textiles_Cotton,161.97,BBB,0.3146,0,0.0024
CMP_001233,Manufacturing_General,24.14,A,0.1937,0,0.0006
CMP_001234,Real_Estate_Residential,62.08,BBB,0.2086,0,0.0007
CMP_001235,Steel_Primary,85.72,B,0.6128,0,0.0797
CMP_001236,FMCG_Distribution,77.78,BB,0.4665,0,0.0147
CMP_001237,IT_Services,27.32,BB,0.5535,0,0.0408
CMP_001238,Agri_Food,10.0,B,0.6072,0,0.0749
CMP_001239,Textiles_Cotton,72.06,C,0.8678,1,0.6487
CMP_001240,FMCG_Distribution,48.33,C,0.8199,0,0.5097
CMP_001241,Infrastructure_Roads,34.7,AA,0.0929,0,0.0002
CMP_001242,Infrastructure_Roads,100.6,BBB,0.3149,0,0.0024
CMP_001243,Hospitals_Healthcare,52.67,BB,0.4526,0,0.0125
CMP_001244,Infrastructure_Roads,19.0,BB,0.45,0,0.0121
CMP_001245,NBFC,11.64,BBB,0.1977,0,0.0006
CMP_001246,Manufacturing_General,22.13,A,0.1676,0,0.0004
CMP_001247,Manufacturing_General,370.34,B,0.6164,1,0.0829
CMP_001248,Chemical,97.34,BB,0.4439,0,0.0113
CMP_001249,NBFC,63.49,AA,0.1167,0,0.0002
CMP_001250,Infrastructure_Roads,47.21,BBB,0.3395,0,0.0033
CMP_001251,IT_Services,44.79,A,0.1916,0,0.0006
CMP_001252,Manufacturing_General,138.9,BBB,0.3597,0,0.0041
CMP_001253,Manufacturing_General,36.87,AAA,0.0673,0,0.0001
CMP_001254,Real_Estate_Residential,86.62,BBB,0.2823,0,0.0016
CMP_001255,Cement,41.32,BBB,0.2722,0,0.0015
CMP_001256,Textiles_Cotton,257.78,BB,0.5019,0,0.0224
CMP_001257,IT_Services,98.87,BB,0.5202,0,0.0277
CMP_001258,Manufacturing_General,147.89,B,0.7478,0,0.3045
CMP_001259,NBFC,34.21,A,0.2396,0,0.001
CMP_001260,Textiles_Cotton,127.3,A,0.1529,0,0.0003
CMP_001261,Infrastructure_Roads,42.52,B,0.6429,0,0.1105
CMP_001262,Steel_Secondary,59.62,A,0.2136,0,0.0007
CMP_001263,IT_Services,201.95,NR,0.5782,0,0.0541
CMP_001264,Manufacturing_General,23.71,B,0.7157,0,0.2295
CMP_001265,Manufacturing_General,64.24,BBB,0.2962,0,0.0019
CMP_001266,Cement,77.51,NR,0.2995,0,0.002
CMP_001267,IT_Services,82.76,AA,0.06,0,0.0001
CMP_001268,NBFC,38.07,BBB,0.3164,0,0.0025
CMP_001269,Steel_Secondary,289.75,BB,0.504,0,0.0229
CMP_001270,Real_Estate_Residential,19.38,BBB,0.2341,0,0.0009
CMP_001271,FMCG_Distribution,175.41,D,0.9413,1,0.817
CMP_001272,Infrastructure_Roads,144.32,AA,0.1252,0,0.0002
CMP_001273,Manufacturing_General,249.81,BBB,0.2309,0,0.0009
CMP_001274,IT_Services,15.32,BBB,0.3663,0,0.0045
CMP_001275,Manufacturing_General,27.25,BB,0.4536,0,0.0127
CMP_001276,Textiles_Cotton,180.11,A,0.2429,0,0.001
CMP_001277,Agri_Food,12.16,BBB,0.268,0,0.0014
CMP_001278,Manufacturing_General,15.1,B,0.5781,0,0.054
CMP_001279,IT_Services,36.94,A,0.1571,0,0.0004
CMP_001280,NBFC,63.66,B,0.6433,0,0.1111
CMP_001281,Real_Estate_Residential,195.15,BBB,0.2767,0,0.0015
CMP_001282,Pharma,47.08,BB,0.4649,0,0.0145
CMP_001283,Manufacturing_General,33.56,BB,0.5034,0,0.0228
CMP_001284,Steel_Secondary,70.04,A,0.1714,0,0.0004
CMP_001285,IT_Services,79.49,BBB,0.296,0,0.0019
CMP_001286,Manufacturing_General,77.71,B,0.5304,0,0.0312
CMP_001287,Steel_Primary,47.35,BBB,0.3235,0,0.0027
CMP_001288,Manufacturing_General,11.43,NR,0.4393,0,0.0107
CMP_001289,Manufacturing_General,26.2,BBB,0.3966,0,0.0064
CMP_001290,Cement,170.07,A,0.133,0,0.0003
CMP_001291,Manufacturing_General,63.41,BBB,0.1915,0,0.0006
CMP_001292,Pharma,42.18,NR,0.5242,0,0.029
CMP_001293,Real_Estate_Residential,133.56,BBB,0.3208,0,0.0026
CMP_001294,Hospitals_Healthcare,22.11,B,0.5794,0,0.0548
CMP_001295,Textiles_Cotton,45.59,C,0.7282,0,0.257
CMP_001296,Manufacturing_General,60.96,BBB,0.3922,0,0.0061
CMP_001297,Manufacturing_General,38.36,AA,0.1566,0,0.0004
CMP_001298,NBFC,59.18,BB,0.3059,0,0.0022
CMP_001299,Real_Estate_Residential,46.99,BBB,0.2725,0,0.0015
CMP_001300,Manufacturing_General,17.82,BB,0.5965,0,0.0665
CMP_001301,Chemical,63.13,BBB,0.2714,0,0.0014
CMP_001302,Manufacturing_General,18.87,BBB,0.2706,0,0.0014
CMP_001303,Pharma,62.33,BB,0.4602,0,0.0137
CMP_001304,Real_Estate_Residential,163.91,BBB,0.2327,0,0.0009
CMP_001305,FMCG_Distribution,43.61,BBB,0.1977,0,0.0006
CMP_001306,Real_Estate_Residential,21.39,BBB,0.3632,0,0.0043
CMP_001307,Hospitals_Healthcare,49.32,BBB,0.1894,0,0.0005
CMP_001308,Steel_Secondary,28.06,BBB,0.3148,0,0.0024
CMP_001309,Hospitals_Healthcare,87.85,B,0.7121,0,0.2218
CMP_001310,Manufacturing_General,48.5,BBB,0.2129,0,0.0007
CMP_001311,FMCG_Distribution,214.39,BBB,0.2445,0,0.001
CMP_001312,Pharma,138.43,BB,0.5649,0,0.0465
CMP_001313,Hospitals_Healthcare,48.31,A,0.2066,0,0.0007
CMP_001314,IT_Services,96.78,A,0.1491,0,0.0003
CMP_001315,NBFC,39.86,NR,0.5943,0,0.0648
CMP_001316,Pharma,56.1,BB,0.5645,0,0.0462
CMP_001317,Real_Estate_Commercial,40.89,BBB,0.3161,0,0.0025
CMP_001318,Manufacturing_General,100.8,BB,0.417,0,0.0082
CMP_001319,Manufacturing_General,171.81,AAA,0.0376,0,0.0001
CMP_001320,Textiles_Cotton,103.43,BB,0.5,0,0.0219
CMP_001321,Manufacturing_General,114.15,BBB,0.2887,0,0.0018
CMP_001322,FMCG_Distribution,114.25,BBB,0.3563,0,0.004
CMP_001323,Textiles_Cotton,84.86,BBB,0.2082,0,0.0007
CMP_001324,Agri_Food,21.95,AA,0.0402,0,0.0001
CMP_001325,Steel_Secondary,212.89,A,0.189,0,0.0005
CMP_001326,Textiles_Cotton,231.26,NR,0.391,0,0.006
CMP_001327,Infrastructure_Roads,45.28,BBB,0.2624,0,0.0013
CMP_001328,Real_Estate_Residential,40.59,BBB,0.1939,0,0.0006
CMP_001329,IT_Services,89.12,AA,0.1008,0,0.0002
CMP_001330,Pharma,84.83,AA,0.0979,0,0.0002
CMP_001331,Real_Estate_Residential,46.45,BB,0.5257,0,0.0296
CMP_001332,Textiles_Cotton,20.09,BBB,0.3041,0,0.0021
CMP_001333,Agri_Food,69.73,BBB,0.292,0,0.0018
CMP_001334,Agri_Food,84.87,A,0.2389,0,0.001
CMP_001335,Real_Estate_Residential,97.58,BB,0.3881,0,0.0058
CMP_001336,Textiles_Cotton,72.2,A,0.2068,0,0.0007
CMP_001337,Real_Estate_Residential,43.95,A,0.0964,0,0.0002
CMP_001338,Manufacturing_General,120.93,BBB,0.2497,0,0.0011
CMP_001339,Manufacturing_General,57.55,A,0.1194,0,0.0002
CMP_001340,Textiles_Cotton,37.64,A,0.2191,0,0.0008
CMP_001341,IT_Services,47.25,BB,0.4754,0,0.0164
CMP_001342,FMCG_Distribution,13.51,BB,0.4791,0,0.0171
CMP_001343,Real_Estate_Commercial,47.19,B,0.5725,0,0.0507
CMP_001344,Real_Estate_Commercial,94.7,BBB,0.282,0,0.0016
CMP_001345,Cement,71.65,AA,0.0695,0,0.0001
CMP_001346,Steel_Secondary,184.29,A,0.1992,0,0.0006
CMP_001347,Steel_Primary,44.24,NR,0.3311,0,0.0029
CMP_001348,Agri_Food,80.63,BBB,0.3798,0,0.0053
CMP_001349,Manufacturing_General,102.94,BB,0.3627,0,0.0043
CMP_001350,FMCG_Distribution,355.77,AAA,0.0258,0,0.0001
CMP_001351,Pharma,61.3,BBB,0.4006,0,0.0067
CMP_001352,Cement,23.68,AA,0.0826,0,0.0001
CMP_001353,Real_Estate_Commercial,107.59,BBB,0.2211,0,0.0008
CMP_001354,IT_Services,242.88,D,0.9466,1,0.8262
CMP_001355,FMCG_Distribution,42.18,NR,0.393,0,0.0062
CMP_001356,FMCG_Distribution,107.0,BBB,0.2498,0,0.0011
CMP_001357,Cement,145.91,BBB,0.2342,0,0.0009
CMP_001358,Textiles_Cotton,123.18,NR,0.7822,0,0.3981
CMP_001359,NBFC,60.37,BB,0.4624,0,0.014
CMP_001360,Chemical,31.23,AA,0.023,0,0.0001
CMP_001361,Textiles_Cotton,51.16,BBB,0.3896,0,0.0059
CMP_001362,NBFC,78.8,A,0.2106,0,0.0007
CMP_001363,NBFC,112.91,BBB,0.254,0,0.0012
CMP_001364,Real_Estate_Commercial,71.32,BBB,0.244,0,0.001
CMP_001365,Manufacturing_General,40.29,BBB,0.3404,0,0.0033
CMP_001366,Real_Estate_Residential,85.14,BBB,0.2852,0,0.0017
CMP_001367,FMCG_Distribution,108.64,A,0.0837,0,0.0002
CMP_001368,Manufacturing_General,73.97,BBB,0.4072,0,0.0073
CMP_001369,Textiles_Cotton,27.97,B,0.6196,0,0.0859
CMP_001370,Agri_Food,47.22,BB,0.5847,0,0.0582
CMP_001371,Textiles_Cotton,116.54,BBB,0.3767,0,0.0051
CMP_001372,FMCG_Distribution,18.06,NR,0.3299,0,0.0029
CMP_001373,IT_Services,10.23,C,0.882,1,0.6865
CMP_001374,Textiles_Cotton,182.45,A,0.1474,0,0.0003
CMP_001375,FMCG_Distribution,82.2,AA,0.0253,0,0.0001
CMP_001376,IT_Services,88.71,BB,0.4503,0,0.0122
CMP_001377,IT_Services,23.07,B,0.6778,0,0.159
CMP_001378,Steel_Primary,98.5,NR,0.3945,1,0.0063
CMP_001379,NBFC,68.05,C,0.8016,1,0.4549
CMP_001380,Manufacturing_General,15.37,BBB,0.3686,0,0.0046
CMP_001381,Cement,170.62,BBB,0.3064,0,0.0022
CMP_001382,Agri_Food,61.99,AAA,0.0247,0,0.0001
CMP_001383,Textiles_Cotton,39.77,A,0.2151,0,0.0007
CMP_001384,Real_Estate_Residential,40.35,BBB,0.3119,0,0.0023
CMP_001385,Steel_Secondary,10.89,BB,0.3035,0,0.0021
CMP_001386,Infrastructure_Roads,87.77,BBB,0.3257,0,0.0028
CMP_001387,Manufacturing_General,67.32,BB,0.5074,0,0.0239
CMP_001388,Agri_Food,46.75,A,0.181,0,0.0005
CMP_001389,IT_Services,151.83,BBB,0.3535,0,0.0038
CMP_001390,Textiles_Cotton,18.05,AA,0.0731,0,0.0001
CMP_001391,Manufacturing_General,33.87,BBB,0.3202,0,0.0026
CMP_001392,Manufacturing_General,27.66,BB,0.3703,0,0.0047
CMP_001393,IT_Services,43.68,BB,0.5085,0,0.0242
CMP_001394,Steel_Secondary,57.63,NR,0.6844,0,0.1697
CMP_001395,Hospitals_Healthcare,77.02,A,0.1303,0,0.0003
CMP_001396,Cement,41.36,BBB,0.2544,0,0.0012
CMP_001397,Textiles_Cotton,27.06,BBB,0.2574,0,0.0012
CMP_001398,NBFC,210.36,BBB,0.3078,0,0.0022
CMP_001399,Real_Estate_Residential,375.9,B,0.5756,0,0.0525
CMP_001400,Manufacturing_General,61.23,BB,0.5095,0,0.0245
CMP_001401,Manufacturing_General,29.8,C,0.8708,1,0.6569
CMP_001402,Manufacturing_General,177.75,A,0.2067,0,0.0007
CMP_001403,Real_Estate_Commercial,17.16,B,0.5262,1,0.0297
CMP_001404,Real_Estate_Residential,41.77,AA,0.1398,0,0.0003
CMP_001405,IT_Services,31.28,C,0.8762,0,0.6715
CMP_001406,Hospitals_Healthcare,21.59,BBB,0.3498,0,0.0037
CMP_001407,Hospitals_Healthcare,43.64,BBB,0.3224,0,0.0026
CMP_001408,NBFC,27.35,BBB,0.3132,0,0.0024
CMP_001409,FMCG_Distribution,55.15,NR,0.5739,0,0.0515
CMP_001410,Textiles_Cotton,55.8,AA,0.1769,0,0.0005
CMP_001411,Manufacturing_General,33.21,BBB,0.2428,0,0.001
CMP_001412,Textiles_Cotton,40.59,B,0.7255,1,0.2508
