Company_ID,Sector,Industry_Growth_Rate,Sector_Volatility_Beta,Regulatory_Pressure,Commodity_Exposure_Index,Supply_Chain_Risk_Score,Sector_News_Sentiment,Regulatory_Action_Flag,Default_Flag
CMP_001301,Chemical,0.0304,1.43,Medium,0.75,81.4,-0.38,0,0
CMP_001302,Manufacturing_General,0.0342,1.14,Medium,0.57,37.7,-0.62,0,0
CMP_001303,Pharma,0.0421,0.86,Medium,0.32,42.7,-0.37,1,0
CMP_001304,Real_Estate_Residential,0.0497,1.56,High,0.52,60.5,0.04,1,0
CMP_001305,FMCG_Distribution,0.0603,0.47,Low,0.71,39.3,-0.11,0,0
CMP_001306,Real_Estate_Residential,0.0372,1.84,High,0.58,59.8,-0.06,1,0
CMP_001307,Hospitals_Healthcare,0.1114,0.74,Low,0.3,36.9,0.45,0,0
CMP_001308,Steel_Secondary,-0.0173,1.38,Medium,0.86,67.2,-0.65,1,0
CMP_001309,Hospitals_Healthcare,0.0298,0.72,Low,0.33,36.5,0.22,1,0
CMP_001310,Manufacturing_General,0.0387,0.6,Medium,0.45,24.0,-0.62,0,0
CMP_001311,FMCG_Distribution,0.0938,0.77,Low,0.54,48.1,0.68,0,0
CMP_001312,Pharma,0.0783,0.66,Medium,0.54,73.9,-0.39,0,0
CMP_001313,Hospitals_Healthcare,0.0992,0.87,Low,0.35,28.6,0.64,0,0
CMP_001314,IT_Services,0.0661,1.09,Low,0.32,25.1,-0.48,0,0
CMP_001315,NBFC,0.1164,1.0,High,0.18,36.0,-1.0,1,0
CMP_001316,Pharma,0.075,0.98,Medium,0.5,58.4,0.45,0,0
CMP_001317,Real_Estate_Commercial,0.0827,0.94,Medium,0.23,39.6,0.4,0,0
CMP_001318,Manufacturing_General,0.0277,1.4,Medium,0.35,49.6,0.28,1,0
CMP_001319,Manufacturing_General,0.1186,1.38,Medium,0.7,39.9,0.1,0,0
CMP_001320,Textiles_Cotton,0.0241,1.11,Medium,0.87,79.9,-0.59,0,0
CMP_001321,Manufacturing_General,0.0541,1.25,Medium,0.46,35.0,-0.36,0,0
CMP_001322,FMCG_Distribution,0.0568,0.67,Low,0.39,66.6,-0.08,0,0
CMP_001323,Textiles_Cotton,0.023,1.34,Medium,1.0,62.9,-0.94,0,0
CMP_001324,Agri_Food,0.072,1.47,Low,0.91,58.4,-0.73,0,0
CMP_001325,Steel_Secondary,0.0096,2.12,Medium,0.95,65.5,-0.43,0,0
CMP_001326,Textiles_Cotton,0.0394,1.33,Medium,0.87,88.4,-1.0,0,0
CMP_001327,Infrastructure_Roads,0.0816,0.3,Low,0.45,37.9,0.11,0,0
CMP_001328,Real_Estate_Residential,0.0174,1.87,High,0.58,65.8,-0.52,1,0
CMP_001329,IT_Services,0.0638,1.45,Low,0.0,46.5,-0.46,0,0
CMP_001330,Pharma,0.113,0.45,Medium,0.53,30.4,-0.05,0,0
CMP_001331,Real_Estate_Residential,0.0461,1.36,High,0.63,72.5,-0.46,0,0
CMP_001332,Textiles_Cotton,0.0098,1.02,Medium,0.98,66.7,-0.77,0,0
CMP_001333,Agri_Food,0.1015,1.02,Low,0.85,78.2,-0.61,0,0
CMP_001334,Agri_Food,0.059,1.61,Low,0.93,72.2,-0.33,0,0
CMP_001335,Real_Estate_Residential,0.047,1.66,High,0.6,69.7,-0.7,1,0
CMP_001336,Textiles_Cotton,0.018,1.0,Medium,1.0,74.0,-0.28,1,0
CMP_001337,Real_Estate_Residential,0.0189,1.7,High,0.88,69.8,-0.53,0,0
CMP_001338,Manufacturing_General,0.0437,0.76,Medium,0.53,51.5,0.19,0,0
CMP_001339,Manufacturing_General,0.0746,0.88,Medium,0.4,59.4,-0.62,0,0
CMP_001340,Textiles_Cotton,0.0547,1.18,Medium,0.79,81.5,-0.6,1,0
CMP_001341,IT_Services,0.0404,1.08,Low,0.03,29.0,-0.26,0,0
CMP_001342,FMCG_Distribution,0.0584,1.19,Low,0.72,73.2,0.22,0,0
CMP_001343,Real_Estate_Commercial,0.0928,0.89,Medium,0.49,32.5,0.06,0,0
CMP_001344,Real_Estate_Commercial,0.0209,1.3,Medium,0.45,53.7,0.3,1,0
CMP_001345,Cement,0.0165,1.33,Low,0.73,58.8,0.35,0,0
CMP_001346,Steel_Secondary,0.0213,1.76,Medium,1.0,78.4,-0.64,0,0
CMP_001347,Steel_Primary,-0.0051,1.52,Low,0.61,60.9,-0.34,0,0
CMP_001348,Agri_Food,0.0066,1.25,Low,0.78,79.3,-0.64,0,0
CMP_001349,Manufacturing_General,0.0517,1.17,Medium,0.38,62.2,-0.26,0,0
CMP_001350,FMCG_Distribution,0.0459,0.87,Low,0.62,44.2,0.51,0,0
CMP_001351,Pharma,0.0294,0.73,Medium,0.49,42.6,-0.13,0,0
CMP_001352,Cement,0.1067,1.38,Low,0.5,45.0,0.32,0,0
CMP_001353,Real_Estate_Commercial,0.0889,1.38,Medium,0.36,38.1,-0.15,0,0
CMP_001354,IT_Services,-0.0343,1.08,Low,0.1,28.2,-0.5,0,1
CMP_001355,FMCG_Distribution,0.081,0.79,Low,0.57,51.2,-0.1,1,0
CMP_001356,FMCG_Distribution,0.0612,0.55,Low,0.78,41.9,0.17,0,0
CMP_001357,Cement,0.0941,1.27,Low,0.86,47.6,0.58,0,0
CMP_001358,Textiles_Cotton,-0.035,1.72,Medium,0.77,72.1,-1.0,0,0
CMP_001359,NBFC,0.1068,1.75,High,0.07,29.0,-0.75,1,0
CMP_001360,Chemical,0.0414,1.15,Medium,0.82,61.9,-0.28,0,0
CMP_001361,Textiles_Cotton,0.028,1.44,Medium,0.85,62.5,-0.87,0,0
CMP_001362,NBFC,0.1091,1.46,High,0.0,36.4,-0.61,1,0
CMP_001363,NBFC,0.078,1.98,High,0.24,26.9,-0.81,1,0
CMP_001364,Real_Estate_Commercial,0.0729,1.47,Medium,0.36,49.3,0.04,1,0
CMP_001365,Manufacturing_General,0.057,1.07,Medium,0.51,42.5,0.03,0,0
CMP_001366,Real_Estate_Residential,-0.0228,1.51,High,0.45,74.0,-0.59,1,0
CMP_001367,FMCG_Distribution,0.026,0.65,Low,0.49,59.6,-0.01,0,0
CMP_001368,Manufacturing_General,0.0406,1.38,Medium,0.53,46.2,0.07,0,0
CMP_001369,Textiles_Cotton,0.0254,1.28,Medium,1.0,85.2,-0.23,0,0
CMP_001370,Agri_Food,0.0164,1.29,Low,0.77,91.6,-0.66,1,0
CMP_001371,Textiles_Cotton,-0.0344,1.46,Medium,0.81,66.9,-0.5,0,0
CMP_001372,FMCG_Distribution,0.0499,0.85,Low,0.5,45.2,0.3,1,0
CMP_001373,IT_Services,0.0158,0.94,Low,0.0,44.9,-0.72,0,1
CMP_001374,Textiles_Cotton,0.0057,1.28,Medium,1.0,73.1,-0.85,0,0
CMP_001375,FMCG_Distribution,0.0645,0.93,Low,0.62,60.9,0.12,0,0
CMP_001376,IT_Services,0.0306,0.89,Low,0.12,30.0,-0.34,0,0
CMP_001377,IT_Services,0.0211,0.95,Low,0.0,37.9,-0.63,0,0
CMP_001378,Steel_Primary,0.0444,1.18,Low,0.87,61.6,-0.34,0,1
CMP_001379,NBFC,0.0675,1.44,High,0.05,47.9,-1.0,1,1
CMP_001380,Manufacturing_General,0.0065,1.02,Medium,0.32,49.2,-0.05,0,0
CMP_001381,Cement,0.0075,0.93,Low,0.6,29.2,0.5,0,0
CMP_001382,Agri_Food,0.0674,1.3,Low,1.0,66.1,-0.72,1,0
CMP_001383,Textiles_Cotton,-0.0066,1.17,Medium,0.73,73.4,-0.84,0,0
CMP_001384,Real_Estate_Residential,0.0358,1.62,High,0.62,57.2,-0.67,0,0
CMP_001385,Steel_Secondary,0.0447,1.14,Medium,0.92,72.7,-0.64,0,0
CMP_001386,Infrastructure_Roads,0.0753,0.42,Low,0.53,26.9,0.4,1,0
CMP_001387,Manufacturing_General,0.0783,0.93,Medium,0.56,40.6,-0.28,0,0
CMP_001388,Agri_Food,0.074,0.52,Low,1.0,78.4,-0.31,0,0
CMP_001389,IT_Services,0.0731,1.33,Low,0.21,27.4,-0.83,0,0
CMP_001390,Textiles_Cotton,0.0698,1.77,Medium,0.79,59.6,-0.78,0,0
CMP_001391,Manufacturing_General,0.0891,1.08,Medium,0.59,31.3,-0.35,1,0
CMP_001392,Manufacturing_General,0.0763,1.33,Medium,0.5,43.1,-0.24,1,0
CMP_001393,IT_Services,-0.0175,0.66,Low,0.03,38.6,-0.56,0,0
CMP_001394,Steel_Secondary,0.0032,1.55,Medium,1.0,77.7,-0.49,1,0
CMP_001395,Hospitals_Healthcare,0.1322,0.98,Low,0.53,22.6,0.34,0,0
CMP_001396,Cement,0.0673,1.33,Low,0.65,30.4,0.33,0,0
CMP_001397,Textiles_Cotton,-0.0048,1.35,Medium,0.82,79.7,-0.47,0,0
CMP_001398,NBFC,0.1249,1.19,High,0.33,41.4,-0.84,1,0
CMP_001399,Real_Estate_Residential,0.0702,1.87,High,0.54,65.8,-0.56,0,0
CMP_001400,Manufacturing_General,0.0486,1.7,Medium,0.4,46.6,-0.33,0,0
CMP_001401,Manufacturing_General,0.0176,1.05,Medium,0.59,39.9,0.02,1,1
CMP_001402,Manufacturing_General,0.0861,1.37,Medium,0.41,29.7,-0.12,1,0
CMP_001403,Real_Estate_Commercial,0.0697,0.72,Medium,0.18,57.0,0.19,1,1
CMP_001404,Real_Estate_Residential,0.0566,1.72,High,0.34,58.3,-0.32,0,0
CMP_001405,IT_Services,-0.0273,0.91,Low,0.0,45.2,-0.14,0,0
CMP_001406,Hospitals_Healthcare,0.0928,1.14,Low,0.15,46.2,0.63,0,0
CMP_001407,Hospitals_Healthcare,0.101,0.52,Low,0.21,58.8,0.34,0,0
CMP_001408,NBFC,0.0696,1.67,High,0.17,41.7,-0.29,0,0
CMP_001409,FMCG_Distribution,0.0225,1.13,Low,0.63,51.6,0.13,0,0
CMP_001410,Textiles_Cotton,0.0192,1.11,Medium,0.77,78.6,-0.59,0,0
CMP_001411,Manufacturing_General,0.0592,1.31,Medium,0.56,43.5,-0.02,0,0
CMP_001412,Textiles_Cotton,0.0074,2.04,Medium,0.85,88.6,-0.68,0,1
CMP_001413,Manufacturing_General,0.0722,1.31,Medium,0.45,41.6,-0.39,0,0
CMP_001414,Pharma,0.0985,1.07,Medium,0.48,46.0,0.03,1,0
CMP_001415,Chemical,0.0535,1.56,Medium,0.77,73.1,-0.16,0,0
CMP_001416,Manufacturing_General,0.0123,1.04,Medium,0.45,52.2,-0.39,0,0
CMP_001417,Manufacturing_General,0.0313,1.33,Medium,0.29,49.7,-0.35,0,1
CMP_001418,IT_Services,0.0125,1.48,Low,0.0,26.6,-0.65,1,0
CMP_001419,Chemical,0.0147,1.06,Medium,0.86,70.5,-0.12,0,0
CMP_001420,Steel_Secondary,0.0251,1.37,Medium,0.7,59.6,-0.69,1,0
CMP_001421,IT_Services,0.0442,0.89,Low,0.07,25.2,-0.01,0,0
CMP_001422,Manufacturing_General,0.0836,0.87,Medium,0.55,29.8,-0.05,1,0
CMP_001423,Manufacturing_General,0.0451,1.12,Medium,0.46,15.1,-0.04,0,0
CMP_001424,Agri_Food,0.0615,1.46,Low,0.78,83.8,-0.38,0,0
CMP_001425,Agri_Food,0.0306,0.53,Low,1.0,85.4,-0.6,0,0
CMP_001426,Manufacturing_General,0.0294,1.01,Medium,0.6,44.8,-0.38,0,0
CMP_001427,Chemical,0.0435,1.42,Medium,0.68,86.6,-0.72,0,0
CMP_001428,NBFC,0.1623,2.33,High,0.0,16.8,-0.94,1,0
CMP_001429,FMCG_Distribution,0.0584,1.06,Low,0.68,34.1,0.17,0,0
CMP_001430,IT_Services,0.0086,1.09,Low,0.01,55.0,-0.51,1,0
CMP_001431,IT_Services,0.0533,1.24,Low,0.14,33.3,-0.49,0,0
CMP_001432,IT_Services,0.0175,1.13,Low,0.1,46.8,-0.64,0,1
CMP_001433,Real_Estate_Residential,0.0379,1.08,High,0.5,56.8,-0.51,1,0
CMP_001434,Manufacturing_General,0.0485,0.92,Medium,0.52,32.2,-0.24,0,0
CMP_001435,Manufacturing_General,0.0908,0.59,Medium,0.64,27.7,-0.11,0,0
CMP_001436,Steel_Secondary,0.0453,1.77,Medium,0.85,72.9,-0.51,0,0
CMP_001437,Real_Estate_Residential,0.055,1.22,High,0.38,67.9,-0.52,1,0
CMP_001438,Textiles_Cotton,0.068,1.18,Medium,0.79,63.7,-0.61,0,0
CMP_001439,Real_Estate_Residential,0.0466,1.2,High,0.52,75.7,-0.51,0,0
CMP_001440,Agri_Food,0.0566,1.09,Low,0.79,58.5,0.04,0,0
CMP_001441,Manufacturing_General,0.0401,1.14,Medium,0.56,14.4,0.12,1,0
CMP_001442,Real_Estate_Residential,-0.0201,1.58,High,0.59,72.7,-0.01,1,0
CMP_001443,IT_Services,0.0671,1.32,Low,0.13,26.2,-0.57,1,0
CMP_001444,FMCG_Distribution,0.0982,0.7,Low,0.63,58.8,-0.03,0,0
CMP_001445,Manufacturing_General,0.0943,1.31,Medium,0.46,45.8,0.02,0,0
CMP_001446,Real_Estate_Residential,0.0058,2.73,High,0.67,42.3,-0.65,1,0
CMP_001447,Hospitals_Healthcare,0.0763,0.83,Low,0.33,48.8,0.33,0,0
CMP_001448,Chemical,0.0347,1.39,Medium,0.86,73.1,0.1,0,0
CMP_001449,Real_Estate_Residential,-0.0155,1.28,High,0.49,63.0,-0.05,0,0
CMP_001450,IT_Services,-0.0029,1.04,Low,0.13,58.3,-0.57,0,0
CMP_001451,NBFC,0.1,1.98,High,0.12,24.7,-0.69,1,0
CMP_001452,FMCG_Distribution,0.0707,0.85,Low,0.64,60.2,-0.01,0,0
CMP_001453,Pharma,0.0524,0.93,Medium,0.51,47.0,0.23,1,0
CMP_001454,Manufacturing_General,0.0036,1.0,Medium,0.34,46.6,-0.18,0,0
CMP_001455,Chemical,0.0715,1.59,Medium,0.73,63.2,-0.11,0,0
CMP_001456,Real_Estate_Residential,0.0161,1.01,High,0.51,74.9,0.07,1,0
CMP_001457,Real_Estate_Residential,0.0302,1.65,High,0.56,72.7,-0.39,0,0
CMP_001458,Textiles_Cotton,0.0059,1.03,Medium,0.84,84.8,-0.69,1,0
CMP_001459,Real_Estate_Residential,0.0309,1.79,High,0.6,45.0,-0.43,1,0
CMP_001460,Cement,0.1085,0.73,Low,0.61,43.4,0.13,0,0
CMP_001461,Real_Estate_Residential,0.0039,2.09,High,0.55,60.5,-0.21,1,0
CMP_001462,Manufacturing_General,0.066,1.02,Medium,0.54,42.8,-0.8,0,0
CMP_001463,Real_Estate_Residential,0.0462,1.41,High,0.59,63.4,-0.1,0,0
CMP_001464,Agri_Food,-0.0017,0.77,Low,0.86,65.5,-0.1,0,0
CMP_001465,Manufacturing_General,0.056,1.07,Medium,0.48,42.2,-0.33,0,0
CMP_001466,Agri_Food,0.0666,0.93,Low,0.99,56.1,-0.64,0,0
CMP_001467,Cement,0.1139,1.27,Low,0.63,48.0,-0.09,0,0
CMP_001468,FMCG_Distribution,0.0818,1.03,Low,0.46,48.7,-0.19,0,0
CMP_001469,Infrastructure_Roads,0.095,0.91,Low,0.4,29.5,0.54,0,0
CMP_001470,Pharma,0.0448,0.36,Medium,0.48,57.4,-0.42,0,0
CMP_001471,Real_Estate_Commercial,0.049,1.33,Medium,0.45,40.3,0.23,1,1
CMP_001472,FMCG_Distribution,0.0577,0.88,Low,0.63,65.6,-0.25,0,0
CMP_001473,Cement,0.0457,0.71,Low,0.7,48.5,0.21,0,0
CMP_001474,Steel_Secondary,-0.0182,1.83,Medium,0.84,79.5,-0.62,0,0
CMP_001475,Real_Estate_Residential,0.0186,2.04,High,0.47,70.5,-0.19,1,1
CMP_001476,Hospitals_Healthcare,0.1179,0.43,Low,0.33,28.3,0.46,0,0
CMP_001477,Infrastructure_Roads,0.0864,0.46,Low,0.6,20.9,0.46,0,0
CMP_001478,Infrastructure_Roads,0.0854,0.9,Low,0.54,31.4,0.28,0,0
CMP_001479,Cement,0.0982,1.35,Low,0.76,50.9,0.04,0,0
CMP_001480,Hospitals_Healthcare,0.1424,0.77,Low,0.35,35.6,0.3,1,0
CMP_001481,Manufacturing_General,0.0766,1.37,Medium,0.49,19.5,0.17,0,0
CMP_001482,Pharma,0.0784,0.67,Medium,0.57,62.2,-0.38,0,0
CMP_001483,Manufacturing_General,0.0409,0.7,Medium,0.62,29.2,-0.24,0,0
CMP_001484,Steel_Secondary,0.0644,1.7,Medium,0.88,53.9,-0.31,0,0
CMP_001485,Steel_Primary,0.0383,1.9,Low,0.67,65.3,-0.31,1,0
CMP_001486,Cement,0.0922,0.92,Low,0.64,46.0,0.37,0,0
CMP_001487,Real_Estate_Residential,-0.0219,0.9,High,0.57,62.2,-0.23,1,0
CMP_001488,Steel_Primary,0.0738,1.41,Low,0.67,57.3,-0.17,0,0
CMP_001489,IT_Services,-0.0056,1.24,Low,0.0,39.3,-0.22,0,0
CMP_001490,Textiles_Cotton,0.0651,1.42,Medium,0.84,73.2,-0.44,0,0
CMP_001491,Steel_Primary,0.019,1.68,Low,0.68,50.0,-0.43,0,0
CMP_001492,Textiles_Cotton,0.0122,1.5,Medium,0.85,68.4,-0.59,0,0
CMP_001493,Manufacturing_General,0.026,1.11,Medium,0.68,25.6,0.1,0,0
CMP_001494,NBFC,0.0747,1.41,High,0.22,30.4,-0.93,0,0
CMP_001495,Real_Estate_Residential,0.0557,1.28,High,0.72,68.0,-0.07,0,0
CMP_001496,NBFC,0.1046,1.56,High,0.0,25.3,-0.61,0,0
CMP_001497,IT_Services,0.0252,0.96,Low,0.23,24.0,-0.25,0,0
CMP_001498,Steel_Primary,0.0507,0.87,Low,0.71,58.8,-0.08,0,0
CMP_001499,FMCG_Distribution,0.0599,1.05,Low,0.65,58.3,0.27,0,0
CMP_001500,IT_Services,0.048,0.84,Low,0.28,33.3,-0.81,0,0
CMP_001501,IT_Services,0.0538,0.99,Low,0.06,43.9,-0.36,0,0
CMP_001502,Manufacturing_General,0.0429,1.32,Medium,0.35,53.7,-0.16,0,0
CMP_001503,Steel_Secondary,0.0146,1.28,Medium,0.72,81.4,-0.72,1,0
CMP_001504,Steel_Primary,-0.0325,1.51,Low,0.75,58.7,0.14,0,0
CMP_001505,Cement,0.1017,1.24,Low,0.53,56.4,0.02,1,0
CMP_001506,NBFC,0.1395,0.93,High,0.07,33.5,-0.6,1,0
CMP_001507,Pharma,0.0271,0.43,Medium,0.46,61.6,-0.48,0,0
CMP_001508,NBFC,0.0547,1.12,High,0.15,26.3,-0.9,1,0
CMP_001509,Infrastructure_Roads,0.0684,0.89,Low,0.38,34.2,0.16,0,0
CMP_001510,Hospitals_Healthcare,0.0943,0.8,Low,0.44,36.1,0.62,1,0
CMP_001511,Real_Estate_Residential,0.017,0.84,High,0.54,53.8,-0.42,1,0
CMP_001512,Chemical,0.0202,1.78,Medium,0.76,82.4,-0.7,0,0
CMP_001513,Manufacturing_General,0.0193,1.71,Medium,0.48,44.0,-0.23,0,0
CMP_001514,Textiles_Cotton,0.007,1.57,Medium,0.87,78.3,-0.65,0,0
CMP_001515,Manufacturing_General,0.0829,1.26,Medium,0.54,28.0,-0.02,0,0
CMP_001516,NBFC,0.1393,0.71,High,0.13,38.2,-0.58,1,1
CMP_001517,FMCG_Distribution,0.0603,0.98,Low,0.55,36.2,-0.29,0,0
CMP_001518,Textiles_Cotton,-0.0035,1.55,Medium,0.94,67.7,-0.73,0,0
CMP_001519,Chemical,0.0611,1.43,Medium,0.52,67.7,-0.48,0,0
CMP_001520,Manufacturing_General,0.0474,1.01,Medium,0.45,37.2,-0.42,0,0
CMP_001521,Chemical,0.0519,1.34,Medium,0.88,61.0,-0.59,1,0
CMP_001522,Steel_Primary,0.0167,1.36,Low,0.87,65.4,-0.1,0,0
CMP_001523,Manufacturing_General,0.0637,1.32,Medium,0.49,28.4,-0.03,0,0
CMP_001524,IT_Services,0.0543,1.25,Low,0.0,20.6,-0.59,1,0
CMP_001525,Textiles_Cotton,0.0048,1.31,Medium,0.78,82.3,-0.73,0,0
CMP_001526,Steel_Secondary,0.0011,1.68,Medium,0.84,52.8,-0.19,1,0
CMP_001527,Steel_Secondary,0.0075,1.67,Medium,0.79,100.0,-0.34,0,0
CMP_001528,Hospitals_Healthcare,0.1108,0.7,Low,0.37,29.2,0.38,0,0
CMP_001529,Pharma,0.0489,0.72,Medium,0.45,67.4,-0.36,0,0
CMP_001530,Steel_Secondary,0.0311,1.7,Medium,1.0,51.8,-0.26,0,0
CMP_001531,NBFC,0.1196,1.64,High,0.0,47.4,-0.8,0,0
CMP_001532,Real_Estate_Residential,-0.0138,1.59,High,0.45,68.5,-0.61,1,1
CMP_001533,Textiles_Cotton,0.0442,1.44,Medium,0.92,67.1,-0.75,0,0
CMP_001534,Cement,0.075,1.06,Low,0.84,50.8,-0.02,0,0
CMP_001535,Manufacturing_General,0.0474,1.07,Medium,0.38,34.9,-0.38,0,0
CMP_001536,Textiles_Cotton,0.0273,1.34,Medium,0.86,68.8,-0.56,1,0
CMP_001537,Real_Estate_Residential,-0.0038,1.16,High,0.48,74.4,-0.34,1,1
CMP_001538,Textiles_Cotton,0.0025,1.19,Medium,0.69,66.1,-0.23,0,0
CMP_001539,Pharma,-0.0275,1.18,Medium,0.37,45.8,0.15,1,0
CMP_001540,Real_Estate_Residential,0.085,2.01,High,0.49,58.4,-0.38,0,0
CMP_001541,Manufacturing_General,0.0223,1.11,Medium,0.5,55.3,-0.35,0,0
CMP_001542,Pharma,0.0805,0.85,Medium,0.3,57.1,0.17,0,0
CMP_001543,Textiles_Cotton,0.0014,1.04,Medium,0.88,67.7,-0.48,0,0
CMP_001544,Agri_Food,0.0154,0.79,Low,0.95,64.3,-0.22,0,0
CMP_001545,IT_Services,0.048,0.44,Low,0.02,6.6,-0.51,0,0
CMP_001546,Hospitals_Healthcare,0.1287,0.48,Low,0.54,36.8,0.15,0,0
CMP_001547,Pharma,0.084,1.06,Medium,0.58,40.5,-0.25,0,0
CMP_001548,Manufacturing_General,0.065,0.61,Medium,0.72,34.6,0.16,0,0
CMP_001549,NBFC,0.1204,1.25,High,0.04,8.7,-0.4,0,0
CMP_001550,Chemical,0.0452,1.26,Medium,0.81,71.8,-0.28,1,0
CMP_001551,NBFC,0.1184,1.55,High,0.11,23.8,-0.59,1,0
CMP_001552,Hospitals_Healthcare,0.1136,0.57,Low,0.27,26.5,0.08,0,0
CMP_001553,FMCG_Distribution,0.0542,0.69,Low,0.61,50.2,0.15,0,0
CMP_001554,Textiles_Cotton,0.0057,0.88,Medium,0.76,67.0,-0.72,0,0
CMP_001555,Textiles_Cotton,0.0381,1.16,Medium,0.81,83.6,-0.73,0,0
CMP_001556,NBFC,0.117,0.99,High,0.04,9.4,-0.66,1,0
CMP_001557,Cement,0.0903,1.11,Low,0.72,60.1,0.27,0,0
CMP_001558,Hospitals_Healthcare,0.1177,0.71,Low,0.21,41.6,0.25,0,0
CMP_001559,FMCG_Distribution,0.0902,0.85,Low,0.62,78.6,-0.02,1,0
CMP_001560,Steel_Primary,0.0614,1.79,Low,0.69,33.7,-0.25,1,0
CMP_001561,Textiles_Cotton,0.0032,1.72,Medium,0.9,72.3,-0.57,0,0
CMP_001562,Infrastructure_Roads,0.106,0.92,Low,0.41,38.1,0.57,0,0
CMP_001563,Textiles_Cotton,-0.0321,1.15,Medium,0.81,83.1,-0.32,0,0
CMP_001564,Hospitals_Healthcare,0.119,0.55,Low,0.39,38.8,0.13,0,0
CMP_001565,Cement,0.0576,0.97,Low,0.53,41.9,-0.03,0,0
CMP_001566,Real_Estate_Residential,0.0262,2.65,High,0.5,62.4,-0.45,1,0
CMP_001567,Manufacturing_General,0.0744,1.14,Medium,0.41,41.2,-0.33,0,0
CMP_001568,NBFC,0.097,1.77,High,0.0,26.5,-0.69,1,0
CMP_001569,IT_Services,0.0341,1.15,Low,0.0,35.5,-0.56,0,0
CMP_001570,NBFC,0.1319,1.33,High,0.04,39.5,-0.6,0,0
CMP_001571,Manufacturing_General,0.0696,1.37,Medium,0.51,35.0,-0.06,1,0
CMP_001572,Real_Estate_Commercial,0.0623,0.94,Medium,0.35,26.2,0.04,0,0
CMP_001573,FMCG_Distribution,0.0754,0.64,Low,0.7,51.8,-0.07,0,1
CMP_001574,Textiles_Cotton,0.0347,1.1,Medium,0.9,51.6,-0.66,0,0
CMP_001575,Manufacturing_General,0.0431,1.34,Medium,0.51,35.0,-0.39,1,0
CMP_001576,Manufacturing_General,0.0159,1.4,Medium,0.6,68.8,-0.13,0,1
CMP_001577,NBFC,0.0841,1.38,High,0.0,38.5,-0.65,1,0
CMP_001578,NBFC,0.0907,1.08,High,0.17,14.4,-0.78,1,0
CMP_001579,Pharma,0.027,0.48,Medium,0.45,45.8,-0.06,0,0
CMP_001580,Textiles_Cotton,-0.0058,1.07,Medium,0.98,93.4,-0.59,0,0
CMP_001581,Cement,0.0418,0.91,Low,0.72,51.8,0.04,0,0
CMP_001582,NBFC,0.0854,1.38,High,0.0,39.3,-0.16,1,0
CMP_001583,IT_Services,0.0901,1.24,Low,0.0,35.8,-0.23,0,0
CMP_001584,Agri_Food,0.0081,1.04,Low,0.85,77.8,-0.6,1,0
CMP_001585,Manufacturing_General,0.0378,0.78,Medium,0.42,31.4,-0.01,0,0
CMP_001586,Real_Estate_Residential,0.0354,1.1,High,0.42,73.4,-0.58,0,0
CMP_001587,Cement,0.085,1.24,Low,0.56,57.4,0.16,0,0
CMP_001588,Cement,0.0755,1.23,Low,0.5,44.8,0.28,0,0
CMP_001589,Real_Estate_Residential,0.0003,1.95,High,0.6,74.7,-0.3,0,0
CMP_001590,Real_Estate_Residential,-0.012,1.45,High,0.58,46.9,-0.16,0,0
CMP_001591,Agri_Food,0.039,0.99,Low,0.86,87.4,-1.0,0,0
CMP_001592,Manufacturing_General,0.0846,1.35,Medium,0.7,51.2,-0.41,0,0
CMP_001593,Manufacturing_General,-0.0018,1.58,Medium,0.35,79.3,0.01,0,0
CMP_001594,Real_Estate_Commercial,0.0684,1.44,Medium,0.45,43.1,0.2,0,0
CMP_001595,Pharma,0.0181,0.86,Medium,0.47,34.7,0.07,0,0
CMP_001596,Textiles_Cotton,0.0367,0.87,Medium,0.69,59.1,-0.56,0,0
CMP_001597,Manufacturing_General,0.0724,1.2,Medium,0.55,38.0,-0.16,0,0
CMP_001598,Manufacturing_General,0.01,1.15,Medium,0.54,47.1,-0.39,0,1
CMP_001599,FMCG_Distribution,0.0546,0.58,Low,0.67,45.8,-0.11,0,0
CMP_001600,Textiles_Cotton,0.0307,1.22,Medium,0.82,62.0,-0.39,0,0
CMP_001601,Steel_Secondary,0.0299,1.88,Medium,0.82,66.6,-0.41,1,0
CMP_001602,Textiles_Cotton,0.0261,1.04,Medium,0.8,74.2,-0.61,0,0
CMP_001603,Steel_Primary,0.0357,1.48,Low,0.81,85.4,-0.31,0,0
CMP_001604,Manufacturing_General,0.1026,0.7,Medium,0.39,48.4,-0.2,0,0
CMP_001605,IT_Services,0.0762,0.95,Low,0.06,43.0,-0.71,0,0
CMP_001606,Manufacturing_General,0.0621,1.19,Medium,0.65,39.0,-0.35,0,0
CMP_001607,Hospitals_Healthcare,0.1065,0.92,Low,0.35,31.4,0.51,0,0
CMP_001608,Textiles_Cotton,0.0234,0.79,Medium,0.9,77.1,-0.75,0,0
CMP_001609,Pharma,0.0953,0.64,Medium,0.56,47.9,-0.19,0,0
CMP_001610,FMCG_Distribution,0.0692,0.57,Low,0.65,71.5,0.11,0,0
CMP_001611,Real_Estate_Residential,0.0679,1.22,High,0.56,69.7,-0.25,1,0
CMP_001612,Pharma,0.0812,0.67,Medium,0.39,60.3,-0.48,0,0
CMP_001613,Steel_Secondary,0.0364,1.49,Medium,0.84,76.6,-0.63,0,0
