Company_ID,GST_Filing_Delay_Days,GST_vs_Bank_Variance_Pct,GSTR_2A_3B_ITC_Mismatch_Pct,Historical_Defaults,Rating_Downgrades_Count,Payment_Delays_Days,Tax_Compliance_Score,Round_Trip_Transaction_Count,Cash_Deposit_Ratio,GST_Scrutiny_Notice_Flag,Default_Flag
CMP_001250,1,0.0381,0.0304,0,0,29,0.9,0,0.158,0,0
CMP_001251,112,0.0211,0.0629,0,1,1,0.68,0,0.137,0,0
CMP_001252,2,0.0077,0.0486,0,0,8,0.92,0,0.316,0,0
CMP_001253,0,0.0835,0.0484,0,0,14,0.96,0,0.304,0,0
CMP_001254,3,0.0268,0.0116,0,0,8,0.88,0,0.337,0,0
CMP_001255,1,0.0189,0.0514,0,0,15,0.95,0,0.187,0,0
CMP_001256,1,0.1828,0.0068,0,0,146,0.82,0,0.311,0,0
CMP_001257,2,0.1287,0.0075,0,1,50,0.8,0,0.059,0,0
CMP_001258,16,0.1982,0.3504,0,0,49,0.74,0,0.216,1,0
CMP_001259,2,0.0422,0.013,0,0,72,0.93,0,0.666,0,0
CMP_001260,0,0.0112,0.1061,0,1,13,1.0,0,0.269,0,0
CMP_001261,50,0.0492,0.0168,0,1,212,0.77,0,0.168,1,0
CMP_001262,144,0.0282,0.0457,0,1,13,0.57,1,0.25,1,0
CMP_001263,3,0.1077,0.0726,0,1,36,0.88,0,0.115,0,0
CMP_001264,179,0.2306,0.131,0,1,199,0.36,0,0.276,0,0
CMP_001265,126,0.0717,0.0493,0,0,16,0.63,0,0.262,0,0
CMP_001266,0,0.0761,0.0383,0,1,7,0.87,0,0.255,0,0
CMP_001267,1,0.0217,0.0625,0,0,16,0.99,0,0.05,0,0
CMP_001268,2,0.043,0.0478,0,0,11,0.81,0,0.593,0,0
CMP_001269,1,0.0917,0.0367,0,0,96,0.8,0,0.217,0,0
CMP_001270,1,0.0104,0.039,0,0,97,0.86,0,0.3,0,0
CMP_001271,0,0.2926,0.2406,1,2,136,0.66,3,0.615,1,1
CMP_001272,24,0.0252,0.0343,0,0,5,0.96,0,0.197,0,0
CMP_001273,1,0.0116,0.0755,0,0,115,0.95,0,0.241,0,0
CMP_001274,15,0.0035,0.0547,0,0,59,0.9,0,0.074,0,0
CMP_001275,1,0.0658,0.0126,0,0,68,0.85,0,0.296,0,0
CMP_001276,1,0.0066,0.0193,0,1,44,0.94,0,0.249,0,0
CMP_001277,1,0.0146,0.0778,0,0,26,0.85,0,0.352,0,0
CMP_001278,0,0.1025,0.0336,0,0,15,0.86,0,0.185,0,0
CMP_001279,2,0.0352,0.1225,0,0,22,0.96,0,0.04,0,0
CMP_001280,117,0.1194,0.0059,1,0,93,0.57,0,0.651,0,0
CMP_001281,0,0.0594,0.0447,0,0,15,0.92,0,0.343,0,0
CMP_001282,3,0.1443,0.1178,0,2,107,0.81,0,0.115,0,0
CMP_001283,0,0.0717,0.1088,0,1,8,0.87,0,0.165,0,0
CMP_001284,3,0.0525,0.0129,0,0,2,0.92,0,0.234,0,0
CMP_001285,38,0.0395,0.0814,0,0,28,0.82,0,0.062,0,0
CMP_001286,1,0.1135,0.0283,0,3,137,0.87,0,0.228,0,0
CMP_001287,3,0.0317,0.0342,0,0,76,0.94,0,0.138,0,0
CMP_001288,0,0.0719,0.0227,0,0,7,0.85,0,0.3,0,0
CMP_001289,2,0.0402,0.019,0,1,6,0.9,0,0.274,0,0
CMP_001290,0,0.031,0.0795,0,0,3,1.0,0,0.225,0,0
CMP_001291,0,0.062,0.0306,0,0,56,0.87,0,0.279,0,0
CMP_001292,60,0.1767,0.02,0,0,20,0.68,0,0.154,0,0
CMP_001293,1,0.0124,0.0603,0,0,17,0.92,0,0.37,1,0
CMP_001294,0,0.0878,0.0212,0,0,140,0.76,0,0.459,0,0
CMP_001295,0,0.4655,0.0331,0,0,83,0.62,0,0.272,1,0
CMP_001296,1,0.0228,0.0037,0,0,121,0.84,0,0.204,0,0
CMP_001297,2,0.0144,0.0385,0,0,9,0.95,0,0.274,0,0
CMP_001298,0,0.0921,0.0476,0,0,56,0.9,0,0.574,0,0
CMP_001299,2,0.1265,0.0061,0,1,3,0.83,0,0.298,0,0
CMP_001300,0,0.2072,0.0437,0,0,59,0.75,0,0.225,1,0
CMP_001301,0,0.0626,0.02,0,0,32,0.9,0,0.135,0,0
CMP_001302,0,0.0328,0.0902,0,0,1,0.99,0,0.188,0,0
CMP_001303,1,0.1035,0.0261,0,0,4,0.82,0,0.083,0,0
CMP_001304,0,0.066,0.05,0,1,108,0.92,0,0.259,0,0
CMP_001305,24,0.0874,0.0341,0,0,56,0.88,0,0.562,0,0
CMP_001306,0,0.0715,0.0286,0,0,71,0.95,0,0.511,0,0
CMP_001307,14,0.0306,0.0529,0,0,1,0.92,0,0.237,0,0
CMP_001308,7,0.0029,0.0267,0,0,82,0.98,0,0.266,0,0
CMP_001309,152,0.3022,0.035,1,0,1,0.32,0,0.808,1,0
CMP_001310,1,0.0054,0.0299,0,0,12,0.97,0,0.205,0,0
CMP_001311,0,0.0262,0.0392,0,0,26,0.9,0,0.349,0,0
CMP_001312,0,0.1725,0.0106,0,0,26,0.79,0,0.086,0,0
CMP_001313,0,0.0603,0.0045,0,0,5,0.91,0,0.323,0,0
CMP_001314,2,0.1119,0.0603,0,0,141,0.88,0,0.109,0,0
CMP_001315,15,0.1783,0.0557,0,1,3,0.8,0,0.456,0,0
CMP_001316,66,0.0826,0.0523,0,1,61,0.64,0,0.16,0,0
CMP_001317,12,0.0599,0.0875,0,0,66,0.85,0,0.249,0,0
CMP_001318,0,0.0725,0.0162,0,1,15,0.86,0,0.245,0,0
CMP_001319,14,0.0145,0.0993,0,0,15,0.93,0,0.228,0,0
CMP_001320,16,0.1917,0.0501,0,0,6,0.78,0,0.245,0,0
CMP_001321,146,0.0422,0.0248,0,0,18,0.51,0,0.128,1,0
CMP_001322,0,0.1039,0.0384,0,1,18,0.84,0,0.584,0,0
CMP_001323,0,0.0543,0.0042,0,1,1,0.9,0,0.317,0,0
CMP_001324,0,0.0611,0.0094,0,0,13,0.93,0,0.502,0,0
CMP_001325,0,0.0731,0.0366,0,0,137,0.98,0,0.233,0,0
CMP_001326,28,0.0427,0.0633,0,1,71,0.81,0,0.349,0,0
CMP_001327,0,0.0405,0.0189,0,0,0,0.9,0,0.125,0,0
CMP_001328,8,0.0597,0.1045,0,0,26,0.92,0,0.372,0,0
CMP_001329,0,0.0998,0.0387,0,0,13,0.98,0,0.07,0,0
CMP_001330,1,0.0702,0.0219,0,0,135,0.92,1,0.1,0,0
CMP_001331,3,0.121,0.0015,0,2,153,0.83,0,0.36,0,0
CMP_001332,2,0.0336,0.0244,0,0,68,0.86,0,0.225,0,0
CMP_001333,0,0.0453,0.0833,0,0,1,0.92,0,0.348,0,0
CMP_001334,1,0.0155,0.0917,0,0,8,0.93,0,0.326,0,0
CMP_001335,0,0.0107,0.0584,1,0,64,0.86,0,0.293,0,0
CMP_001336,3,0.0405,0.0417,0,0,49,0.86,0,0.242,0,0
CMP_001337,4,0.0502,0.0031,0,0,8,1.0,0,0.38,0,0
CMP_001338,153,0.0791,0.0371,0,0,4,0.61,0,0.203,1,0
CMP_001339,14,0.0048,0.0457,1,0,15,0.96,0,0.237,0,0
CMP_001340,3,0.0504,0.0281,0,0,113,0.97,0,0.236,0,0
CMP_001341,13,0.1456,0.0236,0,0,38,0.82,0,0.077,0,0
CMP_001342,92,0.0611,0.0519,0,1,17,0.62,0,0.54,1,0
CMP_001343,110,0.0924,0.0001,1,1,5,0.59,0,0.163,1,0
CMP_001344,0,0.0804,0.0838,0,1,8,0.96,0,0.072,1,0
CMP_001345,0,0.0476,0.0959,0,1,16,0.94,0,0.208,0,0
CMP_001346,3,0.0307,0.0607,0,0,75,0.92,0,0.333,0,0
CMP_001347,3,0.081,0.031,1,0,28,0.9,0,0.186,0,0
CMP_001348,2,0.0536,0.0219,0,0,40,0.94,0,0.575,0,0
CMP_001349,2,0.0142,0.0307,0,0,14,0.93,0,0.226,0,0
CMP_001350,10,0.0149,0.0496,0,0,8,0.93,0,0.344,0,0
CMP_001351,164,0.1124,0.0703,0,1,51,0.5,0,0.078,0,0
CMP_001352,2,0.0625,0.0535,0,0,39,0.96,0,0.178,0,0
CMP_001353,44,0.0911,0.0778,0,0,123,0.84,0,0.195,0,0
CMP_001354,28,0.2079,0.0566,1,1,162,0.57,4,0.467,0,1
CMP_001355,36,0.0319,0.0504,0,0,40,0.76,1,0.448,1,0
CMP_001356,0,0.0853,0.0625,0,0,37,0.9,0,0.658,0,0
CMP_001357,0,0.0918,0.048,0,1,19,0.91,0,0.237,0,0
CMP_001358,0,0.2541,0.0236,0,1,307,0.68,0,0.198,0,0
CMP_001359,103,0.088,0.0236,0,0,121,0.63,0,0.497,0,0
CMP_001360,17,0.07,0.0542,0,0,1,0.93,0,0.229,0,0
CMP_001361,3,0.0328,0.0294,0,0,29,0.96,0,0.276,1,0
CMP_001362,0,0.0495,0.041,0,0,19,0.91,0,0.557,0,0
CMP_001363,0,0.0489,0.0425,0,0,12,0.87,0,0.494,0,0
CMP_001364,3,0.0313,0.0173,0,0,22,0.98,0,0.057,0,0
CMP_001365,0,0.0689,0.0184,0,0,25,0.87,0,0.2,0,0
CMP_001366,11,0.0937,0.0378,0,0,61,0.89,0,0.388,0,0
CMP_001367,0,0.011,0.0341,0,0,76,1.0,0,0.674,0,0
CMP_001368,2,0.0763,0.0571,0,0,34,0.93,0,0.201,0,0
CMP_001369,0,0.16,0.2766,0,1,22,0.8,0,0.258,1,0
CMP_001370,73,0.0329,0.0196,0,0,56,0.63,0,0.471,1,0
CMP_001371,0,0.0287,0.0469,0,0,12,0.91,0,0.295,0,0
CMP_001372,0,0.1367,0.0646,0,0,18,0.86,0,0.489,0,0
CMP_001373,82,0.2951,0.1322,1,1,51,0.45,1,0.1,0,1
CMP_001374,1,0.0386,0.0697,0,0,151,0.99,0,0.181,0,0
CMP_001375,2,0.019,0.0254,0,0,18,1.0,0,0.655,0,0
CMP_001376,1,0.0244,0.021,0,0,0,0.93,1,0.03,0,0
CMP_001377,0,0.1838,0.0784,0,1,6,0.77,3,0.048,0,0
CMP_001378,41,0.0035,0.0282,0,0,23,0.74,0,0.22,0,1
CMP_001379,0,0.2836,0.1494,0,1,11,0.78,4,0.623,1,1
CMP_001380,3,0.101,0.0358,0,0,17,0.81,0,0.308,0,0
CMP_001381,3,0.0301,0.0214,0,0,85,0.87,0,0.174,0,0
CMP_001382,18,0.0316,0.0158,0,0,50,0.92,0,0.509,0,0
CMP_001383,2,0.0778,0.0262,0,0,54,0.94,0,0.34,0,0
CMP_001384,1,0.1042,0.0568,0,0,21,0.87,0,0.433,0,0
CMP_001385,1,0.0839,0.0321,1,0,86,0.92,0,0.144,0,0
CMP_001386,0,0.1088,0.0308,0,0,276,0.84,0,0.172,0,0
CMP_001387,16,0.0185,0.0399,0,0,20,0.82,0,0.257,0,0
CMP_001388,3,0.0669,0.0667,0,0,57,0.96,0,0.311,0,0
CMP_001389,41,0.1014,0.0412,0,0,9,0.83,0,0.032,1,0
CMP_001390,18,0.068,0.0385,0,0,4,0.95,0,0.212,0,0
CMP_001391,14,0.0442,0.0233,0,0,150,0.89,0,0.28,0,0
CMP_001392,2,0.001,0.0283,0,0,10,0.88,0,0.291,0,0
CMP_001393,3,0.076,0.0454,0,0,5,0.81,0,0.068,0,0
CMP_001394,1,0.21,0.0795,0,1,52,0.78,0,0.315,0,0
CMP_001395,16,0.0486,0.0471,0,0,40,0.92,1,0.439,0,0
CMP_001396,38,0.0248,0.042,1,0,0,0.81,0,0.191,1,0
CMP_001397,0,0.012,0.0101,0,0,28,0.97,0,0.324,0,0
CMP_001398,43,0.0686,0.0475,0,1,26,0.78,0,0.425,0,0
CMP_001399,3,0.0717,0.071,0,0,36,0.88,0,0.44,0,0
CMP_001400,146,0.1181,0.0199,0,0,26,0.49,0,0.208,1,0
CMP_001401,1,0.418,0.2067,0,3,11,0.61,0,0.393,0,1
CMP_001402,0,0.0819,0.0148,0,1,46,0.9,0,0.188,0,0
CMP_001403,0,0.1986,0.0644,1,0,52,0.79,0,0.146,0,1
CMP_001404,0,0.0557,0.0427,0,0,1,0.97,0,0.435,0,0
CMP_001405,0,0.337,0.2881,0,1,62,0.66,0,0.075,1,0
CMP_001406,44,0.1032,0.0495,0,0,61,0.84,0,0.41,1,0
CMP_001407,0,0.0168,0.032,0,0,5,0.91,0,0.452,0,0
CMP_001408,0,0.0485,0.0492,0,0,60,0.86,1,0.456,0,0
CMP_001409,3,0.0787,0.0056,0,1,16,0.83,0,0.623,0,0
CMP_001410,3,0.0257,0.0547,0,0,58,1.0,0,0.297,0,0
CMP_001411,0,0.0441,0.0006,0,0,43,0.92,0,0.244,0,0
CMP_001412,0,0.2037,0.0796,0,1,68,0.68,0,0.349,0,1
CMP_001413,26,0.0352,0.0345,0,0,10,0.82,0,0.175,0,0
CMP_001414,13,0.0774,0.0422,0,0,11,0.91,0,0.145,1,0
CMP_001415,0,0.0461,0.0079,0,0,34,0.86,0,0.216,0,0
CMP_001416,8,0.019,0.0406,0,0,1,0.97,0,0.162,0,0
CMP_001417,120,0.3429,0.0517,0,3,33,0.41,1,0.378,1,1
CMP_001418,2,0.065,0.0428,0,0,56,0.74,0,0.083,0,0
CMP_001419,2,0.0058,0.0236,0,0,0,1.0,0,0.202,0,0
CMP_001420,2,0.098,0.011,0,0,85,0.92,0,0.25,0,0
CMP_001421,1,0.0838,0.078,0,0,22,0.88,0,0.053,0,0
CMP_001422,36,0.0364,0.0512,0,0,21,0.85,0,0.147,1,0
CMP_001423,1,0.1258,0.0896,0,0,8,0.93,0,0.235,0,0
CMP_001424,32,0.0274,0.079,0,0,28,0.93,0,0.467,0,0
CMP_001425,3,0.0773,0.0466,0,0,37,0.92,0,0.459,0,0
CMP_001426,0,0.0132,0.0536,0,0,169,0.85,0,0.149,0,0
CMP_001427,3,0.0591,0.0044,0,2,70,0.89,0,0.213,0,0
CMP_001428,5,0.0912,0.0613,0,0,36,0.93,0,0.589,0,0
CMP_001429,33,0.1068,0.0451,0,0,250,0.75,1,0.318,1,0
CMP_001430,2,0.111,0.0394,0,1,1,0.78,0,0.064,0,0
CMP_001431,0,0.2568,0.0268,0,1,95,0.8,0,0.082,1,0
CMP_001432,129,0.3847,0.0616,0,0,99,0.38,3,0.044,1,1
CMP_001433,6,0.0221,0.0248,0,0,2,0.93,0,0.258,1,0
CMP_001434,3,0.0973,0.0684,0,0,29,0.87,0,0.357,0,0
CMP_001435,0,0.0054,0.0045,0,0,29,0.94,0,0.244,0,0
CMP_001436,3,0.0323,0.0188,0,0,2,0.93,0,0.234,0,0
CMP_001437,3,0.0596,0.0072,0,0,21,0.95,0,0.304,0,0
CMP_001438,3,0.0516,0.0373,0,0,110,0.89,0,0.394,0,0
CMP_001439,0,0.0512,0.0314,0,0,1,0.91,0,0.293,0,0
CMP_001440,2,0.0899,0.0539,0,0,86,0.91,0,0.422,0,0
CMP_001441,1,0.0567,0.0941,0,0,55,1.0,0,0.171,0,0
CMP_001442,80,0.1611,0.048,0,0,0,0.59,0,0.315,1,0
CMP_001443,1,0.0679,0.031,0,0,79,0.96,0,0.087,0,0
CMP_001444,0,0.0615,0.0641,0,0,52,0.88,0,0.473,0,0
CMP_001445,0,0.0869,0.0295,0,1,115,0.83,0,0.301,0,0
CMP_001446,0,0.1681,0.0346,0,0,132,0.82,0,0.411,0,0
CMP_001447,32,0.0049,0.0452,0,0,12,0.85,0,0.25,1,0
CMP_001448,1,0.1228,0.0043,0,0,35,0.96,0,0.145,0,0
CMP_001449,0,0.0548,0.0307,0,0,27,0.94,0,0.386,0,0
CMP_001450,2,0.063,0.016,0,3,71,0.76,0,0.083,0,0
CMP_001451,0,0.1161,0.0642,0,0,44,0.83,0,0.638,0,0
CMP_001452,23,0.0604,0.0134,0,0,128,0.83,0,0.42,0,0
CMP_001453,18,0.0735,0.0184,0,0,29,0.82,0,0.143,0,0
CMP_001454,67,0.1776,0.0572,0,2,27,0.63,5,0.16,1,0
CMP_001455,8,0.0807,0.0034,0,0,257,0.92,0,0.148,0,0
CMP_001456,3,0.2303,0.0547,0,0,46,0.72,0,0.353,1,0
CMP_001457,0,0.0542,0.0278,0,0,22,0.91,0,0.279,1,0
CMP_001458,3,0.0436,0.0381,0,0,20,0.97,0,0.348,0,0
CMP_001459,1,0.0087,0.0874,0,0,52,0.87,0,0.421,0,0
CMP_001460,1,0.0888,0.0307,0,0,86,0.9,0,0.197,0,0
CMP_001461,3,0.1566,0.0078,0,0,10,0.75,0,0.414,0,0
CMP_001462,2,0.0861,0.0645,0,0,22,0.78,0,0.153,0,0
CMP_001463,1,0.0597,0.0329,0,0,2,0.97,0,0.486,0,0
CMP_001464,0,0.2792,0.0348,0,1,26,0.76,1,0.431,0,0
CMP_001465,1,0.057,0.0333,0,0,74,0.96,0,0.248,0,0
CMP_001466,7,0.039,0.0709,0,0,59,0.92,0,0.593,0,0
CMP_001467,1,0.0545,0.0273,0,0,84,0.9,0,0.122,1,0
CMP_001468,0,0.0289,0.0548,1,0,43,0.88,0,0.529,0,0
CMP_001469,56,0.0957,0.0124,0,2,221,0.72,0,0.084,0,0
CMP_001470,3,0.0623,0.0817,0,1,45,0.83,0,0.15,0,0
CMP_001471,8,0.0777,0.0625,0,0,72,0.81,0,0.119,1,1
CMP_001472,0,0.1433,0.074,0,0,94,0.86,0,0.608,0,0
CMP_001473,42,0.2439,0.0778,0,0,21,0.68,0,0.223,0,0
CMP_001474,1,0.0507,0.0415,0,1,22,0.81,0,0.233,0,0
CMP_001475,11,0.1334,0.2146,1,4,13,0.68,0,0.361,0,1
CMP_001476,3,0.0982,0.0228,0,0,44,0.96,1,0.366,0,0
CMP_001477,0,0.1337,0.0464,0,1,66,0.92,0,0.236,0,0
CMP_001478,3,0.0648,0.0057,0,0,19,0.91,0,0.131,0,0
CMP_001479,2,0.0503,0.0513,0,0,0,0.9,0,0.267,0,0
CMP_001480,1,0.0242,0.0458,0,0,98,0.89,0,0.437,0,0
CMP_001481,1,0.0716,0.0131,0,0,49,0.88,0,0.228,0,0
CMP_001482,0,0.0494,0.015,0,1,98,0.89,0,0.128,0,0
CMP_001483,0,0.084,0.0553,0,0,60,0.97,0,0.257,0,0
CMP_001484,109,0.0185,0.0167,0,0,33,0.76,0,0.155,0,0
CMP_001485,2,0.0631,0.0566,0,0,59,0.83,0,0.215,0,0
CMP_001486,0,0.0166,0.0663,0,0,82,0.9,0,0.257,1,0
CMP_001487,0,0.1768,0.0982,0,0,2,0.81,0,0.401,0,0
CMP_001488,3,0.0042,0.0155,0,0,73,0.9,0,0.235,0,0
CMP_001489,0,0.1578,0.0616,0,0,36,0.84,0,0.082,0,0
CMP_001490,6,0.0267,0.0143,0,0,25,0.88,0,0.27,0,0
CMP_001491,61,0.0326,0.0573,0,0,8,0.78,0,0.228,0,0
CMP_001492,3,0.084,0.0466,0,0,14,0.92,0,0.282,0,0
CMP_001493,0,0.0181,0.0871,0,0,57,0.94,0,0.201,0,0
CMP_001494,0,0.0299,0.0528,0,2,98,0.91,0,0.502,0,0
CMP_001495,1,0.0529,0.0779,0,0,124,0.94,0,0.312,0,0
CMP_001496,3,0.0236,0.0401,0,0,6,0.87,0,0.423,0,0
CMP_001497,1,0.0048,0.0132,0,0,21,0.96,0,0.048,0,0
CMP_001498,0,0.064,0.1113,0,0,86,0.97,0,0.167,0,0
CMP_001499,0,0.1374,0.0501,1,1,12,0.8,0,0.603,0,0
CMP_001500,3,0.0547,0.0282,0,0,10,0.95,0,0.079,0,0
CMP_001501,0,0.0703,0.0223,0,0,24,0.91,0,0.025,0,0
CMP_001502,3,0.0298,0.0694,0,0,31,0.97,0,0.26,0,0
CMP_001503,9,0.0195,0.023,0,0,9,0.9,0,0.278,0,0
CMP_001504,1,0.0611,0.0009,0,0,24,0.88,0,0.171,0,0
CMP_001505,3,0.3629,0.0379,0,1,152,0.65,0,0.148,1,0
CMP_001506,0,0.0596,0.0236,0,0,40,0.93,0,0.639,0,0
CMP_001507,3,0.3735,0.1915,0,2,98,0.71,0,0.02,0,0
CMP_001508,1,0.0794,0.0682,0,0,83,0.84,0,0.58,0,0
CMP_001509,3,0.0831,0.0694,0,0,26,0.84,0,0.155,0,0
CMP_001510,4,0.0351,0.0089,0,0,50,0.93,0,0.253,0,0
CMP_001511,65,0.115,0.0961,0,0,82,0.65,0,0.408,1,0
CMP_001512,2,0.0135,0.0536,0,1,44,0.87,0,0.179,0,0
CMP_001513,0,0.1187,0.0127,0,0,86,0.85,0,0.247,0,0
CMP_001514,0,0.0486,0.0003,0,1,273,0.89,0,0.309,0,0
CMP_001515,7,0.0255,0.0415,0,0,33,0.95,0,0.217,0,0
CMP_001516,0,0.2185,0.0391,1,0,17,0.72,0,0.841,1,1
CMP_001517,0,0.1363,0.0383,1,0,92,0.78,0,0.561,0,0
CMP_001518,1,0.1554,0.0178,0,0,8,0.77,0,0.237,0,0
CMP_001519,0,0.0558,0.0627,0,0,35,0.95,0,0.099,0,0
CMP_001520,3,0.0557,0.0173,0,0,83,0.92,0,0.131,0,0
CMP_001521,0,0.0485,0.0467,0,0,55,0.92,0,0.19,0,0
CMP_001522,108,0.1209,0.3728,0,2,208,0.55,0,0.186,1,0
CMP_001523,2,0.0772,0.0517,0,0,18,0.92,0,0.24,0,0
CMP_001524,7,0.1149,0.013,0,0,25,0.92,0,0.035,0,0
CMP_001525,3,0.2096,0.0533,0,1,30,0.86,0,0.274,1,0
CMP_001526,2,0.0067,0.0138,0,0,45,1.0,1,0.207,0,0
CMP_001527,3,0.0067,0.013,0,1,27,0.87,0,0.176,0,0
CMP_001528,0,0.0712,0.0445,0,0,11,0.91,0,0.376,0,0
CMP_001529,2,0.2817,0.0083,0,0,85,0.67,2,0.319,0,0
CMP_001530,116,0.0476,0.0227,0,0,227,0.61,0,0.231,1,0
CMP_001531,180,0.3105,0.0343,0,2,11,0.33,0,0.95,1,0
CMP_001532,1,0.2604,0.2148,1,5,144,0.7,0,0.315,0,1
CMP_001533,0,0.0148,0.0397,0,0,120,0.92,0,0.253,0,0
CMP_001534,3,0.0043,0.036,0,0,51,0.99,0,0.16,0,0
CMP_001535,1,0.0068,0.0417,0,0,16,0.98,0,0.295,0,0
CMP_001536,0,0.16,0.0512,0,1,4,0.82,0,0.363,0,0
CMP_001537,2,0.4309,0.0299,0,1,1,0.69,2,0.235,1,1
CMP_001538,3,0.0312,0.0844,0,0,55,0.91,0,0.356,0,0
CMP_001539,0,0.1541,0.0643,0,0,63,0.84,0,0.142,0,0
CMP_001540,0,0.0259,0.0233,0,0,11,0.94,0,0.298,0,0
CMP_001541,2,0.0895,0.0729,1,0,33,0.81,0,0.178,0,0
CMP_001542,4,0.0573,0.0509,0,0,12,0.89,0,0.108,0,0
CMP_001543,0,0.0521,0.0473,0,0,87,0.96,1,0.198,0,0
CMP_001544,2,0.1109,0.0284,0,0,101,0.95,0,0.401,0,0
CMP_001545,1,0.0223,0.0584,0,0,38,1.0,0,0.021,0,0
CMP_001546,0,0.0513,0.0462,0,0,73,0.88,0,0.312,0,0
CMP_001547,0,0.0679,0.0753,1,0,6,0.91,0,0.139,0,0
CMP_001548,2,0.0136,0.0082,0,0,20,0.94,0,0.207,0,0
CMP_001549,1,0.1473,0.0417,0,0,73,0.87,0,0.562,0,0
CMP_001550,0,0.0553,0.0267,0,0,180,0.87,0,0.153,0,0
CMP_001551,0,0.0364,0.0657,0,0,69,0.85,0,0.505,0,0
CMP_001552,11,0.0056,0.0564,0,0,89,0.85,0,0.382,0,0
CMP_001553,0,0.0582,0.0256,0,0,0,0.87,0,0.335,0,0
CMP_001554,0,0.0254,0.07,0,0,101,0.83,0,0.151,0,0
CMP_001555,9,0.1284,0.0393,1,0,9,0.91,0,0.32,0,0
CMP_001556,3,0.1059,0.0027,0,0,59,0.85,0,0.572,0,0
CMP_001557,4,0.0966,0.0324,0,0,2,0.94,0,0.125,0,0
CMP_001558,7,0.0867,0.1095,0,0,18,0.77,0,0.384,0,0
CMP_001559,0,0.1033,0.0343,0,1,54,0.83,0,0.547,0,0
CMP_001560,3,0.0717,0.0471,0,0,7,0.88,0,0.157,0,0
CMP_001561,2,0.0973,0.0486,0,0,89,0.86,0,0.157,0,0
CMP_001562,0,0.1113,0.0387,0,0,3,0.92,0,0.048,0,0
CMP_001563,0,0.1152,0.086,0,0,104,0.92,0,0.217,0,0
CMP_001564,54,0.0127,0.062,0,0,31,0.88,0,0.394,0,0
CMP_001565,0,0.0801,0.0596,0,1,0,0.94,0,0.253,0,0
CMP_001566,17,0.037,0.0319,0,0,15,0.83,0,0.42,0,0
CMP_001567,2,0.0315,0.0609,0,1,24,0.92,0,0.21,0,0
CMP_001568,0,0.003,0.0308,0,0,40,1.0,0,0.397,0,0
CMP_001569,33,0.0039,0.0528,0,0,46,0.82,0,0.09,0,0
CMP_001570,92,0.0597,0.1019,0,0,96,0.69,0,0.513,1,0
CMP_001571,0,0.0223,0.0868,0,0,18,0.95,0,0.219,0,0
CMP_001572,125,0.0615,0.0365,0,0,0,0.73,0,0.219,0,0
CMP_001573,1,0.1833,0.0467,0,1,19,0.72,4,0.95,0,1
CMP_001574,1,0.0694,0.0443,0,0,4,0.98,0,0.24,0,0
CMP_001575,1,0.0942,0.0057,0,0,90,0.88,0,0.246,0,0
CMP_001576,31,0.2567,0.0184,1,1,11,0.56,2,0.252,1,1
CMP_001577,0,0.002,0.0264,0,0,17,0.96,0,0.653,0,0
CMP_001578,2,0.0908,0.0709,0,0,6,0.9,0,0.517,0,0
CMP_001579,3,0.0556,0.0811,0,0,32,0.85,0,0.126,0,0
CMP_001580,2,0.3232,0.0823,0,1,19,0.65,6,0.322,1,0
CMP_001581,21,0.0011,0.029,0,2,66,0.85,0,0.292,0,0
CMP_001582,3,0.077,0.0326,0,1,30,0.88,0,0.598,0,0
CMP_001583,10,0.0516,0.0436,0,0,22,0.99,0,0.029,0,0
CMP_001584,1,0.0302,0.0179,1,1,189,0.97,0,0.426,0,0
CMP_001585,1,0.1051,0.0338,0,0,17,0.84,0,0.2,0,0
CMP_001586,1,0.0664,0.0154,0,0,19,1.0,0,0.342,0,0
CMP_001587,3,0.0681,0.0131,0,0,31,0.91,0,0.313,0,0
CMP_001588,2,0.0286,0.0968,0,0,14,1.0,0,0.263,0,0
CMP_001589,0,0.1849,0.2824,1,0,102,0.83,0,0.452,1,0
CMP_001590,0,0.0679,0.0676,0,0,33,0.86,0,0.445,0,0
CMP_001591,3,0.0995,0.0018,0,0,0,0.83,0,0.299,0,0
CMP_001592,105,0.0263,0.0537,0,0,15,0.69,0,0.241,0,0
CMP_001593,1,0.0772,0.0251,1,0,40,0.84,0,0.169,0,0
CMP_001594,0,0.2169,0.0241,0,0,70,0.82,0,0.122,0,0
CMP_001595,0,0.0883,0.0627,0,0,45,0.94,0,0.054,1,0
CMP_001596,2,0.0071,0.0588,0,0,61,0.95,0,0.215,0,0
CMP_001597,0,0.0506,0.1046,0,0,67,0.87,0,0.218,0,0
CMP_001598,0,0.3618,0.0212,1,1,16,0.64,0,0.258,1,1
CMP_001599,2,0.0571,0.0277,0,1,28,0.84,0,0.548,0,0
CMP_001600,1,0.028,0.0034,0,0,44,0.9,0,0.307,1,0
CMP_001601,0,0.0232,0.0378,0,0,228,0.85,0,0.203,0,0
CMP_001602,1,0.0526,0.074,0,0,221,0.85,0,0.297,0,0
CMP_001603,2,0.1813,0.0426,0,1,37,0.8,1,0.153,1,0
CMP_001604,0,0.0603,0.0311,0,0,7,0.87,0,0.26,0,0
CMP_001605,0,0.0354,0.0642,0,0,83,1.0,0,0.05,0,0
