Company_ID,Sector,Revenue_Crore,Credit_Rating,Revenue_Growth_YoY,EBITDA_Margin,Net_Profit_Margin,Debt_to_Equity,Interest_Coverage_Ratio,Current_Ratio,DSCR,Cash_Flow_Stability_Index,Default_Flag
CMP_000682,Manufacturing_General,10.0,C,0.0488,0.0861,0.0198,2.44,3.54,1.51,1.32,0.23,0
CMP_000683,Real_Estate_Residential,160.72,A,0.0669,0.1734,0.067,2.05,4.82,1.51,1.33,0.35,0
CMP_000684,Chemical,97.14,A,0.0802,0.1239,0.0218,2.09,5.33,1.99,1.75,0.57,0
CMP_000685,Pharma,82.83,BB,0.0461,0.13,0.0155,1.75,4.6,1.09,1.67,0.45,0
CMP_000686,Pharma,33.59,BBB,0.0705,0.1176,0.0401,1.17,4.53,1.38,1.12,0.6,0
CMP_000687,Textiles_Cotton,76.87,C,0.019,0.0231,-0.0408,1.87,3.61,1.4,1.8,0.19,0
CMP_000688,Infrastructure_Roads,31.08,A,0.1391,0.2616,0.1612,2.7,5.59,1.47,0.95,0.61,0
CMP_000689,Textiles_Cotton,64.32,BB,0.0385,0.0795,0.004,4.75,5.23,1.23,0.6,0.31,0
CMP_000690,Steel_Secondary,26.14,A,0.0064,0.0289,-0.0393,2.37,4.08,1.65,1.29,0.3,0
CMP_000691,Cement,183.65,A,0.1999,0.1538,0.027,1.21,5.62,1.81,1.71,0.66,0
CMP_000692,IT_Services,15.55,BB,-0.0046,0.0707,-0.007,1.2,3.21,0.98,1.71,0.46,0
CMP_000693,Textiles_Cotton,146.32,BBB,0.1217,0.0748,0.0141,2.89,4.65,2.22,1.34,0.53,0
CMP_000694,Manufacturing_General,56.32,BB,0.1089,0.0475,-0.0539,2.23,4.92,1.19,0.79,0.47,0
CMP_000695,NBFC,36.91,BBB,0.109,0.2305,0.0743,4.11,4.31,1.88,1.43,0.53,0
CMP_000696,Steel_Secondary,62.4,BBB,0.0647,0.0344,-0.0425,1.72,3.8,1.79,0.99,0.4,0
CMP_000697,NBFC,98.17,BBB,0.0752,0.1835,0.0636,6.63,3.98,1.31,1.56,0.35,0
CMP_000698,Manufacturing_General,162.94,NR,0.0168,0.0784,-0.0325,1.41,3.68,1.71,1.14,0.6,0
CMP_000699,IT_Services,70.14,BBB,0.1175,0.1864,0.0978,1.59,3.59,1.34,2.12,0.61,0
CMP_000700,Pharma,26.77,BBB,0.0382,0.1139,-0.0182,1.34,5.52,1.64,1.81,0.52,0
CMP_000701,Manufacturing_General,57.08,BBB,0.0644,0.0965,-0.0123,1.7,5.04,1.88,1.68,0.62,0
CMP_000702,Steel_Secondary,233.56,BBB,0.0584,-0.0112,-0.0762,3.98,3.54,1.29,0.88,0.13,0
CMP_000703,Manufacturing_General,160.48,A,0.0756,0.1739,0.065,1.14,3.96,1.81,1.25,0.66,0
CMP_000704,Manufacturing_General,112.96,C,-0.012,0.0713,0.0133,3.57,2.38,0.88,0.47,0.22,1
CMP_000705,Agri_Food,103.19,A,0.1321,0.0931,-0.0392,1.92,4.08,1.71,1.39,0.28,0
CMP_000706,Steel_Secondary,95.54,C,0.0645,-0.05,-0.1424,4.11,4.34,1.19,0.1,0.0,1
CMP_000707,Hospitals_Healthcare,137.97,AA,0.0959,0.2305,0.1041,1.1,4.74,1.63,1.81,0.79,0
CMP_000708,Textiles_Cotton,37.89,BB,0.0536,0.0812,0.0049,1.51,6.19,1.08,1.22,0.35,0
CMP_000709,Real_Estate_Residential,18.47,C,0.0652,0.1361,0.003,1.51,3.28,1.34,1.45,0.0,1
CMP_000710,Infrastructure_Roads,57.7,A,0.0657,0.344,0.1582,2.32,4.4,2.3,1.34,0.73,0
CMP_000711,NBFC,28.39,NR,0.1108,0.1574,0.0222,4.1,4.69,1.42,1.0,0.42,0
CMP_000712,IT_Services,23.48,BBB,0.0431,0.1833,0.0811,0.58,3.13,1.42,1.99,0.65,0
CMP_000713,Cement,30.69,NR,0.1062,0.0623,-0.0096,1.48,4.33,1.53,0.93,0.44,0
CMP_000714,Steel_Secondary,398.72,BB,0.0475,-0.0178,-0.0643,2.77,3.08,1.74,0.85,0.15,0
CMP_000715,Chemical,60.88,BBB,0.0787,0.1222,-0.0109,2.21,2.9,2.02,0.75,0.44,0
CMP_000716,Hospitals_Healthcare,72.93,A,0.1385,0.2466,0.1288,1.95,4.89,2.05,2.12,0.78,0
CMP_000717,Agri_Food,20.53,BBB,0.1534,0.04,-0.0551,2.81,5.06,1.68,1.34,0.32,0
CMP_000718,Manufacturing_General,12.49,AA,0.1496,0.1134,0.0474,2.11,5.1,1.96,1.61,0.55,0
CMP_000719,Real_Estate_Commercial,28.35,A,0.1092,0.1809,0.0745,2.54,4.68,1.67,1.53,0.59,0
CMP_000720,Chemical,172.53,AA,0.1167,0.1756,0.0645,1.54,3.0,1.56,2.01,0.65,0
CMP_000721,Textiles_Cotton,71.34,BBB,0.0456,0.0999,-0.0257,3.8,4.27,1.45,0.63,0.33,0
CMP_000722,Manufacturing_General,88.14,B,0.0488,0.0739,0.0017,3.16,3.56,1.18,1.0,0.37,0
CMP_000723,Real_Estate_Commercial,98.58,A,0.0395,0.2435,0.1199,1.13,5.15,1.74,1.38,0.72,0
CMP_000724,Pharma,34.02,A,0.0919,0.1938,0.0685,1.11,3.83,1.17,1.52,0.72,0
CMP_000725,Hospitals_Healthcare,165.73,BB,0.0681,0.1415,-0.0092,0.81,4.68,1.55,1.89,0.47,0
CMP_000726,Manufacturing_General,32.91,A,0.0053,0.083,-0.0177,0.62,4.43,1.17,1.59,0.76,0
CMP_000727,Infrastructure_Roads,168.17,AA,0.0877,0.3758,0.2205,2.24,4.66,1.88,1.3,0.8,0
CMP_000728,Textiles_Cotton,77.78,A,0.0954,0.1124,0.0075,1.91,5.14,2.02,0.96,0.4,0
CMP_000729,Manufacturing_General,13.05,D,0.0047,-0.0161,-0.1463,2.28,2.0,1.23,0.57,0.2,1
CMP_000730,Manufacturing_General,30.01,B,0.0586,0.0472,-0.0731,0.87,4.52,1.09,0.71,0.5,0
CMP_000731,Hospitals_Healthcare,13.09,BBB,0.0181,0.2418,0.092,2.49,3.46,1.79,1.7,0.73,0
CMP_000732,Real_Estate_Residential,138.47,BB,0.0104,0.1261,-0.0286,2.41,4.31,1.51,1.76,0.12,0
CMP_000733,Pharma,53.53,BBB,0.1045,0.1544,0.0647,1.67,4.14,2.01,1.24,0.44,0
CMP_000734,Steel_Primary,10.0,BB,0.0598,0.0778,-0.0175,1.24,4.12,1.6,2.02,0.38,0
CMP_000735,FMCG_Distribution,73.74,BB,0.0738,0.0453,-0.0581,0.9,1.8,1.79,1.24,0.39,0
CMP_000736,Cement,35.53,BB,0.0212,0.0533,-0.005,2.12,3.35,1.21,1.3,0.43,0
CMP_000737,Hospitals_Healthcare,16.66,A,0.0885,0.1508,0.0297,1.25,4.77,1.54,1.84,0.7,0
CMP_000738,Cement,209.01,AA,-0.0041,0.1501,0.0453,1.31,6.19,2.02,1.0,0.61,0
CMP_000739,Steel_Primary,59.49,BBB,0.1075,0.1593,0.0592,1.71,4.56,1.88,1.59,0.56,0
CMP_000740,IT_Services,43.17,C,0.0506,0.0986,0.0108,0.66,2.44,0.81,0.28,0.35,0
CMP_000741,Steel_Secondary,39.66,BBB,0.032,0.0136,-0.059,2.9,5.28,1.31,1.12,0.37,0
CMP_000742,Real_Estate_Commercial,16.27,B,-0.0106,0.2237,0.0719,2.14,3.02,1.2,1.34,0.32,0
CMP_000743,IT_Services,19.23,NR,0.0404,0.1535,0.0497,0.54,4.9,1.44,1.08,0.57,0
CMP_000744,Textiles_Cotton,152.62,A,0.1397,0.0882,0.0057,1.36,4.98,1.77,1.2,0.34,0
CMP_000745,FMCG_Distribution,37.37,BB,0.0657,0.0728,-0.0362,1.55,3.68,1.81,1.19,0.55,0
CMP_000746,Steel_Primary,55.57,BB,0.0182,0.1071,0.0342,0.77,5.19,1.86,1.3,0.35,0
CMP_000747,Pharma,10.64,NR,0.0493,0.1046,-0.0244,1.88,4.67,1.48,1.36,0.57,0
CMP_000748,FMCG_Distribution,19.02,NR,0.0108,0.0388,-0.0263,1.4,4.77,1.14,0.96,0.45,0
CMP_000749,NBFC,88.93,BB,0.0331,0.1505,0.0483,4.71,4.1,1.3,1.07,0.43,0
CMP_000750,Manufacturing_General,73.86,A,0.0753,0.1106,0.0301,1.69,5.42,1.61,1.78,0.66,0
CMP_000751,Chemical,222.01,B,-0.0061,0.0177,-0.0637,2.13,5.06,1.18,0.78,0.16,1
CMP_000752,NBFC,159.87,AA,0.0566,0.2109,0.0825,4.81,5.08,1.63,1.27,0.59,0
CMP_000753,Steel_Secondary,45.4,BB,0.0559,-0.0001,-0.1248,2.1,3.76,1.36,1.08,0.31,0
CMP_000754,Manufacturing_General,79.71,C,0.0219,0.055,-0.0281,1.2,4.32,1.05,1.68,0.3,1
CMP_000755,Infrastructure_Roads,42.38,BBB,0.0201,0.3567,0.1723,2.87,5.21,1.49,1.4,0.8,0
CMP_000756,NBFC,282.55,BB,0.0703,0.1819,0.0584,6.58,3.75,1.54,0.39,0.42,0
CMP_000757,Pharma,136.89,BBB,0.0448,0.139,-0.0144,1.72,5.64,2.01,1.08,0.48,0
CMP_000758,FMCG_Distribution,62.54,BBB,0.0984,0.042,-0.0532,2.36,3.53,1.55,1.54,0.61,0
CMP_000759,Infrastructure_Roads,64.09,BBB,0.1005,0.3375,0.181,2.84,4.9,1.4,1.75,0.65,0
CMP_000760,Manufacturing_General,173.45,BB,0.0141,0.0197,-0.0679,2.08,4.56,1.34,0.59,0.47,0
CMP_000761,Steel_Secondary,86.8,NR,0.0964,-0.0258,-0.0897,2.01,5.4,1.4,1.01,0.37,0
CMP_000762,Textiles_Cotton,189.98,NR,0.012,0.0766,-0.0321,1.75,3.17,1.31,0.87,0.28,0
CMP_000763,Real_Estate_Commercial,10.0,A,0.1266,0.2486,0.0899,1.82,3.6,1.45,1.48,0.67,0
CMP_000764,Manufacturing_General,78.96,B,0.0053,0.0509,-0.0685,1.33,3.87,0.97,1.6,0.35,0
CMP_000765,Pharma,36.15,BB,0.0601,0.1424,0.0204,0.55,4.46,1.11,1.78,0.49,1
CMP_000766,Infrastructure_Roads,222.54,A,0.0794,0.305,0.1416,2.17,4.06,1.58,1.62,0.71,0
CMP_000767,FMCG_Distribution,188.13,AA,0.0521,0.0572,-0.0284,0.88,5.31,1.54,1.39,0.62,0
CMP_000768,Steel_Secondary,56.05,A,0.1161,0.0142,-0.0529,3.02,3.59,2.06,1.44,0.36,0
CMP_000769,Hospitals_Healthcare,186.51,C,-0.0114,0.1379,0.0346,2.03,3.93,1.15,1.26,0.25,1
CMP_000770,Manufacturing_General,227.35,BB,-0.0238,0.0155,-0.0843,1.59,3.4,1.61,0.87,0.44,0
CMP_000771,Hospitals_Healthcare,57.95,BB,-0.0743,0.1312,0.0393,3.62,3.64,0.93,1.69,0.58,0
CMP_000772,Manufacturing_General,394.47,A,0.0473,0.1175,0.0502,0.8,5.5,1.64,1.54,0.48,0
CMP_000773,Cement,53.25,BB,0.0987,0.0583,-0.0541,1.61,4.46,1.45,0.61,0.34,0
CMP_000774,Infrastructure_Roads,45.99,AAA,0.1463,0.3188,0.1563,3.72,5.53,2.32,1.37,0.85,0
CMP_000775,Manufacturing_General,109.15,BBB,0.0358,0.0212,-0.0572,1.26,5.19,1.34,0.7,0.53,0
CMP_000776,Textiles_Cotton,41.14,BB,0.0356,0.0688,-0.0566,1.11,4.34,1.05,1.3,0.29,0
CMP_000777,Real_Estate_Commercial,58.46,A,0.0612,0.2151,0.0772,4.62,5.9,1.75,1.56,0.65,0
CMP_000778,Real_Estate_Commercial,168.6,B,-0.0213,0.1455,0.0277,4.5,2.18,1.03,1.53,0.47,1
CMP_000779,NBFC,55.44,A,0.0521,0.1692,0.0843,5.01,4.95,2.28,2.07,0.6,0
CMP_000780,Real_Estate_Residential,14.07,BB,0.0991,0.1151,-0.0259,2.92,4.17,1.65,1.3,0.19,0
CMP_000781,Pharma,73.25,BBB,0.0895,0.0909,-0.0224,1.7,4.31,1.51,1.36,0.57,0
CMP_000782,Textiles_Cotton,31.28,BBB,0.091,0.1377,0.0244,0.52,5.15,1.62,0.89,0.3,0
CMP_000783,Steel_Secondary,109.09,AA,0.0333,-0.0087,-0.0513,1.59,5.09,1.73,1.05,0.39,0
CMP_000784,Textiles_Cotton,95.29,AAA,0.0964,0.0926,-0.0237,3.1,5.72,1.31,0.89,0.45,0
CMP_000785,FMCG_Distribution,177.17,C,-0.0761,-0.0186,-0.1353,0.86,2.2,1.07,0.44,0.2,1
CMP_000786,NBFC,112.85,A,0.1213,0.1819,0.0972,3.21,6.77,1.64,1.01,0.76,0
CMP_000787,Cement,130.61,B,0.0357,0.0646,0.0003,2.32,3.07,1.33,1.21,0.36,0
CMP_000788,IT_Services,31.97,NR,-0.0533,0.1117,-0.0622,0.74,3.74,0.95,1.34,0.43,0
CMP_000789,Chemical,103.88,A,0.1459,0.1634,0.083,1.65,4.62,1.9,1.24,0.48,0
CMP_000790,Manufacturing_General,263.69,A,0.0076,0.0718,-0.0155,1.93,4.8,1.85,1.55,0.62,0
CMP_000791,NBFC,31.47,BB,0.0718,0.0902,-0.0061,5.56,3.59,1.45,1.21,0.42,0
CMP_000792,IT_Services,230.39,NR,0.0408,0.1209,0.0383,0.76,4.13,1.74,0.87,0.63,0
CMP_000793,NBFC,35.18,C,-0.0309,0.1341,0.0445,4.57,3.68,0.56,0.1,0.27,1
CMP_000794,Manufacturing_General,27.62,BBB,0.0687,0.0907,0.0187,2.09,2.58,1.73,1.13,0.4,0
CMP_000795,FMCG_Distribution,69.2,B,-0.0368,0.0094,-0.0528,1.69,3.2,1.17,0.57,0.37,0
CMP_000796,Chemical,96.81,A,-0.0436,0.1194,0.0076,2.08,4.21,1.58,1.57,0.33,0
CMP_000797,Pharma,113.23,NR,0.0291,0.1221,0.0038,1.32,6.4,1.34,1.36,0.53,0
CMP_000798,Real_Estate_Residential,25.29,NR,0.0316,0.1079,0.0115,3.81,4.84,1.06,1.72,0.28,0
CMP_000799,Chemical,77.3,A,0.1137,0.1139,0.0422,2.42,6.15,2.03,1.2,0.35,0
CMP_000800,Real_Estate_Residential,31.55,BBB,0.0631,0.2079,0.1142,3.62,4.71,1.73,1.08,0.35,0
CMP_000801,Manufacturing_General,16.59,AA,0.0961,0.1415,0.0601,1.51,5.12,2.33,1.21,0.72,0
CMP_000802,Pharma,25.97,A,0.0486,0.2188,0.0894,0.86,5.27,2.34,1.9,0.68,0
CMP_000803,NBFC,29.94,B,0.0093,0.1619,0.061,10.08,4.41,0.77,0.95,0.33,0
CMP_000804,Cement,82.87,BBB,0.0223,0.1002,-0.0006,0.92,5.64,1.45,1.65,0.54,0
CMP_000805,Real_Estate_Commercial,137.25,AA,0.0383,0.2142,0.0688,1.84,5.18,1.84,1.8,0.73,0
CMP_000806,Chemical,16.8,BBB,0.045,0.1086,0.0134,1.41,3.97,1.86,1.73,0.43,0
CMP_000807,Chemical,72.35,NR,0.0531,0.0783,-0.0141,0.85,4.74,1.8,1.17,0.21,0
CMP_000808,IT_Services,21.3,BB,-0.0108,0.1432,0.0012,1.13,3.12,1.03,1.39,0.54,0
CMP_000809,Manufacturing_General,90.31,BBB,0.0623,0.094,-0.0211,1.49,4.94,1.5,1.07,0.61,0
CMP_000810,Agri_Food,33.18,A,0.1104,0.0228,-0.0589,1.75,5.36,2.11,1.55,0.42,0
CMP_000811,Hospitals_Healthcare,23.55,NR,0.0404,0.2153,0.0738,1.69,4.17,1.04,1.97,0.61,0
CMP_000812,Manufacturing_General,103.52,B,-0.0102,0.0603,-0.0754,3.1,3.11,1.03,0.59,0.41,0
CMP_000813,Chemical,34.14,A,0.1062,0.0779,-0.0366,2.51,4.48,1.86,1.65,0.4,0
CMP_000814,FMCG_Distribution,42.4,AA,0.0962,0.0723,-0.0005,0.56,4.64,2.33,0.95,0.62,0
CMP_000815,IT_Services,10.0,AA,0.0709,0.1789,0.0594,1.48,4.1,1.31,1.81,0.78,0
CMP_000816,NBFC,116.42,A,0.1038,0.2114,0.1251,3.57,4.41,1.7,1.38,0.58,0
CMP_000817,Cement,105.29,BBB,0.0874,0.1306,0.0174,1.84,3.32,1.75,1.13,0.63,0
CMP_000818,Manufacturing_General,54.84,D,0.0056,0.0459,-0.0472,3.17,3.33,1.36,1.28,0.21,1
CMP_000819,Steel_Secondary,16.09,BBB,0.1705,0.0215,-0.0513,2.36,4.89,1.77,1.27,0.33,0
CMP_000820,Hospitals_Healthcare,143.67,B,-0.0142,0.1372,0.0369,2.95,3.89,0.76,0.84,0.51,0
CMP_000821,Manufacturing_General,32.04,BBB,0.0454,0.0739,-0.0233,3.35,4.16,1.23,1.53,0.49,0
CMP_000822,Steel_Secondary,37.99,BB,0.0888,-0.0194,-0.0976,4.17,3.8,1.78,0.37,0.3,0
CMP_000823,Cement,347.11,BB,0.0555,0.0894,-0.0152,1.48,3.33,1.52,1.25,0.36,0
CMP_000824,Pharma,31.1,A,0.113,0.1479,0.061,1.11,5.22,1.41,2.0,0.6,0
CMP_000825,Chemical,98.87,BBB,0.0791,0.082,-0.0284,1.34,3.47,1.76,1.53,0.32,0
CMP_000826,Steel_Secondary,85.6,BB,0.0849,-0.05,-0.1442,4.73,3.56,1.28,0.62,0.1,0
CMP_000827,Steel_Secondary,74.6,AA,0.0461,0.0365,-0.0445,2.81,4.4,1.07,1.04,0.45,0
CMP_000828,Real_Estate_Commercial,68.42,BBB,0.1212,0.208,0.1006,2.03,5.84,0.99,1.31,0.72,0
CMP_000829,IT_Services,73.78,BBB,0.0882,0.1521,0.0057,1.39,4.96,1.7,2.02,0.64,0
CMP_000830,Textiles_Cotton,67.87,NR,0.012,0.0863,-0.0179,4.29,4.26,2.07,1.3,0.27,0
CMP_000831,IT_Services,52.38,BBB,0.066,0.2242,0.0643,1.74,3.63,1.68,2.87,0.45,0
CMP_000832,Manufacturing_General,182.92,B,0.0312,0.0784,-0.0062,1.56,2.48,0.54,0.76,0.35,0
CMP_000833,Manufacturing_General,19.1,BBB,0.057,0.0859,-0.0088,1.49,5.18,1.26,1.72,0.6,0
CMP_000834,IT_Services,123.61,B,-0.0596,0.1489,0.0532,0.86,5.34,1.54,2.06,0.5,0
CMP_000835,Cement,105.41,BBB,0.0334,0.1494,0.0484,4.4,4.92,1.84,1.3,0.64,0
CMP_000836,Chemical,95.46,C,0.0451,0.0049,-0.0799,2.78,3.31,1.01,1.04,0.13,1
CMP_000837,Steel_Primary,133.43,BBB,0.104,0.1403,0.0083,2.71,4.69,1.48,1.08,0.43,0
CMP_000838,NBFC,50.7,BBB,0.0527,0.1299,0.0111,6.85,4.36,1.73,1.14,0.37,0
CMP_000839,NBFC,12.24,BB,0.0951,0.2254,0.0958,4.34,4.47,1.83,0.99,0.36,0
CMP_000840,Manufacturing_General,51.53,BBB,0.1123,0.0865,-0.0187,1.7,4.06,1.84,1.5,0.53,0
CMP_000841,Real_Estate_Residential,24.71,A,0.0806,0.2384,0.1429,3.64,3.83,1.38,1.31,0.34,0
CMP_000842,Manufacturing_General,30.4,AA,0.0606,0.1692,0.0738,2.75,5.07,2.05,1.24,0.49,0
CMP_000843,Agri_Food,20.21,AAA,0.11,0.0832,-0.0113,1.44,6.25,1.72,1.33,0.37,0
CMP_000844,Manufacturing_General,37.27,B,0.0401,0.0132,-0.0763,1.98,3.89,0.94,0.78,0.32,1
CMP_000845,Cement,33.88,A,0.1124,0.1365,0.0193,1.89,3.9,1.58,1.19,0.53,0
CMP_000846,Manufacturing_General,10.0,A,0.1171,0.1036,0.0363,0.88,4.61,1.73,1.24,0.59,0
CMP_000847,Agri_Food,95.6,BB,-0.0006,0.0296,-0.0315,2.48,4.68,1.6,0.74,0.1,0
CMP_000848,IT_Services,322.55,BBB,0.0313,0.1516,0.0253,1.13,6.01,1.15,1.53,0.51,0
CMP_000849,NBFC,88.68,BBB,-0.0041,0.1708,0.0196,4.94,5.98,1.41,0.87,0.44,0
CMP_000850,Manufacturing_General,46.42,A,0.1075,0.0698,-0.0004,1.22,4.52,1.55,1.25,0.5,0
CMP_000851,Real_Estate_Commercial,52.26,NR,0.04,0.2148,0.0712,1.75,4.62,1.68,1.5,0.55,0
CMP_000852,Textiles_Cotton,38.99,B,0.0479,0.0546,-0.0367,5.8,3.72,0.96,0.25,0.15,1
CMP_000853,FMCG_Distribution,58.68,B,-0.0214,0.02,-0.0649,1.25,3.59,1.18,1.46,0.28,0
CMP_000854,Textiles_Cotton,53.01,BBB,0.13,0.0903,-0.0335,1.3,4.65,1.87,1.35,0.45,0
CMP_000855,Textiles_Cotton,27.86,BB,-0.0047,0.0234,-0.0636,5.11,3.89,1.34,0.81,0.24,0
CMP_000856,Manufacturing_General,209.83,A,0.1155,0.1175,-0.0127,2.28,5.8,2.17,0.92,0.6,0
CMP_000857,IT_Services,16.61,AAA,0.0688,0.2278,0.0858,0.4,3.98,1.8,2.05,0.79,0
CMP_000858,Pharma,97.0,AAA,0.0869,0.1508,0.0253,3.24,5.49,2.37,1.64,0.62,0
CMP_000859,Manufacturing_General,50.35,BBB,0.0504,0.087,0.034,1.4,5.51,2.09,0.77,0.31,0
CMP_000860,Infrastructure_Roads,249.8,BBB,0.0386,0.3012,0.1435,4.48,5.5,1.67,1.04,0.69,0
CMP_000861,IT_Services,71.71,BBB,0.0996,0.2299,0.0794,1.77,5.15,1.79,2.34,0.58,0
CMP_000862,Pharma,40.94,AAA,0.0991,0.1988,0.0699,1.51,4.61,2.04,1.66,0.7,0
CMP_000863,IT_Services,44.78,BBB,-0.0142,0.1901,0.0845,0.89,5.03,1.79,2.3,0.64,0
CMP_000864,Cement,56.37,BB,0.0371,0.0586,-0.0706,0.85,5.12,1.46,1.27,0.28,0
CMP_000865,Pharma,21.88,BBB,0.0779,0.1475,0.0506,3.12,4.16,1.95,1.86,0.58,0
CMP_000866,Manufacturing_General,29.56,BB,0.0808,0.0592,-0.0393,3.23,4.16,1.49,1.34,0.45,0
CMP_000867,Textiles_Cotton,13.09,A,0.0569,0.0862,0.0083,0.93,4.61,2.1,1.36,0.25,0
CMP_000868,FMCG_Distribution,26.09,B,0.0131,-0.0297,-0.0823,2.77,3.12,0.84,1.43,0.39,1
CMP_000869,Chemical,58.86,BBB,0.0663,0.0658,-0.014,1.93,4.13,1.61,1.23,0.49,0
CMP_000870,Steel_Primary,69.42,A,0.1188,0.134,0.0319,1.23,4.95,2.02,0.94,0.51,0
CMP_000871,Textiles_Cotton,11.21,A,0.0194,0.1098,0.0071,1.56,3.87,1.32,0.61,0.41,0
CMP_000872,NBFC,48.92,BB,0.0777,0.1513,0.0156,4.99,3.32,1.6,0.79,0.35,0
CMP_000873,Cement,85.69,B,0.0118,0.0585,-0.0565,2.77,2.8,1.37,1.33,0.36,1
CMP_000874,Manufacturing_General,47.93,BBB,0.0484,0.1371,0.0211,1.44,4.55,2.0,1.04,0.52,0
CMP_000875,Manufacturing_General,32.88,A,0.1689,0.1078,0.009,1.57,3.8,1.69,1.53,0.65,0
CMP_000876,Real_Estate_Residential,39.26,B,0.0295,0.0997,-0.0313,12.0,1.91,1.33,0.98,0.12,0
CMP_000877,Real_Estate_Residential,35.42,BB,0.0742,0.1082,0.0274,4.52,4.95,1.18,0.87,0.17,0
CMP_000878,Manufacturing_General,32.81,BBB,0.0918,0.0453,-0.0185,2.94,3.52,1.49,0.3,0.49,0
CMP_000879,Textiles_Cotton,62.74,BBB,0.0238,0.0925,-0.0002,1.29,4.37,2.06,0.64,0.27,0
CMP_000880,Textiles_Cotton,345.9,A,0.0119,0.0795,0.0059,0.92,5.63,1.75,1.89,0.41,0
CMP_000881,Real_Estate_Residential,30.12,BB,0.0781,0.1132,-0.0326,7.71,2.73,1.15,0.95,0.15,1
CMP_000882,Manufacturing_General,42.33,BBB,0.0196,0.0988,0.023,3.28,3.17,1.48,0.14,0.41,0
CMP_000883,Manufacturing_General,52.39,NR,0.0024,0.151,0.0454,4.08,3.97,1.44,1.3,0.52,0
CMP_000884,Infrastructure_Roads,31.5,BBB,0.1183,0.27,0.1404,2.86,5.45,1.55,1.9,0.75,0
CMP_000885,Manufacturing_General,131.45,BBB,0.0279,0.1183,0.0119,3.25,4.45,1.44,1.38,0.49,0
CMP_000886,Real_Estate_Residential,10.0,BBB,0.0353,0.1742,0.086,0.72,4.4,1.42,1.02,0.29,0
CMP_000887,Textiles_Cotton,35.7,C,0.0988,0.0008,-0.1206,4.43,3.01,0.77,0.1,0.1,1
CMP_000888,Manufacturing_General,105.07,B,-0.0361,0.0643,-0.0663,3.95,3.96,1.22,0.81,0.27,0
CMP_000889,Textiles_Cotton,43.15,BBB,0.024,0.1232,0.046,1.46,5.75,1.37,0.49,0.37,0
CMP_000890,Real_Estate_Commercial,28.31,BB,0.0484,0.1972,0.0972,3.82,6.81,1.89,1.28,0.66,0
CMP_000891,FMCG_Distribution,77.68,BBB,0.0629,0.0519,-0.0254,0.94,4.45,1.54,0.84,0.48,0
CMP_000892,Hospitals_Healthcare,112.74,BBB,0.0339,0.2007,0.0628,1.65,5.71,1.71,2.24,0.54,0
CMP_000893,Cement,64.62,A,0.037,0.1407,0.0516,1.12,5.63,1.85,1.81,0.52,0
CMP_000894,Real_Estate_Residential,28.76,BBB,0.1374,0.1831,0.031,6.39,4.89,1.16,1.72,0.36,0
CMP_000895,Textiles_Cotton,78.65,A,0.1016,0.1065,0.0194,1.45,3.26,1.74,0.77,0.42,0
CMP_000896,Steel_Secondary,39.58,C,0.0445,-0.0294,-0.0636,2.49,2.97,1.59,0.64,0.0,1
CMP_000897,FMCG_Distribution,99.1,BBB,0.0591,0.0193,-0.0654,0.74,4.09,1.33,0.93,0.59,0
CMP_000898,Manufacturing_General,178.86,NR,0.0515,0.0628,-0.0102,1.82,4.04,1.94,0.65,0.29,1
CMP_000899,Manufacturing_General,10.0,BBB,0.1002,0.0712,-0.0251,2.0,4.16,1.68,1.4,0.48,0
CMP_000900,Textiles_Cotton,59.67,BB,0.0179,0.0315,-0.0417,3.45,3.74,1.62,1.04,0.32,0
CMP_000901,Manufacturing_General,13.62,BBB,0.0875,0.087,-0.0277,1.11,6.3,1.74,1.46,0.62,0
CMP_000902,Textiles_Cotton,385.07,A,0.1074,0.0952,-0.0094,2.51,5.78,1.99,0.69,0.42,0
CMP_000903,NBFC,37.54,BBB,0.128,0.1925,0.0516,5.56,2.79,1.87,1.14,0.42,0
CMP_000904,Cement,99.2,AA,0.1663,0.1107,0.0315,0.8,4.74,1.78,1.72,0.66,0
CMP_000905,FMCG_Distribution,53.08,BB,0.0689,0.0206,-0.0237,1.1,4.91,1.44,1.06,0.51,0
CMP_000906,Hospitals_Healthcare,28.72,BBB,0.1207,0.217,0.0755,1.58,5.69,1.25,1.52,0.71,0
CMP_000907,Steel_Secondary,26.11,BB,-0.0546,0.0078,-0.0584,2.78,3.72,1.65,0.27,0.31,0
CMP_000908,Textiles_Cotton,194.13,A,0.1417,0.1107,0.0111,1.53,4.57,1.71,0.35,0.3,0
CMP_000909,Steel_Primary,117.3,A,0.0491,0.163,0.0635,1.37,4.78,1.45,2.22,0.53,0
CMP_000910,NBFC,258.49,BBB,0.0595,0.1991,0.0965,4.3,5.01,1.43,1.19,0.49,0
CMP_000911,Textiles_Cotton,57.07,D,0.0227,-0.0114,-0.1494,10.33,1.65,0.93,0.36,0.04,0
CMP_000912,NBFC,68.74,BB,0.0453,0.1651,-0.0055,4.99,2.42,1.14,1.24,0.51,0
CMP_000913,Cement,44.09,BBB,0.0737,0.1423,0.0427,2.65,5.4,1.57,1.09,0.61,0
CMP_000914,Pharma,43.39,BBB,0.1316,0.2197,0.0509,2.44,3.66,1.13,1.56,0.6,0
