Company_ID,Litigation_Count,NCLT_Active_Flag,Fraud_Keywords_Count,Negative_News_Sentiment,Promoter_Disputes_Flag,Governance_Issues_Flag,Related_Party_Anomaly_Flag,DIN_Disqualification_Flag,Auditor_Qualified_Opinion_Flag,SARFAESI_Action_Flag,Default_Flag
CMP_001239,4,1,0,-1.0,0,1,0,0,0,0,1
CMP_001240,4,0,0,-0.59,0,0,0,0,0,0,0
CMP_001241,0,0,0,-0.3,0,0,0,0,0,0,0
CMP_001242,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_001243,0,0,0,-0.71,0,1,0,0,0,0,0
CMP_001244,0,0,0,-0.41,0,0,0,0,0,0,0
CMP_001245,0,0,0,0.02,0,0,0,0,0,0,0
CMP_001246,0,0,0,-0.38,0,0,0,0,0,0,0
CMP_001247,2,0,0,-0.83,0,0,0,0,0,0,1
CMP_001248,0,0,0,-0.51,0,0,0,0,0,0,0
CMP_001249,0,0,0,0.03,0,0,0,0,0,0,0
CMP_001250,0,0,0,-0.52,0,0,0,0,0,0,0
CMP_001251,0,0,0,-0.33,0,0,1,0,0,0,0
CMP_001252,0,0,0,-0.43,0,0,0,0,0,0,0
CMP_001253,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_001254,0,0,0,-0.21,0,0,0,0,0,0,0
CMP_001255,0,0,0,-0.18,0,1,0,0,0,0,0
CMP_001256,1,0,0,-0.35,0,0,0,0,0,0,0
CMP_001257,1,0,0,-0.61,0,1,0,0,0,0,0
CMP_001258,0,0,0,-0.51,0,0,0,0,0,0,0
CMP_001259,0,0,0,-0.55,0,0,0,0,0,0,0
CMP_001260,1,0,0,-0.45,0,0,0,0,0,0,0
CMP_001261,0,0,0,-0.61,0,0,0,0,0,0,0
CMP_001262,0,0,0,-0.35,0,0,0,0,0,0,0
CMP_001263,0,0,0,-0.63,0,0,0,0,1,0,0
CMP_001264,0,0,1,-0.76,0,0,0,0,0,0,0
CMP_001265,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_001266,0,0,0,-0.59,0,0,0,0,0,0,0
CMP_001267,0,0,0,-0.05,0,0,0,0,0,0,0
CMP_001268,0,0,0,-0.66,0,0,0,0,1,0,0
CMP_001269,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_001270,0,0,0,-0.24,0,0,0,0,0,0,0
CMP_001271,1,0,0,-1.0,0,1,1,0,1,1,1
CMP_001272,0,0,0,-0.41,0,0,0,0,0,0,0
CMP_001273,0,0,0,-0.18,0,0,0,0,0,0,0
CMP_001274,1,0,0,-0.15,0,1,0,0,0,0,0
CMP_001275,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_001276,0,0,0,-0.1,0,0,0,0,0,0,0
CMP_001277,0,0,0,-0.84,0,0,0,0,0,0,0
CMP_001278,1,0,0,-0.56,0,0,0,0,0,0,0
CMP_001279,0,0,0,-0.05,0,0,0,0,0,0,0
CMP_001280,3,0,0,-0.51,0,0,0,0,0,0,0
CMP_001281,0,0,0,-0.76,0,0,0,0,0,0,0
CMP_001282,0,0,0,-0.14,0,0,0,0,0,0,0
CMP_001283,0,0,0,-0.74,0,1,0,0,0,0,0
CMP_001284,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_001285,0,0,0,-0.46,0,0,0,0,0,0,0
CMP_001286,1,0,0,-0.62,0,0,0,0,0,0,0
CMP_001287,1,0,0,-0.53,0,0,0,0,0,0,0
CMP_001288,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_001289,1,0,0,-0.52,0,0,0,0,0,0,0
CMP_001290,0,0,0,-0.36,0,0,0,0,0,0,0
CMP_001291,0,0,0,-0.07,0,0,0,0,0,0,0
CMP_001292,0,0,0,-0.51,0,0,0,0,0,0,0
CMP_001293,1,0,0,-0.2,0,0,0,0,0,0,0
CMP_001294,0,0,0,-0.8,0,0,0,0,0,0,0
CMP_001295,2,0,1,-0.57,0,0,0,0,0,0,0
CMP_001296,0,0,0,-0.58,0,0,0,0,0,0,0
CMP_001297,0,0,0,-0.42,0,0,0,0,0,0,0
CMP_001298,0,0,0,-0.39,0,0,0,0,0,0,0
CMP_001299,0,0,0,-0.49,0,0,0,0,0,0,0
CMP_001300,2,0,0,-0.46,1,0,0,0,0,0,0
CMP_001301,0,0,0,-0.63,0,0,0,0,0,0,0
CMP_001302,0,0,0,-0.36,0,0,0,0,0,0,0
CMP_001303,0,0,0,-0.15,0,1,0,0,0,0,0
CMP_001304,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_001305,0,0,0,-0.38,0,0,0,0,0,0,0
CMP_001306,0,0,0,-0.56,0,0,0,0,0,0,0
CMP_001307,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_001308,0,0,0,-0.52,0,0,0,0,1,0,0
CMP_001309,2,0,0,-0.89,0,0,1,0,0,0,0
CMP_001310,0,0,0,0.12,0,0,0,0,0,0,0
CMP_001311,1,0,0,-0.4,0,1,0,0,0,0,0
CMP_001312,3,0,0,-0.49,0,0,0,0,0,0,0
CMP_001313,0,0,0,-0.43,0,0,0,0,0,0,0
CMP_001314,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_001315,0,0,0,-0.66,0,0,0,0,0,0,0
CMP_001316,1,0,0,-0.74,0,0,0,0,0,0,0
CMP_001317,0,0,0,-0.47,0,1,0,0,0,0,0
CMP_001318,1,0,0,-0.47,0,1,0,0,0,0,0
CMP_001319,0,0,0,0.06,0,0,1,0,0,0,0
CMP_001320,0,0,0,-0.41,0,0,0,0,0,0,0
CMP_001321,0,0,0,-0.17,0,0,0,0,0,0,0
CMP_001322,0,0,0,-0.29,0,0,0,0,0,0,0
CMP_001323,0,0,0,-0.28,0,0,0,0,0,0,0
CMP_001324,0,0,0,-0.32,0,0,0,0,0,0,0
CMP_001325,0,0,0,-0.42,0,0,0,0,0,0,0
CMP_001326,1,0,0,-0.4,0,0,0,0,0,0,0
CMP_001327,0,0,0,-0.35,0,0,0,0,0,0,0
CMP_001328,0,0,0,0.04,0,0,0,0,0,0,0
CMP_001329,0,0,0,-0.27,0,0,0,0,0,0,0
CMP_001330,0,0,0,0.06,0,0,0,0,0,0,0
CMP_001331,0,0,0,-0.6,0,0,0,0,0,0,0
CMP_001332,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_001333,0,0,0,-0.27,0,0,0,0,0,0,0
CMP_001334,0,0,0,0.05,0,0,0,0,0,0,0
CMP_001335,0,0,0,-0.62,0,0,0,0,0,0,0
CMP_001336,0,0,0,-0.14,0,0,0,0,0,0,0
CMP_001337,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_001338,0,0,0,-0.24,0,0,0,0,0,0,0
CMP_001339,1,0,0,-0.32,0,0,0,0,0,0,0
CMP_001340,0,0,0,-0.3,0,0,0,0,0,0,0
CMP_001341,1,0,0,-0.21,0,0,0,0,0,0,0
CMP_001342,0,0,0,-0.51,0,0,0,0,0,0,0
CMP_001343,1,0,0,-0.54,0,0,0,0,1,0,0
CMP_001344,0,0,0,-0.56,0,0,0,0,0,0,0
CMP_001345,0,0,0,-0.05,0,0,0,0,0,0,0
CMP_001346,0,0,0,-0.4,0,0,0,0,0,0,0
CMP_001347,0,0,0,-0.63,0,0,0,0,0,0,0
CMP_001348,0,0,0,-0.88,0,0,0,0,0,0,0
CMP_001349,1,0,0,-0.65,0,0,0,0,0,0,0
CMP_001350,1,0,0,-0.33,0,1,0,0,0,0,0
CMP_001351,0,0,0,-0.86,0,0,0,0,0,0,0
CMP_001352,0,0,0,0.0,0,0,0,0,0,0,0
CMP_001353,0,0,0,0.03,0,1,0,0,0,0,0
CMP_001354,3,0,0,-0.65,0,1,0,0,0,1,1
CMP_001355,0,0,0,-0.49,0,0,0,0,0,0,0
CMP_001356,0,0,0,-0.42,0,0,1,0,0,0,0
CMP_001357,0,0,0,-0.32,0,0,0,0,0,0,0
CMP_001358,1,0,0,-0.82,0,0,0,0,0,0,0
CMP_001359,0,0,0,-0.93,0,0,0,0,0,0,0
CMP_001360,0,0,0,-0.19,0,0,0,0,0,0,0
CMP_001361,0,0,0,-0.44,0,0,0,0,0,0,0
CMP_001362,0,0,0,0.0,0,0,0,0,0,0,0
CMP_001363,0,0,0,-0.58,0,0,0,0,0,0,0
CMP_001364,0,0,0,-0.26,0,0,0,0,0,0,0
CMP_001365,2,0,0,-0.6,0,1,0,0,0,0,0
CMP_001366,0,0,0,-0.46,0,0,0,0,0,0,0
CMP_001367,0,0,0,-0.03,0,0,0,0,0,0,0
CMP_001368,0,0,0,-0.72,0,0,1,0,0,0,0
CMP_001369,0,0,0,-0.44,0,0,0,0,1,0,0
CMP_001370,0,0,0,-0.71,0,1,1,0,0,0,0
CMP_001371,1,0,0,-0.39,0,0,1,0,0,0,0
CMP_001372,0,0,0,-0.43,0,0,0,0,0,0,0
CMP_001373,2,1,1,-0.79,0,0,1,0,1,1,1
CMP_001374,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_001375,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_001376,0,0,0,-0.36,0,0,0,0,0,0,0
CMP_001377,3,0,0,-0.39,0,0,1,0,0,0,0
CMP_001378,0,0,0,-0.21,0,0,0,0,0,0,1
CMP_001379,2,0,0,-0.63,0,0,1,0,0,1,1
CMP_001380,0,0,0,-0.87,0,0,0,0,1,0,0
CMP_001381,0,0,0,-0.46,0,0,0,0,0,0,0
CMP_001382,0,0,0,-0.3,0,0,0,0,0,0,0
CMP_001383,0,0,0,-0.26,0,0,1,0,0,0,0
CMP_001384,1,0,0,-0.42,0,0,0,0,0,0,0
CMP_001385,1,0,0,-0.58,0,0,0,0,0,0,0
CMP_001386,0,0,0,-0.27,0,0,0,0,0,0,0
CMP_001387,0,0,0,-0.49,0,0,0,0,0,0,0
CMP_001388,0,0,0,-0.18,0,0,0,0,0,0,0
CMP_001389,0,0,0,-0.36,0,0,0,0,0,0,0
CMP_001390,0,0,0,-0.04,0,0,0,0,0,0,0
CMP_001391,1,0,0,-0.55,0,0,0,0,1,0,0
CMP_001392,1,0,0,-0.63,0,0,0,0,0,0,0
CMP_001393,1,0,0,-0.39,0,0,0,0,0,0,0
CMP_001394,2,0,0,-0.64,0,0,0,0,0,0,0
CMP_001395,0,0,0,-0.1,0,0,0,0,0,0,0
CMP_001396,0,0,0,-0.48,0,0,0,0,0,0,0
CMP_001397,0,0,0,-0.59,0,0,0,0,1,0,0
CMP_001398,2,0,0,-0.53,0,0,0,0,0,0,0
CMP_001399,2,0,0,-0.55,0,0,0,0,0,0,0
CMP_001400,1,0,0,-0.63,0,0,0,0,0,0,0
CMP_001401,2,1,0,-0.88,0,1,0,0,1,1,1
CMP_001402,0,0,0,-0.72,0,0,0,0,0,0,0
CMP_001403,0,0,0,-0.81,0,1,0,0,0,0,1
CMP_001404,0,0,0,-0.4,0,0,0,0,0,0,0
CMP_001405,2,0,0,-0.99,1,1,0,0,0,0,0
CMP_001406,1,0,0,-0.45,0,0,0,0,0,0,0
CMP_001407,0,0,0,-0.29,0,0,0,0,0,0,0
CMP_001408,1,0,0,-0.25,0,0,0,0,0,0,0
CMP_001409,0,0,0,-0.44,1,0,0,0,0,0,0
CMP_001410,0,0,0,-0.26,0,0,0,0,0,0,0
CMP_001411,0,0,0,-0.51,0,0,1,0,0,0,0
CMP_001412,1,0,0,-0.45,0,1,0,0,0,0,1
CMP_001413,1,0,0,-0.45,0,0,0,0,0,0,0
CMP_001414,0,0,0,-0.11,0,0,0,0,0,0,0
CMP_001415,1,0,0,-0.19,0,0,0,0,0,0,0
CMP_001416,0,0,0,-0.64,0,0,0,0,0,0,0
CMP_001417,5,1,0,-0.87,0,0,0,0,0,1,1
CMP_001418,0,0,0,-0.32,0,0,0,0,0,0,0
CMP_001419,0,0,0,0.03,0,0,0,0,0,0,0
CMP_001420,0,0,0,-0.38,0,0,0,0,0,0,0
CMP_001421,0,0,0,-0.41,0,0,0,0,0,0,0
CMP_001422,1,0,0,-0.15,0,0,0,0,0,0,0
CMP_001423,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_001424,0,0,0,-0.41,0,0,0,0,0,0,0
CMP_001425,0,0,0,-0.06,0,0,0,0,1,0,0
CMP_001426,2,0,0,-0.73,0,0,0,0,0,0,0
CMP_001427,0,0,0,-0.69,0,0,0,0,0,0,0
CMP_001428,0,0,0,-0.32,0,0,0,0,0,0,0
CMP_001429,0,0,0,-0.45,0,0,0,0,0,0,0
CMP_001430,1,0,0,-0.75,0,0,0,0,0,0,0
CMP_001431,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_001432,3,0,0,-0.51,0,0,0,0,0,1,1
CMP_001433,0,0,0,-0.32,0,0,0,0,0,0,0
CMP_001434,1,0,0,-0.52,0,1,0,0,0,0,0
CMP_001435,0,0,0,-0.4,0,1,0,0,0,0,0
CMP_001436,1,0,0,-0.31,0,0,0,0,0,0,0
CMP_001437,0,0,0,-0.55,0,0,0,0,0,0,0
CMP_001438,0,0,0,0.01,0,0,0,0,0,0,0
CMP_001439,0,0,0,-0.32,0,0,0,0,0,0,0
CMP_001440,0,0,0,-0.33,0,0,0,0,0,0,0
CMP_001441,0,0,0,-0.4,0,1,1,0,0,0,0
CMP_001442,2,0,0,-0.93,0,0,0,0,0,0,0
CMP_001443,0,0,0,-0.13,0,0,0,0,0,0,0
CMP_001444,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_001445,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_001446,0,0,0,-0.42,0,0,0,0,0,0,0
CMP_001447,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_001448,0,0,0,-0.74,0,0,0,0,0,0,0
CMP_001449,0,0,0,-0.38,0,0,0,0,0,0,0
CMP_001450,1,0,0,-0.65,1,0,1,0,0,0,0
CMP_001451,0,0,0,-0.51,0,1,0,0,0,0,0
CMP_001452,0,0,0,-0.77,0,0,0,0,0,0,0
CMP_001453,0,0,0,-0.61,0,0,0,0,0,0,0
CMP_001454,2,0,0,-0.61,0,1,0,0,1,0,0
CMP_001455,0,0,0,-0.49,0,0,0,0,0,0,0
CMP_001456,0,0,0,-0.67,0,0,0,0,0,0,0
CMP_001457,2,0,0,-0.23,0,0,0,0,0,0,0
CMP_001458,0,0,0,-0.33,0,0,0,0,0,0,0
CMP_001459,0,0,0,-0.45,0,0,0,0,0,0,0
CMP_001460,0,0,0,-0.43,0,0,0,0,0,0,0
CMP_001461,0,0,0,-0.67,0,0,0,0,0,0,0
CMP_001462,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_001463,0,0,0,-0.49,0,0,0,0,0,0,0
CMP_001464,1,0,0,-0.74,0,0,0,0,0,0,0
CMP_001465,0,0,0,-0.02,0,0,0,0,0,0,0
CMP_001466,0,0,0,-0.54,0,0,0,0,0,0,0
CMP_001467,0,0,0,-0.24,0,0,0,0,0,0,0
CMP_001468,2,0,0,-0.41,0,0,0,0,0,0,0
CMP_001469,2,0,0,-0.42,0,0,0,0,0,0,0
CMP_001470,0,0,0,-0.65,0,0,0,0,0,0,0
CMP_001471,0,0,0,-0.64,0,0,0,0,1,0,1
CMP_001472,0,0,0,-0.69,0,0,0,0,0,0,0
CMP_001473,0,0,0,-0.47,0,0,0,0,0,0,0
CMP_001474,0,0,0,-0.56,0,0,0,0,0,0,0
CMP_001475,4,0,0,-1.0,0,0,0,0,0,1,1
CMP_001476,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_001477,0,0,0,-0.59,0,0,0,0,0,0,0
CMP_001478,0,0,0,-0.56,0,0,0,0,0,0,0
CMP_001479,0,0,0,-0.29,0,0,0,0,0,0,0
CMP_001480,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_001481,0,0,0,-0.66,0,0,0,0,0,0,0
CMP_001482,0,0,0,-0.53,0,0,0,0,0,0,0
CMP_001483,0,0,0,-0.04,0,0,0,0,0,0,0
CMP_001484,0,0,0,-0.45,0,0,0,0,0,0,0
CMP_001485,0,0,0,-0.46,0,0,0,0,0,0,0
CMP_001486,1,0,0,-0.27,0,0,0,0,0,0,0
CMP_001487,0,0,0,-0.53,0,0,0,0,0,0,0
CMP_001488,0,0,0,-0.21,0,0,0,0,0,0,0
CMP_001489,0,0,0,-0.66,0,0,0,0,0,0,0
CMP_001490,0,0,0,-0.05,0,0,0,0,0,0,0
CMP_001491,0,0,0,-0.55,0,0,0,0,0,0,0
CMP_001492,1,0,0,-0.4,0,0,0,0,0,0,0
CMP_001493,0,0,0,-0.35,0,0,0,0,0,0,0
CMP_001494,1,0,0,-0.35,0,0,0,0,0,0,0
CMP_001495,0,0,0,-0.2,0,0,0,0,1,0,0
CMP_001496,0,0,0,-0.46,0,0,0,0,0,0,0
CMP_001497,0,0,0,-0.18,0,0,0,0,0,0,0
CMP_001498,0,0,0,-0.1,0,0,0,0,0,0,0
CMP_001499,1,0,0,-0.61,0,0,0,0,0,0,0
CMP_001500,0,0,0,-0.4,0,0,0,0,0,0,0
CMP_001501,0,0,0,-0.42,0,0,0,0,0,0,0
CMP_001502,0,0,0,-0.3,0,0,0,0,0,0,0
CMP_001503,0,0,0,-0.15,0,0,0,0,0,0,0
CMP_001504,0,0,0,-0.36,0,0,1,0,0,0,0
CMP_001505,2,0,0,-0.52,0,0,1,0,0,0,0
CMP_001506,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_001507,1,0,0,-0.67,1,1,0,0,1,0,0
CMP_001508,1,0,0,-0.6,0,1,0,0,0,0,0
CMP_001509,0,0,0,-0.58,0,1,0,0,1,0,0
CMP_001510,0,0,0,-0.05,0,0,0,0,0,0,0
CMP_001511,0,0,0,-0.6,0,0,0,0,0,0,0
CMP_001512,1,0,0,-0.56,0,0,0,0,0,0,0
CMP_001513,2,0,0,-1.0,0,0,0,0,0,0,0
CMP_001514,0,0,0,-0.22,0,0,0,0,0,0,0
CMP_001515,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_001516,2,0,0,-0.72,0,0,0,0,0,1,1
CMP_001517,0,0,0,-0.7,0,0,0,0,0,0,0
CMP_001518,0,0,0,-0.67,0,0,0,0,0,0,0
CMP_001519,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_001520,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_001521,0,0,0,-0.29,0,0,0,0,0,0,0
CMP_001522,2,0,0,-0.7,0,0,1,0,1,0,0
CMP_001523,0,0,0,-0.22,0,0,0,0,0,0,0
CMP_001524,0,0,0,-0.27,0,0,0,0,0,0,0
CMP_001525,1,0,0,-0.33,0,0,0,0,0,0,0
CMP_001526,0,0,0,-0.12,0,0,0,0,0,0,0
CMP_001527,3,0,0,-0.59,0,0,0,0,1,0,0
CMP_001528,0,0,0,-0.19,0,0,0,0,0,0,0
CMP_001529,3,0,0,-0.95,0,0,0,0,0,1,0
CMP_001530,0,0,0,-0.42,0,0,0,0,0,0,0
CMP_001531,5,1,0,-0.95,0,0,0,0,1,0,0
CMP_001532,2,1,1,-0.85,0,1,1,1,0,1,1
CMP_001533,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_001534,0,0,0,0.01,0,0,0,0,0,0,0
CMP_001535,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_001536,0,0,0,-0.53,0,1,0,0,0,0,0
CMP_001537,3,0,0,-0.86,0,0,0,0,0,0,1
CMP_001538,0,0,0,-0.49,0,0,0,0,0,0,0
CMP_001539,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_001540,0,0,0,0.08,0,0,0,0,0,0,0
CMP_001541,1,0,0,-0.04,1,1,0,0,0,0,0
CMP_001542,0,0,0,-0.17,0,0,0,0,0,0,0
CMP_001543,0,0,0,-0.0,0,0,1,0,0,0,0
CMP_001544,0,0,0,-0.49,0,0,0,0,0,0,0
CMP_001545,0,0,0,0.08,0,0,0,0,0,0,0
CMP_001546,0,0,0,-0.55,0,0,0,0,0,0,0
CMP_001547,1,0,0,-0.36,0,0,0,0,0,0,0
CMP_001548,0,0,0,-0.33,0,0,0,0,0,0,0
CMP_001549,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_001550,1,0,0,-0.52,0,0,0,0,0,0,0
CMP_001551,1,0,0,-0.37,0,0,0,0,0,0,0
CMP_001552,0,0,0,-0.36,0,0,1,0,0,0,0
CMP_001553,0,0,0,0.21,0,0,0,0,0,0,0
CMP_001554,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_001555,1,0,0,-0.52,0,0,0,0,0,0,0
CMP_001556,0,0,0,-0.63,0,0,0,0,0,0,0
CMP_001557,1,0,0,-0.12,0,0,0,0,0,0,0
CMP_001558,2,0,0,-0.46,0,0,0,0,0,0,0
CMP_001559,0,0,0,-0.34,0,0,0,0,0,0,0
CMP_001560,0,0,0,-0.51,0,0,0,0,0,0,0
CMP_001561,1,0,0,-0.64,0,0,0,0,0,0,0
CMP_001562,0,0,0,-0.53,0,0,0,0,0,0,0
CMP_001563,0,0,0,-0.21,0,0,0,0,0,0,0
CMP_001564,0,0,0,-0.23,0,0,0,0,0,0,0
CMP_001565,0,0,0,-0.19,0,0,0,0,0,0,0
CMP_001566,3,0,0,-0.62,0,0,0,0,1,0,0
CMP_001567,0,0,0,-0.29,0,0,0,0,0,0,0
CMP_001568,0,0,0,-0.33,0,0,0,0,1,0,0
CMP_001569,0,0,0,-0.51,0,0,0,0,0,0,0
CMP_001570,0,0,0,-0.45,0,0,0,0,0,0,0
CMP_001571,1,0,0,-0.3,0,0,0,0,0,0,0
CMP_001572,1,0,0,-0.06,0,0,0,0,0,0,0
CMP_001573,3,1,1,-0.39,0,1,0,0,0,1,1
CMP_001574,0,0,0,-0.11,0,0,0,0,0,0,0
CMP_001575,0,0,0,-0.79,0,1,0,0,0,0,0
CMP_001576,3,0,0,-0.65,0,1,1,0,0,1,1
CMP_001577,0,0,0,-0.44,0,0,0,0,0,0,0
CMP_001578,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_001579,0,0,0,-0.52,0,0,0,0,0,0,0
CMP_001580,2,0,2,-0.81,0,0,1,0,0,0,0
CMP_001581,0,0,0,-0.64,0,0,0,0,0,0,0
CMP_001582,0,0,0,-0.59,0,0,0,0,0,0,0
CMP_001583,0,0,0,-0.4,0,0,0,0,0,0,0
CMP_001584,0,0,0,-0.58,0,0,0,0,0,0,0
CMP_001585,1,0,0,-0.44,0,0,0,0,0,0,0
CMP_001586,0,0,0,-0.46,0,0,0,0,0,0,0
CMP_001587,0,0,0,-0.18,0,0,0,0,0,0,0
CMP_001588,0,0,0,-0.28,0,0,0,0,0,0,0
CMP_001589,3,0,0,-0.72,0,0,0,0,0,0,0
CMP_001590,0,0,0,-0.51,0,0,0,0,0,0,0
CMP_001591,0,0,0,-0.29,0,0,0,0,0,0,0
CMP_001592,0,0,0,-0.48,0,0,0,0,0,0,0
CMP_001593,3,0,0,-0.66,0,0,0,0,0,0,0
CMP_001594,0,0,0,-0.24,0,0,0,0,0,0,0
CMP_001595,0,0,0,-0.26,0,0,0,0,0,0,0
CMP_001596,0,0,0,-0.36,0,0,0,0,0,0,0
CMP_001597,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_001598,3,1,2,-1.0,1,0,0,0,1,0,1
CMP_001599,0,0,0,-0.61,0,0,0,0,0,0,0
CMP_001600,0,0,0,-0.26,0,0,0,0,0,0,0
CMP_001601,0,0,0,-0.1,0,0,0,0,0,0,0
CMP_001602,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_001603,1,0,0,-0.1,0,0,0,0,0,0,0
CMP_001604,1,0,0,-0.34,0,0,0,0,0,0,0
CMP_001605,1,0,0,-0.3,0,0,0,0,0,0,0
CMP_001606,0,0,0,-0.16,0,0,0,0,0,0,0
CMP_001607,1,0,0,-0.27,0,0,0,0,0,0,0
CMP_001608,1,0,0,-0.3,0,0,0,0,0,0,0
CMP_001609,2,0,0,-0.5,0,0,0,0,0,0,0
CMP_001610,1,0,0,-0.24,0,0,0,0,0,0,0
CMP_001611,0,0,0,-0.37,0,0,0,0,0,0,0
CMP_001612,0,0,0,-0.05,0,0,0,0,0,0,0
CMP_001613,1,0,0,-0.02,0,0,0,0,0,0,0
CMP_001614,0,0,0,-0.25,0,0,0,0,0,0,0
CMP_001615,1,0,0,-0.53,0,0,0,0,0,0,0
CMP_001616,0,0,0,-0.62,0,0,0,0,0,0,0
CMP_001617,2,0,0,-0.49,0,0,0,0,0,0,0
CMP_001618,0,0,0,-0.5,0,0,0,0,0,0,0
CMP_001619,0,0,0,-0.28,0,0,0,0,0,0,0
CMP_001620,0,0,0,-0.08,0,0,0,0,1,0,0
CMP_001621,0,0,0,-0.74,0,0,0,0,0,0,0
CMP_001622,1,0,0,-0.08,0,0,0,0,0,0,0
CMP_001623,0,0,0,-0.6,0,0,0,0,0,0,0
CMP_001624,1,0,0,-0.56,0,0,0,0,0,0,1
CMP_001625,0,0,0,0.0,0,0,0,0,0,0,0
CMP_001626,1,0,0,-1.0,0,0,0,0,0,0,0
CMP_001627,0,0,0,-0.51,0,0,0,0,0,0,0
CMP_001628,0,0,0,-0.36,0,0,0,0,0,0,0
CMP_001629,0,0,0,-0.73,0,1,0,0,0,0,0
CMP_001630,1,0,0,-0.33,0,1,0,0,0,0,0
CMP_001631,0,0,0,-0.78,0,0,0,0,0,0,0
CMP_001632,0,0,0,-0.46,0,0,0,0,0,0,0
CMP_001633,0,0,0,-0.31,0,0,0,0,0,0,0
CMP_001634,0,0,0,-0.86,0,0,0,0,0,0,0
CMP_001635,1,0,0,-0.3,0,0,0,0,0,0,0
CMP_001636,4,1,0,-0.69,0,1,0,0,0,1,1
CMP_001637,1,0,0,-0.49,0,0,0,0,0,0,0
CMP_001638,0,0,0,-0.02,0,0,0,0,0,0,0
CMP_001639,0,0,0,-0.43,0,0,0,0,0,0,0
CMP_001640,2,0,0,-0.62,0,0,0,0,0,0,0
CMP_001641,2,0,0,-1.0,0,0,0,0,0,0,0
CMP_001642,0,0,0,-0.53,0,0,0,0,0,0,0
CMP_001643,2,1,0,-0.81,0,1,1,0,0,0,0
CMP_001644,0,0,0,-0.26,0,0,0,0,0,0,0
CMP_001645,0,0,0,-0.23,0,1,0,0,0,0,0
CMP_001646,3,0,3,-0.7,0,1,1,0,1,0,0
CMP_001647,3,1,0,-0.92,0,1,0,1,1,1,1
CMP_001648,0,0,0,-0.42,0,0,0,0,0,0,0
CMP_001649,0,0,0,-0.45,0,0,0,0,0,0,0
CMP_001650,0,0,0,-0.4,0,0,0,0,0,0,0
CMP_001651,2,0,0,-0.7,0,1,0,0,0,0,0
CMP_001652,2,0,0,-0.5,0,0,0,0,0,0,0
CMP_001653,0,0,0,0.06,0,0,0,0,0,0,0
CMP_001654,0,0,0,-0.46,0,0,0,0,0,0,0
CMP_001655,1,0,0,-0.56,0,0,0,0,0,0,0
CMP_001656,0,0,0,-0.22,0,0,0,0,0,0,0
CMP_001657,0,0,0,-0.15,0,0,0,0,0,0,0
CMP_001658,0,0,0,-0.38,0,0,0,0,0,0,0
CMP_001659,0,0,0,-0.39,0,0,0,0,0,0,0
CMP_001660,0,0,0,-0.39,0,0,0,0,0,0,0
CMP_001661,0,0,0,-0.15,0,0,0,0,0,0,0
CMP_001662,1,0,0,-0.09,0,1,0,0,0,0,0
CMP_001663,1,0,0,-0.45,0,0,0,0,0,0,0
CMP_001664,0,0,0,-0.64,0,0,0,0,0,1,1
CMP_001665,0,0,0,-0.81,0,0,1,0,0,0,0
CMP_001666,0,0,0,-0.53,0,1,0,0,0,0,0
CMP_001667,1,0,0,-0.41,0,1,0,0,0,0,0
CMP_001668,0,0,0,-0.32,0,0,0,0,0,0,0
CMP_001669,1,0,0,-0.11,0,0,0,0,0,0,0
CMP_001670,0,0,0,-0.42,0,0,0,0,0,0,0
CMP_001671,2,0,0,-0.72,0,0,0,0,0,0,0
