Company_ID,Sector,Credit_Rating,Score_Financial_Health,Score_Credit_Behaviour,Score_External_Risk,Score_Text_Signals,Final_Score,PD_Meta,Decision,Loan_Limit_Crore,Interest_Rate_Pct,Actual_Default
CMP_001069,Steel_Secondary,A,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,17.03,10.0,0
CMP_001070,Steel_Secondary,NR,39.02,29.33,19.22,9.85,97.42,0.0,APPROVE,31.18,10.0,0
CMP_001071,Textiles_Cotton,BBB,16.15,12.47,13.37,8.21,50.2,1.0,REJECT,0.0,,1
CMP_001072,Manufacturing_General,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,43.02,10.0,0
CMP_001073,Manufacturing_General,BBB,39.05,29.34,18.29,9.85,96.53,0.0,APPROVE,22.85,10.0,0
CMP_001074,Agri_Food,BBB,39.05,29.34,18.62,9.86,96.87,0.0,APPROVE,47.11,10.0,0
CMP_001075,Cement,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,29.33,10.0,0
CMP_001076,Steel_Primary,BBB,39.04,29.29,19.21,9.85,97.39,0.0,APPROVE,77.3,10.0,0
CMP_001077,Real_Estate_Residential,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,49.89,10.0,0
CMP_001078,Textiles_Cotton,BBB,39.05,29.35,19.2,9.26,96.86,0.0,APPROVE,29.7,10.0,0
CMP_001079,Chemical,BBB,39.05,29.32,19.08,9.86,97.31,0.0,APPROVE,46.0,10.0,0
CMP_001080,Infrastructure_Roads,BBB,39.04,29.34,19.21,9.85,97.44,0.0,APPROVE,109.44,10.0,0
CMP_001081,Manufacturing_General,NR,38.42,29.21,19.22,9.85,96.7,0.0,APPROVE,24.23,10.0,0
CMP_001082,Cement,BBB,39.04,29.35,19.2,9.86,97.45,0.0,APPROVE,52.74,10.0,0
CMP_001083,FMCG_Distribution,A,39.05,29.33,18.98,9.79,97.15,0.0,APPROVE,36.13,10.0,0
CMP_001084,Chemical,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,53.78,10.0,0
CMP_001085,IT_Services,BBB,39.05,29.35,19.09,9.86,97.35,0.0,APPROVE,22.64,10.0,0
CMP_001086,NBFC,BB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,41.75,10.0,0
CMP_001087,Manufacturing_General,A,39.05,29.35,19.19,9.86,97.45,0.0,APPROVE,92.72,10.0,0
CMP_001088,Agri_Food,BB,39.04,28.85,19.24,9.86,96.99,0.0,APPROVE,18.06,10.0,0
CMP_001089,Textiles_Cotton,AAA,39.05,29.35,19.22,9.85,97.47,0.0,APPROVE,13.2,10.0,0
CMP_001090,Chemical,BBB,39.05,29.35,19.23,9.85,97.48,0.0,APPROVE,13.6,10.0,0
CMP_001091,NBFC,BB,39.03,29.35,19.25,9.0,96.63,0.0,APPROVE,14.98,10.0,0
CMP_001092,NBFC,BBB,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,61.54,10.0,0
CMP_001093,IT_Services,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,12.41,10.0,0
CMP_001094,Textiles_Cotton,A,39.05,29.35,19.24,9.76,97.4,0.0,APPROVE,30.11,10.0,0
CMP_001095,Manufacturing_General,BB,39.05,29.33,19.18,9.18,96.74,0.0,APPROVE,62.68,10.0,0
CMP_001096,Textiles_Cotton,AA,39.05,29.34,19.2,9.82,97.41,0.0,APPROVE,53.34,10.0,0
CMP_001097,Textiles_Cotton,B,35.79,29.28,18.64,9.22,92.93,0.0,APPROVE,28.08,10.0,0
CMP_001098,Infrastructure_Roads,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,44.53,10.0,0
CMP_001099,Steel_Primary,B,39.03,28.98,19.23,8.53,95.77,0.0,APPROVE,41.64,10.0,0
CMP_001100,Manufacturing_General,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,31.94,10.0,0
CMP_001101,Agri_Food,BB,38.88,29.21,19.09,9.71,96.89,0.0,APPROVE,32.28,10.0,0
CMP_001102,FMCG_Distribution,BBB,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,228.53,10.0,0
CMP_001103,Chemical,C,20.43,28.16,19.23,8.12,75.94,0.0914,APPROVE,73.02,10.0,1
CMP_001104,Agri_Food,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,278.06,10.0,0
CMP_001105,Manufacturing_General,A,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,25.68,10.0,0
CMP_001106,Cement,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,35.71,10.0,0
CMP_001107,Real_Estate_Commercial,AA,39.05,29.35,19.21,9.85,97.46,0.0,APPROVE,13.17,10.0,0
CMP_001108,Real_Estate_Residential,A,39.05,29.34,19.22,9.86,97.47,0.0,APPROVE,20.0,10.0,0
CMP_001109,Manufacturing_General,NR,39.05,28.98,19.2,9.66,96.89,0.0,APPROVE,175.01,10.0,0
CMP_001110,Hospitals_Healthcare,NR,39.05,29.33,19.12,9.86,97.36,0.0,APPROVE,25.17,10.0,0
CMP_001111,Textiles_Cotton,BBB,39.05,29.33,19.24,9.85,97.47,0.0,APPROVE,177.46,10.0,0
CMP_001112,Textiles_Cotton,D,11.58,11.24,12.79,4.43,40.04,1.0,REJECT,0.0,,1
CMP_001113,Pharma,BBB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,16.46,10.0,0
CMP_001114,NBFC,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,29.08,10.0,0
CMP_001115,NBFC,BB,39.04,29.35,19.25,9.85,97.49,0.0,APPROVE,36.32,10.0,0
CMP_001116,Manufacturing_General,BB,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,79.98,10.0,0
CMP_001117,FMCG_Distribution,NR,39.05,29.35,19.06,9.86,97.32,0.0,APPROVE,54.82,10.0,0
CMP_001118,Textiles_Cotton,A,39.05,29.35,19.25,9.46,97.11,0.0,APPROVE,27.39,10.0,0
CMP_001119,Manufacturing_General,BB,39.04,29.33,19.15,9.83,97.35,0.0,APPROVE,34.35,10.0,0
CMP_001120,FMCG_Distribution,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,29.61,10.0,0
CMP_001121,Chemical,A,39.05,29.35,18.97,9.86,97.23,0.0,APPROVE,18.39,10.0,0
CMP_001122,FMCG_Distribution,AAA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,18.78,10.0,0
CMP_001123,Hospitals_Healthcare,NR,39.04,29.35,19.22,9.32,96.93,0.0,APPROVE,86.98,10.0,0
CMP_001124,Real_Estate_Residential,B,39.05,28.83,19.24,8.32,95.44,0.0,APPROVE,8.86,10.0,0
CMP_001125,Pharma,BB,39.04,29.35,19.23,9.75,97.37,0.0,APPROVE,139.38,10.0,0
CMP_001126,Manufacturing_General,BBB,39.05,29.34,19.24,9.86,97.49,0.0,APPROVE,29.05,10.0,0
CMP_001127,Cement,BBB,39.04,29.33,19.24,9.86,97.47,0.0,APPROVE,20.6,10.0,0
CMP_001128,Steel_Primary,A,39.05,29.35,19.09,8.94,96.43,0.0,APPROVE,69.07,10.0,0
CMP_001129,Textiles_Cotton,A,39.05,29.34,19.25,9.85,97.49,0.0,APPROVE,125.4,10.0,0
CMP_001130,Real_Estate_Commercial,BBB,39.04,29.34,19.25,9.79,97.42,0.0,APPROVE,93.45,10.0,0
CMP_001131,IT_Services,BB,39.01,29.15,19.21,9.86,97.23,0.0,APPROVE,57.1,10.0,0
CMP_001132,Manufacturing_General,BBB,39.05,29.34,19.23,9.85,97.47,0.0,APPROVE,91.18,10.0,0
CMP_001133,Textiles_Cotton,AA,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,9.68,10.0,0
CMP_001134,Real_Estate_Residential,AAA,39.05,29.35,19.23,9.84,97.47,0.0,APPROVE,25.17,10.0,0
CMP_001135,Manufacturing_General,AA,39.05,29.34,19.22,9.86,97.47,0.0,APPROVE,18.44,10.0,0
CMP_001136,FMCG_Distribution,BBB,39.05,29.35,19.22,9.74,97.36,0.0,APPROVE,101.8,10.0,0
CMP_001137,IT_Services,NR,38.98,29.34,19.2,5.33,92.85,0.0,APPROVE,28.12,10.0,0
CMP_001138,IT_Services,BB,39.04,29.33,19.11,9.85,97.33,0.0,APPROVE,75.16,10.0,0
CMP_001139,NBFC,B,38.95,28.85,19.21,9.75,96.76,0.0,APPROVE,58.67,10.0,0
CMP_001140,Hospitals_Healthcare,BBB,39.04,29.35,19.25,9.32,96.96,0.0,APPROVE,19.17,10.0,0
CMP_001141,Steel_Secondary,BBB,39.05,29.33,19.07,9.85,97.3,0.0,APPROVE,23.9,10.0,0
CMP_001142,Real_Estate_Residential,AA,39.05,29.35,19.24,9.71,97.35,0.0,APPROVE,107.6,10.0,0
CMP_001143,Pharma,B,38.95,29.34,19.2,9.1,96.59,0.0,APPROVE,20.55,10.0,0
CMP_001144,Textiles_Cotton,BB,39.03,29.35,19.03,9.85,97.26,0.0,APPROVE,42.23,10.0,0
CMP_001145,FMCG_Distribution,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,20.43,10.0,0
CMP_001146,Infrastructure_Roads,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,29.73,10.0,0
CMP_001147,Real_Estate_Residential,BBB,39.05,29.3,19.18,9.84,97.37,0.0,APPROVE,36.83,10.0,0
CMP_001148,FMCG_Distribution,BB,39.03,29.35,19.25,9.86,97.49,0.0,APPROVE,20.43,10.0,0
CMP_001149,FMCG_Distribution,NR,39.05,29.34,19.19,9.86,97.44,0.0,APPROVE,17.72,10.0,0
CMP_001150,Real_Estate_Residential,BBB,39.05,29.34,19.25,9.36,97.0,0.0,APPROVE,48.06,10.0,0
CMP_001151,Hospitals_Healthcare,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,19.45,10.0,0
CMP_001152,Real_Estate_Residential,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,19.98,10.0,0
CMP_001153,Real_Estate_Residential,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,18.03,10.0,0
CMP_001154,NBFC,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,35.91,10.0,0
CMP_001155,Real_Estate_Commercial,AA,39.05,29.34,19.23,9.86,97.48,0.0,APPROVE,81.31,10.0,0
CMP_001156,Manufacturing_General,BB,39.05,29.25,19.12,9.85,97.27,0.0,APPROVE,127.55,10.0,0
CMP_001157,FMCG_Distribution,BB,39.05,29.14,18.83,9.86,96.88,0.0,APPROVE,21.38,10.0,0
CMP_001158,FMCG_Distribution,A,39.05,29.35,18.94,9.86,97.2,0.0,APPROVE,213.49,10.0,0
CMP_001159,Manufacturing_General,B,15.07,11.5,13.39,7.93,47.89,1.0,REJECT,0.0,,1
CMP_001160,Hospitals_Healthcare,A,39.05,29.35,19.24,9.82,97.46,0.0,APPROVE,90.94,10.0,0
CMP_001161,Manufacturing_General,BBB,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,21.46,10.0,0
CMP_001162,Steel_Secondary,A,39.05,29.34,19.23,9.86,97.48,0.0,APPROVE,19.04,10.0,0
CMP_001163,Real_Estate_Commercial,BBB,39.04,28.85,18.79,9.67,96.35,0.0,APPROVE,21.06,10.0,0
CMP_001164,Manufacturing_General,A,39.05,29.35,19.18,9.85,97.43,0.0,APPROVE,36.64,10.0,0
CMP_001165,Hospitals_Healthcare,BBB,39.03,29.35,19.24,9.86,97.48,0.0,APPROVE,60.78,10.0,0
CMP_001166,Hospitals_Healthcare,BBB,39.01,29.35,19.25,9.86,97.47,0.0,APPROVE,65.32,10.0,0
CMP_001167,IT_Services,NR,39.04,29.35,19.1,9.86,97.35,0.0,APPROVE,17.96,10.0,0
CMP_001168,Manufacturing_General,AA,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,17.32,10.0,0
CMP_001169,Steel_Secondary,A,39.05,29.35,18.98,9.84,97.22,0.0,APPROVE,18.35,10.0,0
CMP_001170,NBFC,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,34.96,10.0,0
CMP_001171,Agri_Food,BB,39.04,29.34,18.89,9.86,97.13,0.0,APPROVE,32.3,10.0,0
CMP_001172,NBFC,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,17.87,10.0,0
CMP_001173,Textiles_Cotton,B,38.61,28.98,19.05,9.83,96.47,0.0,APPROVE,47.42,10.0,0
CMP_001174,NBFC,BBB,39.05,29.32,19.23,9.85,97.45,0.0,APPROVE,233.55,10.0,0
CMP_001175,Pharma,BBB,39.04,29.29,19.2,9.74,97.27,0.0,APPROVE,25.52,10.0,0
CMP_001176,Infrastructure_Roads,BBB,39.03,29.35,19.25,9.86,97.49,0.0,APPROVE,27.02,10.0,0
CMP_001177,Manufacturing_General,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,59.8,10.0,0
CMP_001178,Infrastructure_Roads,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,24.44,10.0,0
CMP_001179,Pharma,BBB,39.05,29.34,19.11,9.85,97.35,0.0,APPROVE,65.27,10.0,0
CMP_001180,Agri_Food,BBB,39.05,29.35,19.23,9.8,97.43,0.0,APPROVE,21.51,10.0,0
CMP_001181,Steel_Secondary,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,165.51,10.0,0
CMP_001182,NBFC,A,39.04,29.35,19.23,9.86,97.48,0.0,APPROVE,50.36,10.0,0
CMP_001183,Chemical,NR,39.03,29.06,19.23,9.86,97.18,0.0,APPROVE,23.28,10.0,0
CMP_001184,Manufacturing_General,AAA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,23.86,10.0,0
CMP_001185,Chemical,B,38.89,29.33,18.25,9.67,96.14,0.0,APPROVE,25.34,10.0,0
CMP_001186,Real_Estate_Residential,BB,39.01,29.22,18.85,7.36,94.44,0.0,APPROVE,114.61,10.0,0
CMP_001187,Manufacturing_General,BBB,39.05,29.35,19.14,9.86,97.4,0.0,APPROVE,13.85,10.0,0
CMP_001188,Steel_Secondary,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,22.4,10.0,0
CMP_001189,Real_Estate_Residential,A,39.05,29.34,19.24,9.86,97.49,0.0,APPROVE,24.39,10.0,0
CMP_001190,Manufacturing_General,BB,39.05,29.34,19.1,9.69,97.18,0.0,APPROVE,37.74,10.0,0
CMP_001191,NBFC,BB,39.05,29.35,19.22,9.85,97.47,0.0,APPROVE,30.76,10.0,0
CMP_001192,Steel_Secondary,BB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,11.59,10.0,0
CMP_001193,NBFC,NR,39.02,24.97,18.9,9.84,92.73,0.0,APPROVE,27.76,10.0,0
CMP_001194,Manufacturing_General,BB,39.05,29.35,19.19,9.0,96.59,0.0,APPROVE,35.29,10.0,0
CMP_001195,FMCG_Distribution,A,39.05,29.35,19.16,9.86,97.42,0.0,APPROVE,23.12,10.0,0
CMP_001196,Agri_Food,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,66.21,10.0,0
CMP_001197,Agri_Food,B,39.01,29.34,19.19,9.86,97.4,0.0,APPROVE,79.74,10.0,0
CMP_001198,Real_Estate_Commercial,A,39.05,29.35,19.23,9.79,97.42,0.0,APPROVE,35.9,10.0,0
CMP_001199,Manufacturing_General,AA,39.05,29.35,19.19,9.86,97.45,0.0,APPROVE,45.96,10.0,0
CMP_001200,Real_Estate_Commercial,BB,39.01,29.27,19.23,9.6,97.11,0.0,APPROVE,7.0,10.0,0
CMP_001201,Manufacturing_General,BBB,39.05,29.35,19.18,9.86,97.44,0.0,APPROVE,27.29,10.0,0
CMP_001202,Manufacturing_General,D,11.46,8.89,14.85,5.8,41.0,1.0,REJECT,0.0,,1
CMP_001203,Steel_Secondary,BB,39.01,29.11,19.25,9.59,96.96,0.0,APPROVE,27.24,10.0,0
CMP_001204,IT_Services,AA,39.05,29.35,18.61,9.86,96.87,0.0,APPROVE,21.19,10.0,0
CMP_001205,Infrastructure_Roads,NR,39.05,29.29,19.15,9.86,97.35,0.0,APPROVE,236.39,10.0,0
CMP_001206,Real_Estate_Residential,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,163.79,10.0,0
CMP_001207,IT_Services,BBB,39.05,29.35,19.13,9.86,97.39,0.0,APPROVE,55.56,10.0,0
CMP_001208,Textiles_Cotton,BBB,39.05,29.34,19.25,8.21,95.85,0.0,APPROVE,95.05,10.0,0
CMP_001209,Agri_Food,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,7.0,10.0,0
CMP_001210,Cement,BBB,39.05,29.12,19.22,9.85,97.24,0.0,APPROVE,20.36,10.0,0
CMP_001211,IT_Services,A,39.05,29.35,19.18,9.72,97.3,0.0,APPROVE,26.24,10.0,0
CMP_001212,Manufacturing_General,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,31.65,10.0,0
CMP_001213,Infrastructure_Roads,BBB,39.05,29.35,19.2,9.83,97.43,0.0,APPROVE,25.82,10.0,0
CMP_001214,Real_Estate_Residential,BB,39.05,29.35,19.17,9.74,97.31,0.0,APPROVE,7.0,10.0,0
CMP_001215,Textiles_Cotton,B,39.02,28.16,19.23,9.55,95.96,0.0,APPROVE,52.04,10.0,0
CMP_001216,Manufacturing_General,A,39.05,29.35,19.12,9.86,97.38,0.0,APPROVE,59.04,10.0,0
CMP_001217,Real_Estate_Residential,BBB,39.05,29.34,19.19,8.68,96.26,0.0,APPROVE,137.67,10.0,0
CMP_001218,Real_Estate_Residential,BBB,39.05,29.33,19.23,9.85,97.46,0.0,APPROVE,20.34,10.0,0
CMP_001219,Textiles_Cotton,A,39.05,29.3,19.24,9.85,97.44,0.0,APPROVE,19.05,10.0,0
CMP_001220,Chemical,B,39.0,29.3,19.24,9.86,97.4,0.0,APPROVE,7.0,10.0,0
CMP_001221,Manufacturing_General,BB,39.04,29.35,19.2,9.86,97.45,0.0,APPROVE,30.22,10.0,0
CMP_001222,Cement,A,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,78.59,10.0,0
CMP_001223,Chemical,BBB,39.02,29.35,19.24,9.84,97.45,0.0,APPROVE,23.43,10.0,0
CMP_001224,Cement,AA,39.05,29.35,19.24,9.83,97.47,0.0,APPROVE,212.32,10.0,0
CMP_001225,NBFC,BB,39.04,29.3,19.25,9.86,97.45,0.0,APPROVE,31.13,10.0,0
CMP_001226,Cement,A,39.05,29.35,18.62,9.86,96.88,0.0,APPROVE,42.99,10.0,0
CMP_001227,Textiles_Cotton,NR,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,12.84,10.0,0
CMP_001228,Agri_Food,BB,38.99,29.35,19.14,9.86,97.34,0.0,APPROVE,48.09,10.0,0
CMP_001229,Cement,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,7.85,10.0,0
CMP_001230,FMCG_Distribution,BBB,39.05,29.33,19.03,9.86,97.27,0.0,APPROVE,66.57,10.0,0
CMP_001231,Textiles_Cotton,C,11.83,11.18,12.97,4.66,40.64,1.0,REJECT,0.0,,1
CMP_001232,Textiles_Cotton,BBB,39.05,29.33,19.23,8.67,96.28,0.0,APPROVE,113.38,10.0,0
CMP_001233,Manufacturing_General,A,39.05,29.35,19.23,9.85,97.48,0.0,APPROVE,16.9,10.0,0
CMP_001234,Real_Estate_Residential,BBB,39.05,29.34,19.25,9.67,97.31,0.0,APPROVE,43.46,10.0,0
CMP_001235,Steel_Primary,B,39.04,29.05,19.15,9.41,96.65,0.0,APPROVE,60.0,10.0,0
CMP_001236,FMCG_Distribution,BB,39.03,29.24,19.07,9.86,97.2,0.0,APPROVE,54.45,10.0,0
CMP_001237,IT_Services,BB,39.05,29.35,19.18,9.77,97.35,0.0,APPROVE,19.12,10.0,0
CMP_001238,Agri_Food,B,38.59,29.34,19.12,9.86,96.91,0.0,APPROVE,7.0,10.0,0
CMP_001239,Textiles_Cotton,C,13.87,8.92,12.72,5.36,40.87,1.0,REJECT,0.0,,1
CMP_001240,FMCG_Distribution,C,36.92,29.11,19.21,9.69,94.93,0.0,APPROVE,33.83,10.0,0
CMP_001241,Infrastructure_Roads,AA,39.05,29.35,19.16,9.86,97.42,0.0,APPROVE,24.29,10.0,0
CMP_001242,Infrastructure_Roads,BBB,39.05,29.35,19.04,9.86,97.3,0.0,APPROVE,70.42,10.0,0
CMP_001243,Hospitals_Healthcare,BB,39.0,29.35,19.2,9.85,97.4,0.0,APPROVE,36.87,10.0,0
CMP_001244,Infrastructure_Roads,BB,39.05,29.34,19.18,9.86,97.43,0.0,APPROVE,13.3,10.0,0
CMP_001245,NBFC,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,8.15,10.0,0
CMP_001246,Manufacturing_General,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,15.49,10.0,0
CMP_001247,Manufacturing_General,B,16.79,14.45,14.87,6.93,53.04,0.9999,REJECT,0.0,,1
CMP_001248,Chemical,BB,39.04,29.34,18.82,9.86,97.06,0.0,APPROVE,68.14,10.0,0
CMP_001249,NBFC,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,44.44,10.0,0
CMP_001250,Infrastructure_Roads,BBB,39.05,29.34,19.24,9.86,97.49,0.0,APPROVE,33.05,10.0,0
CMP_001251,IT_Services,A,39.05,29.35,19.09,9.86,97.35,0.0,APPROVE,31.35,10.0,0
CMP_001252,Manufacturing_General,BBB,39.04,29.35,19.21,9.86,97.46,0.0,APPROVE,97.23,10.0,0
CMP_001253,Manufacturing_General,AAA,39.05,29.35,19.0,9.86,97.26,0.0,APPROVE,25.81,10.0,0
CMP_001254,Real_Estate_Residential,BBB,39.05,29.35,19.23,9.71,97.34,0.0,APPROVE,60.63,10.0,0
CMP_001255,Cement,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,28.92,10.0,0
CMP_001256,Textiles_Cotton,BB,39.03,29.29,19.22,9.75,97.29,0.0,APPROVE,180.45,10.0,0
CMP_001257,IT_Services,BB,39.02,29.29,15.81,7.98,92.1,0.0,APPROVE,69.21,10.0,0
CMP_001258,Manufacturing_General,B,35.67,28.45,19.08,9.86,93.06,0.0,APPROVE,103.52,10.0,0
CMP_001259,NBFC,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,23.95,10.0,0
CMP_001260,Textiles_Cotton,A,39.05,29.34,19.25,8.38,96.02,0.0,APPROVE,89.11,10.0,0
CMP_001261,Infrastructure_Roads,B,38.61,29.35,19.23,9.85,97.04,0.0,APPROVE,29.76,10.0,0
CMP_001262,Steel_Secondary,A,39.05,29.34,19.23,9.85,97.47,0.0,APPROVE,41.73,10.0,0
CMP_001263,IT_Services,NR,38.98,29.35,19.14,9.77,97.24,0.0,APPROVE,141.36,10.0,0
CMP_001264,Manufacturing_General,B,38.98,27.03,19.21,9.34,94.56,0.0,APPROVE,16.6,10.0,0
CMP_001265,Manufacturing_General,BBB,39.05,29.34,19.2,9.86,97.45,0.0,APPROVE,44.97,10.0,0
CMP_001266,Cement,NR,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,54.26,10.0,0
CMP_001267,IT_Services,AA,39.05,29.34,19.22,9.86,97.47,0.0,APPROVE,57.93,10.0,0
CMP_001268,NBFC,BBB,39.05,29.34,19.25,9.79,97.43,0.0,APPROVE,26.65,10.0,0
CMP_001269,Steel_Secondary,BB,39.05,29.3,19.19,9.86,97.4,0.0,APPROVE,202.82,10.0,0
CMP_001270,Real_Estate_Residential,BBB,39.05,29.34,19.17,9.86,97.42,0.0,APPROVE,13.57,10.0,0
CMP_001271,FMCG_Distribution,D,11.49,8.96,13.91,4.51,38.87,1.0,REJECT,0.0,,1
CMP_001272,Infrastructure_Roads,AA,39.04,29.35,19.24,9.86,97.49,0.0,APPROVE,101.02,10.0,0
CMP_001273,Manufacturing_General,BBB,39.05,29.34,19.24,9.86,97.49,0.0,APPROVE,174.87,10.0,0
CMP_001274,IT_Services,BBB,39.04,29.35,19.24,9.86,97.49,0.0,APPROVE,10.72,10.0,0
CMP_001275,Manufacturing_General,BB,39.05,29.34,19.14,9.86,97.39,0.0,APPROVE,19.08,10.0,0
CMP_001276,Textiles_Cotton,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,126.08,10.0,0
CMP_001277,Agri_Food,BBB,39.05,29.34,19.25,7.29,94.93,0.0,APPROVE,8.51,10.0,0
CMP_001278,Manufacturing_General,B,38.85,29.35,19.2,7.89,95.29,0.0,APPROVE,10.57,10.0,0
CMP_001279,IT_Services,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,25.86,10.0,0
CMP_001280,NBFC,B,39.04,29.0,18.99,9.78,96.81,0.0,APPROVE,44.56,10.0,0
CMP_001281,Real_Estate_Residential,BBB,39.05,29.35,19.16,9.82,97.38,0.0,APPROVE,136.6,10.0,0
CMP_001282,Pharma,BB,39.05,29.34,19.21,9.86,97.46,0.0,APPROVE,32.96,10.0,0
CMP_001283,Manufacturing_General,BB,39.05,29.34,19.22,9.73,97.34,0.0,APPROVE,23.49,10.0,0
CMP_001284,Steel_Secondary,A,39.05,29.35,19.13,9.85,97.38,0.0,APPROVE,49.03,10.0,0
CMP_001285,IT_Services,BBB,39.05,29.34,19.24,9.86,97.49,0.0,APPROVE,55.64,10.0,0
CMP_001286,Manufacturing_General,B,39.05,29.31,19.18,8.85,96.39,0.0,APPROVE,54.4,10.0,0
CMP_001287,Steel_Primary,BBB,39.04,29.35,19.23,9.04,96.66,0.0,APPROVE,33.14,10.0,0
CMP_001288,Manufacturing_General,NR,39.04,29.33,19.09,9.86,97.32,0.0,APPROVE,8.0,10.0,0
CMP_001289,Manufacturing_General,BBB,39.05,29.35,19.22,9.45,97.07,0.0,APPROVE,18.34,10.0,0
CMP_001290,Cement,A,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,119.05,10.0,0
CMP_001291,Manufacturing_General,BBB,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,44.39,10.0,0
CMP_001292,Pharma,NR,39.05,29.33,19.06,9.85,97.29,0.0,APPROVE,29.53,10.0,0
CMP_001293,Real_Estate_Residential,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,93.49,10.0,0
CMP_001294,Hospitals_Healthcare,B,38.96,28.56,19.25,9.84,96.61,0.0,APPROVE,15.48,10.0,0
CMP_001295,Textiles_Cotton,C,38.61,25.78,19.18,7.8,91.37,0.0,APPROVE,31.91,10.0,0
CMP_001296,Manufacturing_General,BBB,39.05,29.35,19.18,9.83,97.41,0.0,APPROVE,42.67,10.0,0
CMP_001297,Manufacturing_General,AA,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,26.85,10.0,0
CMP_001298,NBFC,BB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,41.43,10.0,0
CMP_001299,Real_Estate_Residential,BBB,39.05,29.33,19.24,9.85,97.47,0.0,APPROVE,32.89,10.0,0
CMP_001300,Manufacturing_General,BB,39.02,27.01,19.21,8.59,93.83,0.0,APPROVE,12.47,10.0,0
CMP_001301,Chemical,BBB,39.05,29.35,19.14,9.86,97.4,0.0,APPROVE,44.19,10.0,0
CMP_001302,Manufacturing_General,BBB,39.05,29.35,19.17,9.86,97.43,0.0,APPROVE,13.21,10.0,0
CMP_001303,Pharma,BB,39.05,29.28,19.17,9.86,97.36,0.0,APPROVE,43.63,10.0,0
CMP_001304,Real_Estate_Residential,BBB,39.05,29.35,19.23,9.85,97.48,0.0,APPROVE,114.74,10.0,0
CMP_001305,FMCG_Distribution,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,30.53,10.0,0
CMP_001306,Real_Estate_Residential,BBB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,14.97,10.0,0
