MSME_Tier,Industry_Sector,Sector_Beta,DSCR,Current_Ratio,EBITDA_Margin,GST_Delay_Days,GST_Mismatch_Pct,Fraud_Keyword_Count,Default_Flag
Micro,Manufacturing,1.1,0.74,0.9,0.0479,13,0.0869,3,1
Micro,Auto_Ancillary,1.5,1.4,1.25,0.0626,3,0.0728,0,0
Micro,Auto_Ancillary,1.5,0.92,0.98,0.1314,2,0.0388,0,0
Micro,Auto_Ancillary,1.5,1.29,1.19,0.1245,7,0.0628,0,0
Small,Logistics,1.3,1.95,1.64,0.0984,0,0.0582,0,0
Micro,Auto_Ancillary,1.5,1.88,1.59,0.1367,1,0.0403,0,0
Medium,Auto_Ancillary,1.5,1.39,1.24,0.0725,3,0.0759,0,0
Micro,IT_Services,0.8,1.37,1.23,0.1524,2,0.0312,0,0
Micro,IT_Services,0.8,2.15,1.82,0.1603,0,0.0239,0,0
Micro,Logistics,1.3,1.61,1.39,0.1021,5,0.0297,0,0
Micro,Logistics,1.3,1.27,1.17,0.0935,5,0.0672,0,0
Micro,Manufacturing,1.1,0.83,0.94,0.0803,6,0.0407,0,0
Micro,Retail_Trading,1.0,1.56,1.35,0.0869,2,0.0625,0,0
Micro,Logistics,1.3,1.73,1.48,0.1824,1,0.0523,0,0
Small,Auto_Ancillary,1.5,1.15,1.1,0.1525,4,0.0826,0,0
Micro,Retail_Trading,1.0,1.52,1.32,0.1099,1,0.0503,0,0
Micro,Logistics,1.3,1.25,1.16,0.1027,1,0.0464,0,0
Micro,Logistics,1.3,1.33,1.2,0.0759,3,0.0263,0,0
Micro,IT_Services,0.8,0.4,0.76,0.0743,15,0.0779,0,0
Micro,IT_Services,0.8,1.31,1.2,0.1344,9,0.0866,0,0
Micro,Auto_Ancillary,1.5,1.79,1.52,0.1788,1,0.07,0,0
Small,Logistics,1.3,1.15,1.1,0.077,8,0.0565,0,0
Micro,Manufacturing,1.1,1.42,1.26,0.0591,7,0.0604,0,0
Micro,Retail_Trading,1.0,1.1,1.07,0.071,7,0.0774,0,0
Micro,Manufacturing,1.1,1.54,1.34,0.1462,3,0.0532,0,0
Micro,Auto_Ancillary,1.5,1.31,1.2,0.1149,2,0.062,0,0
Micro,IT_Services,0.8,1.02,1.04,0.1414,2,0.0753,0,0
Micro,IT_Services,0.8,1.93,1.63,0.1428,0,0.0433,0,0
Micro,Manufacturing,1.1,1.77,1.51,0.1941,1,0.0097,0,0
Micro,Manufacturing,1.1,1.16,1.11,0.0522,6,0.0797,0,0
Small,Logistics,1.3,1.6,1.38,0.0367,2,0.0372,0,0
Micro,Logistics,1.3,1.61,1.39,0.1782,1,0.0266,0,0
Micro,Auto_Ancillary,1.5,1.66,1.42,0.1011,0,0.022,0,0
Micro,Logistics,1.3,0.72,0.89,0.0979,23,0.0771,0,0
Small,Manufacturing,1.1,1.8,1.53,0.141,5,0.0505,0,0
Micro,Logistics,1.3,1.17,1.12,0.1229,3,0.0366,0,0
Medium,IT_Services,0.8,1.26,1.16,0.0969,5,0.0368,0,0
Micro,Manufacturing,1.1,2.46,2.12,0.1273,2,0.0399,0,0
Micro,Manufacturing,1.1,1.52,1.33,0.087,5,0.0562,0,0
Micro,Manufacturing,1.1,1.25,1.16,0.1359,2,0.0809,0,0
Micro,Logistics,1.3,0.52,0.8,0.113,12,0.3335,0,1
Micro,Manufacturing,1.1,1.96,1.65,0.1331,0,0.0229,0,0
Micro,Manufacturing,1.1,0.86,0.96,0.0766,8,0.4139,0,1
Micro,Retail_Trading,1.0,1.0,1.02,0.1248,6,0.0563,0,0
Micro,Manufacturing,1.1,1.27,1.17,0.0604,1,0.0791,0,0
Micro,Retail_Trading,1.0,1.97,1.66,0.2141,2,0.0504,0,0
Micro,Retail_Trading,1.0,1.71,1.46,0.149,2,0.0545,0,0
Micro,Retail_Trading,1.0,1.34,1.21,0.1116,2,0.054,0,0
Micro,Logistics,1.3,1.52,1.33,0.1554,1,0.0333,0,0
Micro,Logistics,1.3,1.16,1.11,0.1335,7,0.2469,0,0
Micro,Logistics,1.3,1.46,1.29,0.1309,1,0.0374,0,0
Micro,IT_Services,0.8,1.43,1.27,0.0519,2,0.0413,0,0
Medium,Auto_Ancillary,1.5,1.79,1.52,0.1506,0,0.0514,0,0
Small,IT_Services,0.8,1.79,1.52,0.1888,2,0.0225,0,0
Micro,Logistics,1.3,1.6,1.38,0.1075,4,0.0532,0,0
Micro,IT_Services,0.8,1.26,1.16,0.1493,1,0.0345,0,0
Micro,IT_Services,0.8,1.7,1.45,0.163,2,0.0193,0,0
Micro,IT_Services,0.8,1.36,1.23,0.1293,4,0.0472,0,0
Micro,Manufacturing,1.1,0.97,1.01,0.1089,11,0.0678,0,0
Micro,IT_Services,0.8,1.24,1.15,0.1341,2,0.0559,0,0
Micro,Manufacturing,1.1,1.43,1.27,0.1366,1,0.0213,0,0
Micro,Retail_Trading,1.0,1.76,1.5,0.2039,2,0.02,0,0
Micro,Manufacturing,1.1,1.33,1.2,0.1525,2,0.0628,0,0
Micro,IT_Services,0.8,0.92,0.98,0.1266,8,0.2705,0,1
Micro,IT_Services,0.8,1.42,1.26,0.1597,3,0.0314,0,0
Micro,IT_Services,0.8,1.45,1.28,0.1478,0,0.0182,0,0
Micro,Logistics,1.3,1.47,1.3,0.0467,3,0.0389,0,0
Micro,Manufacturing,1.1,1.77,1.5,0.1304,2,0.0287,0,0
Micro,Logistics,1.3,1.81,1.53,0.1136,3,0.0433,0,0
Micro,IT_Services,0.8,1.16,1.11,0.1225,2,0.0349,0,0
Micro,Logistics,1.3,1.15,1.11,0.0897,2,0.0549,0,0
Micro,Auto_Ancillary,1.5,0.98,1.02,0.125,2,0.0451,0,0
Micro,IT_Services,0.8,1.68,1.44,0.1157,2,0.0522,0,0
Micro,IT_Services,0.8,1.98,1.67,0.2054,1,0.0651,0,0
Micro,IT_Services,0.8,1.27,1.17,0.1755,1,0.062,0,0
Micro,IT_Services,0.8,1.3,1.19,0.0631,6,0.052,0,0
Micro,Manufacturing,1.1,1.99,1.68,0.1553,1,0.0527,0,0
Medium,Logistics,1.3,1.6,1.38,0.1112,1,0.0826,0,0
Micro,Auto_Ancillary,1.5,1.57,1.36,0.1362,1,0.0121,0,0
Micro,Manufacturing,1.1,0.92,0.99,0.1225,15,0.0656,0,0
Micro,IT_Services,0.8,1.67,1.43,0.084,0,0.0254,0,0
Micro,Retail_Trading,1.0,1.03,1.04,0.0694,2,0.0501,0,0
Micro,Retail_Trading,1.0,0.95,1.0,0.0707,6,0.0456,0,0
Micro,IT_Services,0.8,1.26,1.17,0.0942,8,0.0728,0,0
Micro,Logistics,1.3,1.17,1.11,0.0915,2,0.0809,0,0
Micro,Manufacturing,1.1,1.31,1.2,0.1457,4,0.0269,0,0
Micro,Auto_Ancillary,1.5,0.82,0.94,0.1051,1,0.043,0,0
Micro,Auto_Ancillary,1.5,1.78,1.51,0.1034,1,0.037,0,0
Small,Logistics,1.3,1.85,1.57,0.1263,2,0.0463,0,0
Micro,Manufacturing,1.1,0.62,0.85,0.002,18,0.0523,0,0
Micro,Manufacturing,1.1,1.79,1.52,0.2097,2,0.0405,0,0
Micro,Retail_Trading,1.0,1.08,1.06,0.1077,1,0.0528,0,0
Micro,Logistics,1.3,1.74,1.48,0.1701,1,0.0443,0,0
Micro,Manufacturing,1.1,1.37,1.23,0.148,1,0.064,0,0
Micro,Auto_Ancillary,1.5,1.41,1.26,0.1191,2,0.0664,0,0
Micro,IT_Services,0.8,1.33,1.2,0.0297,4,0.046,0,0
Micro,Manufacturing,1.1,1.88,1.59,0.1189,2,0.0529,0,0
Micro,Retail_Trading,1.0,0.9,0.98,0.1131,5,0.0331,0,0
Micro,Logistics,1.3,1.64,1.41,0.1319,2,0.043,0,0
Medium,Manufacturing,1.1,1.84,1.56,0.1758,1,0.0689,0,0
Micro,Auto_Ancillary,1.5,1.69,1.44,0.1314,0,0.0188,0,0
Micro,Auto_Ancillary,1.5,2.33,1.99,0.2247,0,0.0345,0,0
Micro,Logistics,1.3,1.19,1.12,0.0727,5,0.0372,0,0
Micro,Logistics,1.3,1.78,1.51,0.1543,2,0.0273,0,0
Micro,IT_Services,0.8,1.36,1.22,0.0806,5,0.076,0,0
Micro,Auto_Ancillary,1.5,1.89,1.6,0.1732,0,0.025,0,0
Small,Retail_Trading,1.0,1.4,1.25,0.0923,1,0.0433,0,0
Micro,Retail_Trading,1.0,1.24,1.16,0.0494,5,0.0416,0,0
Micro,Auto_Ancillary,1.5,1.92,1.62,0.0864,2,0.0454,0,0
Micro,Logistics,1.3,1.2,1.13,0.0948,3,0.0498,0,0
Micro,Manufacturing,1.1,0.83,0.94,0.1545,7,0.041,0,0
Micro,IT_Services,0.8,1.19,1.13,0.1389,13,0.0837,0,0
Micro,Retail_Trading,1.0,1.65,1.41,0.1463,3,0.045,0,0
Micro,Manufacturing,1.1,1.96,1.65,0.1399,4,0.0428,0,0
Micro,Manufacturing,1.1,1.44,1.28,0.0805,3,0.0329,0,0
Micro,Auto_Ancillary,1.5,1.93,1.63,0.1069,2,0.0451,0,0
Medium,IT_Services,0.8,0.86,0.95,0.078,13,0.0583,0,0
Micro,Manufacturing,1.1,1.22,1.14,0.0894,9,0.0649,0,0
Micro,Retail_Trading,1.0,1.28,1.18,0.0913,0,0.0614,0,0
Micro,Retail_Trading,1.0,1.35,1.22,0.0833,2,0.0577,0,0
Micro,Auto_Ancillary,1.5,1.43,1.27,0.1216,5,0.0575,0,0
Micro,Retail_Trading,1.0,1.68,1.44,0.1035,0,0.0295,0,0
Micro,Auto_Ancillary,1.5,1.22,1.14,0.1544,1,0.057,0,0
Micro,IT_Services,0.8,1.46,1.29,0.1633,3,0.0342,0,0
Micro,Manufacturing,1.1,1.38,1.24,0.1413,1,0.035,0,0
Micro,IT_Services,0.8,1.03,1.04,0.123,2,0.043,0,0
Micro,Manufacturing,1.1,1.35,1.22,0.0613,10,0.0515,0,0
Micro,Auto_Ancillary,1.5,1.34,1.21,0.2017,1,0.0403,0,0
Micro,Retail_Trading,1.0,1.33,1.21,0.107,1,0.013,0,0
Micro,Logistics,1.3,1.41,1.26,0.1496,1,0.0436,0,0
Medium,Auto_Ancillary,1.5,1.43,1.27,0.1517,6,0.2513,0,0
Micro,Retail_Trading,1.0,1.23,1.15,0.0749,6,0.0631,0,0
Micro,Logistics,1.3,1.91,1.61,0.1173,4,0.0566,0,0
Micro,Retail_Trading,1.0,0.93,0.99,0.1159,4,0.0344,0,0
Micro,IT_Services,0.8,1.11,1.08,0.0518,6,0.0422,0,0
Micro,Manufacturing,1.1,2.51,2.18,0.1612,0,0.0125,0,0
Small,Retail_Trading,1.0,0.98,1.02,0.0156,13,0.0491,0,0
Micro,Auto_Ancillary,1.5,0.86,0.95,0.0987,3,0.0593,0,0
Micro,Retail_Trading,1.0,1.69,1.45,0.1822,6,0.0479,0,0
Micro,Retail_Trading,1.0,0.57,0.83,0.0867,4,0.0459,0,0
Micro,IT_Services,0.8,1.31,1.19,0.0626,1,0.0839,0,0
Micro,Auto_Ancillary,1.5,2.26,1.92,0.1341,1,0.031,0,0
Small,Auto_Ancillary,1.5,0.78,0.92,0.1178,4,0.0652,0,0
Micro,Retail_Trading,1.0,0.61,0.84,0.0944,6,0.0666,1,0
Micro,Manufacturing,1.1,0.8,0.93,0.1126,12,0.0858,0,0
Micro,IT_Services,0.8,1.76,1.5,0.1281,5,0.0584,0,0
Micro,IT_Services,0.8,1.85,1.57,0.1099,2,0.0554,0,0
Small,Retail_Trading,1.0,1.19,1.13,0.1164,3,0.0313,0,0
Micro,Logistics,1.3,1.67,1.43,0.1334,1,0.0384,0,0
Micro,Logistics,1.3,1.96,1.65,0.1799,1,0.0476,0,0
Micro,Retail_Trading,1.0,2.11,1.79,0.1314,0,0.0605,0,0
Micro,Auto_Ancillary,1.5,1.3,1.19,0.1178,3,0.047,0,0
Micro,Logistics,1.3,0.48,0.79,0.0779,5,0.0581,0,0
Micro,IT_Services,0.8,1.07,1.06,0.1902,4,0.0512,0,0
Micro,Manufacturing,1.1,1.23,1.15,0.0856,4,0.0875,0,0
Micro,Retail_Trading,1.0,1.3,1.19,0.1018,4,0.0661,0,0
Micro,Logistics,1.3,1.32,1.2,0.0819,4,0.0585,0,0
Micro,Retail_Trading,1.0,1.85,1.56,0.1857,1,0.0328,0,0
Micro,Retail_Trading,1.0,1.91,1.61,0.1909,0,0.0404,0,0
Micro,IT_Services,0.8,1.33,1.21,0.1093,8,0.0704,0,0
Micro,Auto_Ancillary,1.5,1.84,1.56,0.181,1,0.0372,0,0
Micro,IT_Services,0.8,1.54,1.34,0.1378,2,0.0302,0,0
Micro,Manufacturing,1.1,1.43,1.27,0.1468,2,0.0289,0,0
Micro,Manufacturing,1.1,1.76,1.5,0.098,1,0.0252,0,0
Micro,IT_Services,0.8,1.43,1.27,0.1271,4,0.0624,0,0
Micro,Manufacturing,1.1,2.22,1.89,0.2216,0,0.0645,0,0
Micro,Auto_Ancillary,1.5,0.82,0.94,0.1511,17,0.2458,0,1
Micro,Retail_Trading,1.0,1.19,1.13,0.1413,2,0.0617,0,0
Micro,Auto_Ancillary,1.5,1.35,1.22,0.1528,7,0.0744,0,0
Micro,Logistics,1.3,1.58,1.36,0.2162,1,0.0487,0,0
Micro,Logistics,1.3,1.91,1.61,0.1691,1,0.0445,0,0
Micro,Retail_Trading,1.0,1.39,1.24,0.0954,1,0.0365,0,0
Micro,Retail_Trading,1.0,0.83,0.94,0.1417,7,0.0611,0,0
Micro,IT_Services,0.8,1.74,1.48,0.1308,1,0.053,0,0
Micro,IT_Services,0.8,1.7,1.45,0.15,2,0.0478,0,0
Micro,IT_Services,0.8,0.62,0.85,0.0933,4,0.0148,0,0
Micro,Auto_Ancillary,1.5,1.4,1.25,0.094,4,0.0391,0,0
Micro,Auto_Ancillary,1.5,0.76,0.91,0.1059,7,0.0635,0,0
Micro,IT_Services,0.8,1.13,1.09,0.1448,2,0.0458,0,0
Micro,Logistics,1.3,1.04,1.04,0.1326,5,0.0693,0,0
Micro,Manufacturing,1.1,1.72,1.47,0.1505,1,0.03,0,0
Micro,Logistics,1.3,1.45,1.28,0.1145,4,0.0595,0,0
Micro,Auto_Ancillary,1.5,0.89,0.97,0.0386,13,0.3761,1,1
Micro,Retail_Trading,1.0,1.75,1.49,0.1323,2,0.0482,0,0
Medium,Logistics,1.3,0.83,0.94,0.1174,7,0.0556,0,0
Micro,Auto_Ancillary,1.5,1.53,1.34,0.0461,1,0.0613,0,0
Micro,IT_Services,0.8,1.07,1.06,0.1045,3,0.0279,0,0
Micro,Retail_Trading,1.0,1.25,1.16,0.1107,7,0.0531,0,0
Micro,Retail_Trading,1.0,1.6,1.38,0.0945,3,0.0251,0,0
Micro,Auto_Ancillary,1.5,1.61,1.39,0.1562,1,0.0412,0,0
Micro,Manufacturing,1.1,1.93,1.63,0.176,2,0.0652,0,0
Micro,Manufacturing,1.1,1.37,1.23,0.1852,1,0.041,0,0
Micro,Auto_Ancillary,1.5,1.52,1.33,0.1239,1,0.0217,0,0
Micro,Auto_Ancillary,1.5,1.22,1.15,0.1603,6,0.0765,0,0
Small,IT_Services,0.8,1.47,1.3,0.0929,8,0.0667,0,0
Micro,IT_Services,0.8,1.58,1.36,0.1134,1,0.0315,0,0
Micro,Auto_Ancillary,1.5,1.36,1.23,0.1433,5,0.0703,0,0
Micro,Logistics,1.3,0.68,0.87,0.0671,14,0.0756,0,0
Micro,IT_Services,0.8,1.53,1.34,0.1194,3,0.0775,0,0
Micro,Logistics,1.3,1.55,1.34,0.1566,1,0.0429,0,0
Micro,IT_Services,0.8,1.13,1.09,0.1089,3,0.0632,0,0
Micro,Retail_Trading,1.0,0.89,0.97,0.0657,8,0.0274,0,0
Micro,Auto_Ancillary,1.5,1.99,1.68,0.122,1,0.0201,0,0
Micro,Manufacturing,1.1,1.6,1.38,0.1178,5,0.0499,0,0
Micro,Manufacturing,1.1,1.31,1.19,0.1379,7,0.0644,0,0
Micro,Auto_Ancillary,1.5,0.95,1.0,0.0899,6,0.0537,0,0
Micro,IT_Services,0.8,1.07,1.06,0.0171,10,0.0559,0,0
Micro,IT_Services,0.8,1.92,1.62,0.1697,1,0.0429,0,0
Micro,Retail_Trading,1.0,1.46,1.28,0.1459,8,0.0719,0,0
Micro,Auto_Ancillary,1.5,1.18,1.12,0.0721,5,0.0498,0,0
Small,Auto_Ancillary,1.5,1.6,1.38,0.0866,3,0.0497,0,0
Micro,Manufacturing,1.1,1.07,1.06,0.1565,3,0.0589,0,0
Micro,IT_Services,0.8,2.0,1.69,0.1352,2,0.0819,0,0
Micro,Retail_Trading,1.0,1.94,1.64,0.1693,0,0.0295,0,0
Micro,Retail_Trading,1.0,1.21,1.14,0.0871,1,0.0679,0,0
Micro,Logistics,1.3,1.15,1.1,0.134,13,0.0552,0,0
Micro,IT_Services,0.8,0.35,0.74,0.0443,9,0.0719,0,0
Micro,Auto_Ancillary,1.5,0.81,0.93,0.1118,2,0.0314,0,0
Micro,Logistics,1.3,0.86,0.96,0.1117,8,0.0758,0,0
Micro,Retail_Trading,1.0,1.45,1.28,0.0465,4,0.0616,0,0
Micro,Auto_Ancillary,1.5,1.27,1.17,0.1193,1,0.0627,0,0
Micro,Auto_Ancillary,1.5,0.86,0.96,0.0721,8,0.0421,0,0
Micro,Logistics,1.3,1.29,1.18,0.1556,2,0.0427,0,0
Micro,Retail_Trading,1.0,1.6,1.38,0.1367,0,0.0255,0,0
Micro,Auto_Ancillary,1.5,1.61,1.39,0.1194,3,0.0424,0,0
Micro,Manufacturing,1.1,0.64,0.85,0.1453,7,0.0368,0,0
Micro,Logistics,1.3,1.35,1.22,0.0482,7,0.0486,0,0
Micro,Retail_Trading,1.0,0.85,0.95,0.1685,2,0.0592,0,0
Micro,IT_Services,0.8,1.76,1.5,0.2032,2,0.0455,0,0
Micro,Manufacturing,1.1,1.71,1.46,0.1183,1,0.0678,0,0
Micro,Logistics,1.3,1.04,1.04,0.1382,4,0.0564,0,0
Micro,Retail_Trading,1.0,1.09,1.07,0.1255,3,0.066,0,0
Micro,Auto_Ancillary,1.5,1.22,1.14,0.0215,3,0.0391,0,0
Micro,Manufacturing,1.1,0.5,0.8,0.0799,14,0.0415,0,0
Micro,Manufacturing,1.1,1.53,1.34,0.079,4,0.0597,0,0
Micro,Retail_Trading,1.0,1.29,1.18,0.0659,4,0.0653,0,0
Small,IT_Services,0.8,1.79,1.52,0.125,1,0.0446,0,0
Micro,Auto_Ancillary,1.5,0.96,1.0,0.0932,6,0.0597,0,0
Micro,IT_Services,0.8,1.15,1.1,0.1547,4,0.0738,0,0
Micro,IT_Services,0.8,0.8,0.92,0.0683,4,0.0524,0,0
Micro,Logistics,1.3,1.0,1.02,0.0895,5,0.0411,0,0
Micro,Retail_Trading,1.0,0.93,0.99,0.1512,2,0.0777,0,0
Micro,IT_Services,0.8,1.8,1.53,0.1292,2,0.0827,0,0
Small,Auto_Ancillary,1.5,1.12,1.09,0.09,0,0.0639,0,0
Micro,Manufacturing,1.1,1.45,1.28,0.1534,2,0.0636,0,0
Micro,Auto_Ancillary,1.5,1.25,1.16,0.1334,5,0.054,0,0
Micro,Auto_Ancillary,1.5,0.89,0.97,0.1034,7,0.07,0,0
Small,Auto_Ancillary,1.5,1.33,1.21,0.1512,1,0.0451,0,0
Micro,Logistics,1.3,1.64,1.41,0.0838,0,0.0207,0,0
Micro,Retail_Trading,1.0,0.92,0.98,0.0793,8,0.0351,0,0
Micro,IT_Services,0.8,1.72,1.47,0.2062,2,0.0559,0,0
Micro,Manufacturing,1.1,1.06,1.05,-0.0048,7,0.076,0,0
Micro,Auto_Ancillary,1.5,1.21,1.13,0.0876,8,0.0615,0,0
Micro,Manufacturing,1.1,1.61,1.39,0.0851,3,0.0746,0,0
Micro,Auto_Ancillary,1.5,1.13,1.09,0.112,4,0.0666,0,0
Micro,Retail_Trading,1.0,1.42,1.26,0.1428,4,0.0298,0,0
Small,Retail_Trading,1.0,1.27,1.17,0.1555,3,0.0706,0,0
Micro,IT_Services,0.8,1.45,1.28,0.107,7,0.0525,0,0
Micro,Retail_Trading,1.0,0.45,0.78,0.0481,16,0.0507,0,0
Micro,Retail_Trading,1.0,0.67,0.87,0.0375,10,0.0523,0,0
Micro,IT_Services,0.8,1.65,1.41,0.1316,8,0.4842,0,1
Micro,IT_Services,0.8,1.81,1.54,0.2146,0,0.0662,0,0
Micro,Auto_Ancillary,1.5,1.04,1.04,0.0839,8,0.0543,0,0
Micro,Logistics,1.3,1.3,1.19,0.1135,5,0.073,0,0
Micro,Auto_Ancillary,1.5,1.52,1.33,0.1297,5,0.0637,0,0
Micro,IT_Services,0.8,1.68,1.44,0.1156,3,0.0438,0,0
Micro,Manufacturing,1.1,0.59,0.83,0.1397,6,0.0632,0,0
Micro,Manufacturing,1.1,1.05,1.05,0.1502,4,0.0216,0,0
Micro,Logistics,1.3,1.27,1.17,0.1447,4,0.045,0,0
Micro,Manufacturing,1.1,1.68,1.44,0.1665,8,0.0598,0,0
Micro,Auto_Ancillary,1.5,2.4,2.06,0.1349,0,0.0303,0,0
Small,Auto_Ancillary,1.5,1.31,1.19,0.0743,8,0.0833,0,0
Micro,Auto_Ancillary,1.5,0.84,0.94,0.0727,13,0.3875,0,1
Small,Auto_Ancillary,1.5,1.56,1.35,0.1367,4,0.0407,0,0
Micro,Auto_Ancillary,1.5,1.93,1.63,0.1292,1,0.051,0,0
Micro,Retail_Trading,1.0,1.44,1.28,0.1426,1,0.0542,0,0
Micro,Manufacturing,1.1,1.04,1.04,0.1095,3,0.003,0,0
Micro,IT_Services,0.8,1.78,1.51,0.0862,4,0.0643,0,0
Micro,Auto_Ancillary,1.5,1.67,1.43,0.1761,3,0.0394,0,0
Micro,Manufacturing,1.1,0.99,1.02,0.0848,1,0.0135,0,0
Micro,Auto_Ancillary,1.5,1.55,1.35,0.1549,1,0.0405,0,0
Micro,Auto_Ancillary,1.5,1.8,1.53,0.1049,1,0.0608,0,0
Micro,Logistics,1.3,1.87,1.58,0.1066,1,0.0272,0,0
Micro,Manufacturing,1.1,1.37,1.23,0.0849,6,0.0868,0,0
Micro,Logistics,1.3,1.26,1.16,0.0618,3,0.0403,0,0
Micro,Manufacturing,1.1,1.89,1.6,0.088,12,0.4798,3,1
Micro,Logistics,1.3,0.92,0.98,0.1146,4,0.0513,0,0
Micro,IT_Services,0.8,1.58,1.36,0.093,1,0.0687,0,0
Micro,Retail_Trading,1.0,0.85,0.95,0.1108,11,0.0639,0,0
Micro,Logistics,1.3,1.83,1.55,0.1408,1,0.0398,0,0
Micro,Retail_Trading,1.0,1.3,1.19,0.1481,6,0.049,0,0
Micro,Auto_Ancillary,1.5,1.91,1.61,0.103,4,0.0498,0,0
Micro,Manufacturing,1.1,1.6,1.38,0.1668,4,0.0444,0,0
Micro,Logistics,1.3,0.91,0.98,0.0672,5,0.0513,0,0
Micro,Logistics,1.3,1.97,1.66,0.0423,0,0.0573,0,0
Micro,Manufacturing,1.1,2.02,1.7,0.1518,4,0.0643,0,0
Micro,Manufacturing,1.1,1.75,1.49,0.102,0,0.0078,0,0
Micro,IT_Services,0.8,1.1,1.07,0.1628,13,0.0649,0,0
Micro,Retail_Trading,1.0,1.28,1.18,0.1261,3,0.0755,0,0
Micro,IT_Services,0.8,1.46,1.29,0.1192,2,0.0632,0,0
Micro,Logistics,1.3,1.12,1.09,0.1161,3,0.036,0,0
Micro,IT_Services,0.8,2.08,1.75,0.1288,1,0.0334,0,0
Micro,Manufacturing,1.1,1.46,1.29,0.1841,1,0.0521,0,0
Small,Manufacturing,1.1,0.32,0.73,0.0567,16,0.0586,0,0
Small,IT_Services,0.8,1.54,1.34,0.1424,2,0.0261,0,0
Micro,Manufacturing,1.1,1.26,1.17,0.0844,1,0.0449,0,0
Micro,Logistics,1.3,1.37,1.23,0.1189,1,0.0544,0,0
Micro,Retail_Trading,1.0,1.25,1.16,0.0688,3,0.0573,0,0
Micro,IT_Services,0.8,1.72,1.47,0.1413,0,0.0249,0,0
Micro,Manufacturing,1.1,1.85,1.56,0.1403,0,0.0237,0,0
Micro,Auto_Ancillary,1.5,1.51,1.32,0.1446,6,0.0733,0,0
Small,Auto_Ancillary,1.5,1.26,1.17,0.1317,8,0.0446,0,0
Micro,Logistics,1.3,1.38,1.24,0.1204,6,0.0709,0,0
Micro,Logistics,1.3,1.41,1.25,0.1951,3,0.0656,0,0
Micro,Manufacturing,1.1,1.08,1.06,0.1065,7,0.0508,0,0
Micro,IT_Services,0.8,1.63,1.4,0.1307,3,0.0553,0,0
Micro,Retail_Trading,1.0,1.58,1.37,0.1242,1,0.0519,0,0
Micro,Logistics,1.3,2.02,1.7,0.1521,2,0.0466,0,0
Micro,Logistics,1.3,1.9,1.61,0.1296,0,0.0204,0,0
Micro,Retail_Trading,1.0,1.13,1.09,0.0955,20,0.0518,0,0
Micro,Retail_Trading,1.0,1.73,1.47,0.1607,1,0.0216,0,0
Micro,Retail_Trading,1.0,1.02,1.03,0.103,2,0.0627,0,0
Micro,Manufacturing,1.1,1.68,1.44,0.1698,15,0.0461,0,0
Micro,Manufacturing,1.1,1.19,1.13,0.0423,2,0.0537,0,0
Small,IT_Services,0.8,0.99,1.02,0.1595,7,0.0525,0,0
Micro,IT_Services,0.8,1.51,1.32,0.1573,3,0.0314,0,0
Micro,Logistics,1.3,0.33,0.73,0.0753,16,0.0469,0,0
Micro,Logistics,1.3,0.7,0.88,0.0891,15,0.067,0,0
Micro,Logistics,1.3,1.33,1.21,0.1406,5,0.0784,0,0
Micro,IT_Services,0.8,1.43,1.27,0.0837,1,0.0407,0,0
Small,Logistics,1.3,1.25,1.16,0.1155,5,0.3004,2,1
Micro,Logistics,1.3,0.77,0.91,0.1004,8,0.3814,0,1
Micro,IT_Services,0.8,1.07,1.06,0.032,10,0.0477,0,0
Micro,Logistics,1.3,1.56,1.35,0.139,2,0.0267,0,0
Small,Manufacturing,1.1,1.63,1.4,0.0797,1,0.0577,0,0
Micro,Retail_Trading,1.0,1.39,1.25,0.1594,1,0.0259,0,0
Micro,Manufacturing,1.1,1.86,1.58,0.1876,1,0.0262,0,0
Micro,Manufacturing,1.1,1.56,1.35,0.1817,0,0.0459,0,0
Micro,Manufacturing,1.1,1.1,1.08,0.0962,3,0.0793,0,0
Micro,IT_Services,0.8,1.29,1.18,0.1032,2,0.0633,0,0
Micro,Auto_Ancillary,1.5,0.84,0.94,0.0251,7,0.0617,0,0
Micro,Manufacturing,1.1,1.36,1.22,0.1432,13,0.4065,0,1
Medium,IT_Services,0.8,1.84,1.56,0.0825,1,0.0677,0,0
Micro,Logistics,1.3,1.67,1.43,0.0778,0,0.0242,0,0
Micro,Logistics,1.3,1.96,1.65,0.1313,1,0.029,0,0
Micro,Auto_Ancillary,1.5,1.28,1.18,0.0746,2,0.0355,0,0
Small,Retail_Trading,1.0,1.94,1.64,0.1063,4,0.0508,0,0
Medium,IT_Services,0.8,1.32,1.2,0.1186,3,0.0427,0,0
Micro,Auto_Ancillary,1.5,1.99,1.68,0.1759,1,0.0462,0,0
Micro,IT_Services,0.8,1.39,1.24,0.1394,1,0.0206,0,0
Micro,Auto_Ancillary,1.5,1.68,1.44,0.1383,2,0.0509,0,0
Micro,Auto_Ancillary,1.5,1.99,1.68,0.1856,3,0.0414,0,0
Small,IT_Services,0.8,1.32,1.2,0.1216,6,0.0585,0,0
Micro,Retail_Trading,1.0,1.49,1.31,0.1042,3,0.0753,0,0
Micro,Auto_Ancillary,1.5,1.92,1.62,0.1124,0,0.0694,0,0
Micro,Retail_Trading,1.0,1.35,1.22,0.1381,4,0.0546,0,0
Micro,Logistics,1.3,0.87,0.96,0.0585,9,0.3646,0,1
